CLUSTER,STRUCTURE
1,left_superior_temporal_gyrus_posterior_division
1,right_middle_temporal_gyrus_anterior_division
1,right_middle_temporal_gyrus_posterior_division
1,right_superior_temporal_gyrus_anterior_division
1,right_superior_temporal_gyrus_posterior_division
2,left_cingulate_gyrus_anterior_division
2,left_paracingulate_gyrus
2,right_cingulate_gyrus_anterior_division
2,right_paracingulate_gyrus
3,left_cerebellum
3,left_cingulate_gyrus_posterior_division
3,left_lingual_gyrus
3,left_parahippocampal_gyrus_posterior_division
3,left_temporal_occipital_fusiform_cortex
3,right_cerebellum
3,right_temporal_occipital_fusiform_cortex
4,left_frontal_operculum_cortex
4,left_frontal_orbital_cortex
4,left_frontal_pole
4,left_inferior_frontal_gyrus_pars_triangularis
4,right_frontal_pole
5,left_inferior_frontal_gyrus_pars_opercularis
5,left_middle_frontal_gyrus
5,left_precentral_gyrus
5,left_superior_frontal_gyrus
5,left_supplementary_motor_cortex
5,right_inferior_frontal_gyrus_pars_opercularis
5,right_inferior_frontal_gyrus_pars_triangularis
5,right_middle_frontal_gyrus
5,right_superior_frontal_gyrus
6,right_central_opercular_cortex
6,right_heschls_gyrus
6,right_planum_polare
6,right_planum_temporale
7,left_amygdala
7,left_parahippocampal_gyrus_anterior_division
8,left_central_opercular_cortex
8,left_postcentral_gyrus
8,left_supramarginal_gyrus_anterior_division
8,right_parietal_operculum_cortex
8,right_postcentral_gyrus
8,right_precentral_gyrus
8,right_supplementary_motor_cortex
8,right_supramarginal_gyrus_anterior_division
9,left_accumbens
9,left_subcallosal_cortex
9,right_subcallosal_cortex
10,left_insular_cortex
10,right_frontal_operculum_cortex
10,right_frontal_orbital_cortex
10,right_insular_cortex
11,right_inferior_temporal_gyrus_posterior_division
11,right_temporal_fusiform_cortex_posterior_division
12,right_inferior_temporal_gyrus_anterior_division
12,right_temporal_fusiform_cortex_anterior_division
13,left_inferior_temporal_gyrus_anterior_division
13,left_temporal_fusiform_cortex_anterior_division
14,left_inferior_temporal_gyrus_temporooccipital_part
14,left_lateral_occipital_cortex_inferior_division
14,left_middle_temporal_gyrus_temporooccipital_part
14,left_occipital_fusiform_gyrus
14,left_occipital_pole
14,right_inferior_temporal_gyrus_temporooccipital_part
14,right_lateral_occipital_cortex_inferior_division
14,right_occipital_fusiform_gyrus
14,right_occipital_pole
15,left_pallidum
15,left_putamen
15,right_pallidum
15,right_putamen
16,right_cingulate_gyrus_posterior_division
16,right_cuneal_cortex
16,right_intracalcarine_cortex
16,right_lingual_gyrus
16,right_supracalcarine_cortex
17,left_temporal_pole
17,right_temporal_pole
18,left_heschls_gyrus
18,left_parietal_operculum_cortex
18,left_planum_polare
18,left_planum_temporale
19,left_middle_temporal_gyrus_anterior_division
19,left_middle_temporal_gyrus_posterior_division
19,left_superior_temporal_gyrus_anterior_division
20,left_brainstem
20,right_brainstem
21,left_frontal_medial_cortex
21,right_frontal_medial_cortex
22,left_caudate
22,right_accumbens
22,right_caudate
23,left_angular_gyrus
23,left_lateral_occipital_cortex_superior_division
23,left_precuneous_cortex
23,left_superior_parietal_lobule
23,left_supramarginal_gyrus_posterior_division
23,right_angular_gyrus
23,right_lateral_occipital_cortex_superior_division
23,right_middle_temporal_gyrus_temporooccipital_part
23,right_precuneous_cortex
23,right_superior_parietal_lobule
23,right_supramarginal_gyrus_posterior_division
24,left_hippocampus
24,right_amygdala
24,right_hippocampus
24,right_parahippocampal_gyrus_anterior_division
24,right_parahippocampal_gyrus_posterior_division
25,left_inferior_temporal_gyrus_posterior_division
25,left_temporal_fusiform_cortex_posterior_division
26,left_thalamus
26,right_thalamus
27,left_cuneal_cortex
27,left_intracalcarine_cortex
27,left_supracalcarine_cortex
