CLUSTER,STRUCTURE
1,left_amygdala
1,left_hippocampus
1,left_parahippocampal_gyrus_anterior_division
1,left_parahippocampal_gyrus_posterior_division
1,right_hippocampus
2,right_inferior_frontal_gyrus_pars_opercularis
2,right_inferior_frontal_gyrus_pars_triangularis
2,right_precentral_gyrus
3,left_inferior_temporal_gyrus_temporooccipital_part
3,left_lateral_occipital_cortex_inferior_division
3,left_lingual_gyrus
3,left_middle_temporal_gyrus_temporooccipital_part
3,left_occipital_fusiform_gyrus
3,left_occipital_pole
3,left_temporal_occipital_fusiform_cortex
3,right_inferior_temporal_gyrus_temporooccipital_part
3,right_lateral_occipital_cortex_inferior_division
3,right_middle_temporal_gyrus_temporooccipital_part
3,right_occipital_fusiform_gyrus
3,right_occipital_pole
3,right_temporal_occipital_fusiform_cortex
4,right_central_opercular_cortex
4,right_heschls_gyrus
4,right_parietal_operculum_cortex
4,right_planum_polare
4,right_planum_temporale
4,right_superior_temporal_gyrus_posterior_division
5,left_subcallosal_cortex
6,right_middle_temporal_gyrus_anterior_division
6,right_middle_temporal_gyrus_posterior_division
6,right_superior_temporal_gyrus_anterior_division
7,left_inferior_temporal_gyrus_posterior_division
7,left_temporal_fusiform_cortex_posterior_division
8,left_angular_gyrus
8,left_lateral_occipital_cortex_superior_division
8,left_superior_parietal_lobule
8,left_supramarginal_gyrus_posterior_division
8,right_angular_gyrus
8,right_lateral_occipital_cortex_superior_division
8,right_supramarginal_gyrus_posterior_division
9,right_cuneal_cortex
9,right_intracalcarine_cortex
9,right_lingual_gyrus
9,right_supracalcarine_cortex
10,left_cingulate_gyrus_anterior_division
10,right_cingulate_gyrus_anterior_division
10,right_paracingulate_gyrus
11,left_frontal_medial_cortex
11,right_frontal_medial_cortex
12,left_frontal_pole
12,left_inferior_frontal_gyrus_pars_opercularis
12,left_inferior_frontal_gyrus_pars_triangularis
12,left_middle_frontal_gyrus
12,left_precentral_gyrus
12,left_precuneous_cortex
12,left_superior_frontal_gyrus
13,left_frontal_operculum_cortex
13,left_frontal_orbital_cortex
13,left_insular_cortex
13,left_paracingulate_gyrus
13,left_temporal_pole
13,right_frontal_operculum_cortex
13,right_frontal_orbital_cortex
13,right_insular_cortex
13,right_temporal_pole
14,left_brainstem
14,right_brainstem
15,right_inferior_temporal_gyrus_anterior_division
15,right_temporal_fusiform_cortex_anterior_division
16,left_cuneal_cortex
16,left_intracalcarine_cortex
16,left_supracalcarine_cortex
17,left_pallidum
17,left_putamen
17,right_pallidum
17,right_putamen
18,right_amygdala
18,right_parahippocampal_gyrus_anterior_division
19,left_middle_temporal_gyrus_anterior_division
19,left_middle_temporal_gyrus_posterior_division
19,left_superior_temporal_gyrus_anterior_division
20,left_cerebellum
20,right_cerebellum
21,left_accumbens
21,right_accumbens
22,right_frontal_pole
22,right_middle_frontal_gyrus
22,right_superior_frontal_gyrus
22,right_supplementary_motor_cortex
23,right_inferior_temporal_gyrus_posterior_division
23,right_parahippocampal_gyrus_posterior_division
23,right_temporal_fusiform_cortex_posterior_division
24,right_subcallosal_cortex
25,left_inferior_temporal_gyrus_anterior_division
25,left_temporal_fusiform_cortex_anterior_division
26,left_caudate
26,right_caudate
27,left_central_opercular_cortex
27,left_postcentral_gyrus
27,left_supplementary_motor_cortex
27,left_supramarginal_gyrus_anterior_division
27,right_postcentral_gyrus
27,right_superior_parietal_lobule
27,right_supramarginal_gyrus_anterior_division
28,left_cingulate_gyrus_posterior_division
28,right_cingulate_gyrus_posterior_division
28,right_precuneous_cortex
29,left_heschls_gyrus
29,left_parietal_operculum_cortex
29,left_planum_polare
29,left_planum_temporale
29,left_superior_temporal_gyrus_posterior_division
30,left_thalamus
30,right_thalamus
