,OBSERVED,P,FDR,STARS
MEMORY,0.3340632380810492,0.0,0.0,*
EPISODIC_MEMORY,0.33930262407372713,0.0,0.0,*
REWARD,0.32212870528165743,0.0,0.0,*
COGNITION,0.3725071633182799,0.0,0.0,*
VISION,0.3678273186392413,0.0,0.0,*
MANIPULATION,0.37578951633642316,0.0,0.0,*
EXECUTION,0.3081298835699098,0.0,0.0,*
HEARING,0.3744092038018431,0.0,0.0,*
LANGUAGE,0.3764125444304807,0.0,0.0,*
