,LOSS
0,0.6822341680526733
1,0.645389199256897
2,0.6373808979988098
3,0.6361728310585022
4,0.6361475586891174
5,0.6313528418540955
6,0.6351190209388733
7,0.6353877782821655
8,0.6333032846450806
9,0.6313115358352661
10,0.6311239004135132
11,0.6322070956230164
12,0.6289407014846802
13,0.6326963901519775
14,0.6279577612876892
15,0.6287850737571716
16,0.6311222314834595
17,0.6300206780433655
18,0.6282555460929871
19,0.6309477686882019
20,0.6299881935119629
21,0.6296238303184509
22,0.6283553838729858
23,0.6306142807006836
24,0.6293984055519104
25,0.6285325288772583
26,0.6287842988967896
27,0.6296418309211731
28,0.6282256841659546
29,0.6268622279167175
30,0.6266646385192871
31,0.6280369162559509
32,0.6256502270698547
33,0.628227174282074
34,0.6289258003234863
35,0.6261236071586609
36,0.6259626150131226
37,0.6268365979194641
38,0.6258431673049927
39,0.6276846528053284
40,0.6227452158927917
41,0.6256861090660095
42,0.6225038766860962
43,0.6210285425186157
44,0.6219491362571716
45,0.6225271821022034
46,0.6213572025299072
47,0.6236202716827393
48,0.6217055320739746
49,0.6234052181243896
50,0.6208326816558838
51,0.6219602823257446
52,0.6212345957756042
53,0.6218241453170776
54,0.6196589469909668
55,0.6208475828170776
56,0.6184708476066589
57,0.617558479309082
58,0.6201433539390564
59,0.6160992980003357
60,0.6193379759788513
61,0.6178962588310242
62,0.6176299452781677
63,0.6163314580917358
64,0.617233157157898
65,0.6169337034225464
66,0.6159039735794067
67,0.6169809699058533
68,0.6179469227790833
69,0.6126739978790283
70,0.615503191947937
71,0.6167669892311096
72,0.6170052289962769
73,0.6143803000450134
74,0.6183228492736816
75,0.6144723892211914
76,0.6126278638839722
77,0.6151084303855896
78,0.6163714528083801
79,0.6156281232833862
80,0.6137321591377258
81,0.6147407293319702
82,0.6130225658416748
83,0.61378413438797
84,0.6166291832923889
85,0.6137920618057251
86,0.6168451309204102
87,0.6140203475952148
88,0.6139855980873108
89,0.611282467842102
90,0.6138943433761597
91,0.6134759187698364
92,0.6122005581855774
93,0.6128163933753967
94,0.6145839691162109
95,0.6165739297866821
96,0.6127181053161621
97,0.6143945455551147
98,0.6141823530197144
99,0.6154156923294067
100,0.6149834394454956
101,0.6135032773017883
102,0.6156973838806152
103,0.6150301694869995
104,0.6151421666145325
105,0.616307258605957
106,0.6136650443077087
107,0.6142673492431641
108,0.612990140914917
109,0.6138325333595276
110,0.6121082305908203
111,0.6135469079017639
112,0.6140052676200867
113,0.6121102571487427
114,0.6146092414855957
115,0.6128886342048645
116,0.6119613647460938
117,0.6134527921676636
118,0.6128592491149902
119,0.616184651851654
120,0.6121140122413635
121,0.615055501461029
122,0.6132242679595947
123,0.6149626970291138
124,0.6113776564598083
125,0.6133314371109009
126,0.6141026020050049
127,0.6127186417579651
128,0.6117573976516724
129,0.6142163872718811
130,0.6117608547210693
131,0.612105131149292
132,0.6119803190231323
133,0.6160563826560974
134,0.6125253438949585
135,0.6112959980964661
136,0.6151572465896606
137,0.6134836077690125
138,0.6128727793693542
139,0.6128193736076355
140,0.6129243969917297
141,0.6114692091941833
142,0.6104485392570496
143,0.6118763089179993
144,0.6145204305648804
145,0.6128567457199097
146,0.6133736968040466
147,0.6124584674835205
148,0.6130774617195129
149,0.611570417881012
150,0.6122018694877625
151,0.6175533533096313
152,0.6141211986541748
153,0.6147749423980713
154,0.6130053997039795
155,0.6136434674263
156,0.6125649809837341
157,0.6148683428764343
158,0.6124739050865173
159,0.6124600172042847
160,0.6121698021888733
161,0.6125427484512329
162,0.6138024926185608
163,0.6131902933120728
164,0.6126736998558044
165,0.6148481965065002
166,0.6148915886878967
167,0.6148645877838135
168,0.6121940612792969
169,0.6124755144119263
170,0.6122111678123474
171,0.6124351620674133
172,0.6141946911811829
173,0.611326277256012
174,0.6157408952713013
175,0.6118777990341187
176,0.6127333641052246
177,0.6139297485351562
178,0.6131880879402161
179,0.6137440800666809
180,0.6131479144096375
181,0.6127939224243164
182,0.6108448505401611
183,0.6165670156478882
184,0.6113740801811218
185,0.61445552110672
186,0.6137644648551941
187,0.6118350625038147
188,0.6123711466789246
189,0.6122032403945923
190,0.6138579845428467
191,0.6116517782211304
192,0.613554060459137
193,0.6119470000267029
194,0.6099754571914673
195,0.6120942831039429
196,0.6130566000938416
197,0.6126242280006409
198,0.6106792688369751
199,0.6114587187767029
200,0.6143272519111633
201,0.6138254404067993
202,0.6108327507972717
203,0.6154125332832336
204,0.6118016839027405
205,0.6132987141609192
206,0.6137102842330933
207,0.611638069152832
208,0.6098251938819885
209,0.612258791923523
210,0.6124974489212036
211,0.6141849756240845
212,0.6134831309318542
213,0.6145105957984924
214,0.6091538667678833
215,0.6088273525238037
216,0.6134577393531799
217,0.6135495901107788
218,0.6117510199546814
219,0.6133355498313904
220,0.6139913201332092
221,0.6115233302116394
222,0.6114718317985535
223,0.6129088401794434
224,0.6142401695251465
225,0.6138623356819153
226,0.613602340221405
227,0.6128653287887573
228,0.6142693161964417
229,0.6131455302238464
230,0.613799512386322
231,0.6123953461647034
232,0.6136430501937866
233,0.613179087638855
234,0.6135426163673401
235,0.6117393970489502
236,0.6116973161697388
237,0.6150219440460205
238,0.611201822757721
239,0.6116691827774048
240,0.6133727431297302
241,0.6126416921615601
242,0.6132504940032959
243,0.6114599704742432
244,0.612069308757782
245,0.6101132035255432
246,0.6145199537277222
247,0.608555793762207
248,0.6139376163482666
249,0.6134256720542908
250,0.612497091293335
251,0.6116542220115662
252,0.6120667457580566
253,0.6095306277275085
254,0.6110296845436096
255,0.6125245690345764
256,0.6129919290542603
257,0.6127445697784424
258,0.6121065616607666
259,0.6129468083381653
260,0.6131808161735535
261,0.6152539253234863
262,0.6106346845626831
263,0.6122037768363953
264,0.6099094748497009
265,0.6126027703285217
266,0.6145740747451782
267,0.6126844882965088
268,0.6117995977401733
269,0.6131042242050171
270,0.6116430163383484
271,0.6127730011940002
272,0.6094823479652405
273,0.6124020218849182
274,0.6133442521095276
275,0.6120420694351196
276,0.6122317314147949
277,0.6102612614631653
278,0.6124751567840576
279,0.6133561730384827
280,0.6111321449279785
281,0.6127820014953613
282,0.6128535866737366
283,0.6108295321464539
284,0.6118544340133667
285,0.6120160222053528
286,0.6129999160766602
287,0.6126854419708252
288,0.6096531748771667
289,0.6102050542831421
290,0.6117717027664185
291,0.6094022989273071
292,0.6104937195777893
293,0.6146971583366394
294,0.6125615835189819
295,0.6125363111495972
296,0.6117337346076965
297,0.609492301940918
298,0.6104359030723572
299,0.6129000782966614
300,0.6116040349006653
301,0.6129974126815796
302,0.6120370030403137
303,0.6126887798309326
304,0.610997200012207
305,0.6115872263908386
306,0.6113823056221008
307,0.6095451712608337
308,0.6116884350776672
309,0.6126050353050232
310,0.6144238710403442
311,0.6136525869369507
312,0.6117690205574036
313,0.6113063097000122
314,0.6097754240036011
315,0.610781192779541
316,0.6122192144393921
317,0.6114858984947205
318,0.6131595969200134
319,0.6119576692581177
320,0.6124944090843201
321,0.6134911775588989
322,0.6112501621246338
323,0.6119908690452576
324,0.6125854849815369
325,0.6099616289138794
326,0.6120221018791199
327,0.6110954880714417
328,0.6090197563171387
329,0.6123843789100647
330,0.6103288531303406
331,0.610711932182312
332,0.6143633723258972
333,0.6112291812896729
334,0.6114398241043091
335,0.6112780570983887
336,0.610835611820221
337,0.612026572227478
338,0.6116316318511963
339,0.6099039316177368
340,0.6108960509300232
341,0.6114766001701355
342,0.613012433052063
343,0.6085082292556763
344,0.6111868619918823
345,0.6106746196746826
346,0.6116232872009277
347,0.6110008955001831
348,0.6127681136131287
349,0.6115166544914246
350,0.6103664040565491
351,0.6117148995399475
352,0.6111966371536255
353,0.6111411452293396
354,0.6098825335502625
355,0.6127710938453674
356,0.6123706698417664
357,0.6121900081634521
358,0.6121088266372681
359,0.6098383069038391
360,0.6121214628219604
361,0.6101034283638
362,0.6091747879981995
363,0.6102455258369446
364,0.6135246157646179
365,0.6106072068214417
366,0.6125604510307312
367,0.6120494604110718
368,0.611008882522583
369,0.6105635762214661
370,0.61031574010849
371,0.6106308698654175
372,0.611253023147583
373,0.6103519201278687
374,0.6122492551803589
375,0.6101443767547607
376,0.61162930727005
377,0.6128398776054382
378,0.6100001335144043
379,0.612156093120575
380,0.6112297773361206
381,0.6116480827331543
382,0.6131094098091125
383,0.6098774671554565
384,0.6118835806846619
385,0.6091518402099609
386,0.6113046407699585
387,0.6143485903739929
388,0.6128376722335815
389,0.6131506562232971
390,0.6102848052978516
391,0.6106650233268738
392,0.6128856539726257
393,0.6139353513717651
394,0.6123498678207397
395,0.610182523727417
396,0.6095266938209534
397,0.6138455867767334
398,0.6086463332176208
399,0.6098141670227051
400,0.6093294620513916
401,0.6143046617507935
402,0.6096101999282837
403,0.612697422504425
404,0.6115797758102417
405,0.612575352191925
406,0.6106930375099182
407,0.6106888055801392
408,0.6096445322036743
409,0.6111481189727783
410,0.6104797124862671
411,0.6097824573516846
412,0.6098756790161133
413,0.6125814318656921
414,0.6107946038246155
415,0.613383948802948
416,0.6116653084754944
417,0.6112192273139954
418,0.612505316734314
419,0.6124217510223389
420,0.6136653423309326
421,0.6116625666618347
422,0.6129538416862488
423,0.6102879047393799
424,0.6111732721328735
425,0.6098378896713257
426,0.6112573146820068
427,0.6127426624298096
428,0.6133275032043457
429,0.6094435453414917
430,0.6114802956581116
431,0.6103596091270447
432,0.6123297214508057
433,0.6106551885604858
434,0.6118571162223816
435,0.6097967624664307
436,0.6096252799034119
437,0.6117210388183594
438,0.6118337512016296
439,0.6120200157165527
440,0.6125452518463135
441,0.6120766997337341
442,0.6102206110954285
443,0.6082092523574829
444,0.6123976111412048
445,0.6153683066368103
446,0.6094583868980408
447,0.6105034947395325
448,0.6130032539367676
449,0.6128612756729126
450,0.6119890213012695
451,0.6127229332923889
452,0.6093102693557739
453,0.6101385951042175
454,0.6114777326583862
455,0.6093224883079529
456,0.6094493865966797
457,0.6126039624214172
458,0.6101401448249817
459,0.6097448468208313
460,0.6115776300430298
461,0.612564742565155
462,0.6112385392189026
463,0.6119905710220337
464,0.6112486124038696
465,0.6121131777763367
466,0.6106729507446289
467,0.6100955009460449
468,0.6112080812454224
469,0.611793041229248
470,0.611365795135498
471,0.610743522644043
472,0.6139208674430847
473,0.6126484870910645
474,0.6118749976158142
475,0.6111883521080017
476,0.6123546361923218
477,0.6118072271347046
478,0.6095868349075317
479,0.6097122430801392
480,0.6123958826065063
481,0.6089626550674438
482,0.61136394739151
483,0.6120339632034302
484,0.612224280834198
485,0.610295295715332
486,0.6128326654434204
487,0.6119694113731384
488,0.6127792000770569
489,0.613287091255188
490,0.61100834608078
491,0.6104804277420044
492,0.6092880964279175
493,0.6124305129051208
494,0.6112199425697327
495,0.6109861135482788
496,0.6114513874053955
497,0.6102593541145325
498,0.6113159656524658
499,0.6129542589187622
