,0,1,2,3,4,5,6,7,8,9
0,0.5100791184716118,0.49331597609527666,0.5020041666768253,0.4920413116918819,0.4965502078977494,0.49504730950427045,0.5005115319576525,0.49597117556695736,0.5003117223401239,0.49692554766537417
1,0.507840480417229,0.5020241455288456,0.49721031314925507,0.49253445044075256,0.49070206282663814,0.4999182970040723,0.5018607643984617,0.506379488371364,0.5057077853157548,0.512363668021575
2,0.5117733530810517,0.5009915600329129,0.500640872563798,0.49945120918684344,0.49274491306293244,0.4947130098005051,0.4954981010948827,0.5087230737916892,0.5067751718795401,0.4966665897705411
3,0.507352913020099,0.5049078986504015,0.49528296450145926,0.49850800386022903,0.4908050976626425,0.49333912167096106,0.5001997408984741,0.5088594055119394,0.5017995527526746,0.497424407451249
4,0.5067508186498714,0.5000638379933369,0.4973754830693527,0.49808863883217375,0.49529599611288405,0.49162461114929323,0.4980545081828352,0.49678456412408584,0.5036775228721233,0.4974737581607207
5,0.5038866495917566,0.49820868862431195,0.5004906989933291,0.4973250650965363,0.49707620020237664,0.5037014897433989,0.49593540010901327,0.5149761940151943,0.5040559556723382,0.5079983499298536
6,0.5072849431718961,0.5021695525903148,0.5000962029779497,0.4993901709882498,0.4920782194068333,0.4898228682739702,0.49850080569386473,0.5079305197557635,0.5044698636914562,0.4999696444752706
7,0.5011735040439236,0.5018687081874028,0.49781068643672177,0.5037918634703599,0.5014974233773885,0.5005883292906105,0.5004525190555753,0.5051750010793348,0.5018834701501252,0.49976902881709356
8,0.5026564574605838,0.5059945640657829,0.5008122758470563,0.4998756733295062,0.4984733987218279,0.4929537170172688,0.49992610556681677,0.5082089261006922,0.5035735567764016,0.5057105236730315
9,0.5024044229500767,0.5021688434088636,0.49731780710398793,0.4984322054779582,0.5002810259291762,0.49004855108998074,0.49575209616291427,0.5056776117831572,0.5033602668714253,0.49774912517540987
10,0.5120080021321975,0.502583114637048,0.5002451141690463,0.5009037713544474,0.49763430974891126,0.49829312006272514,0.4951889184361275,0.5065098660266715,0.49946744980098995,0.5069738353472691
11,0.5033263532575952,0.5050296399001389,0.497567587455431,0.5005002875784846,0.49807459488845574,0.4991073361513252,0.49627299805659114,0.4995887854986387,0.4996995451124413,0.49827122984108335
12,0.5049179174272685,0.5041910941447464,0.498106144585485,0.5000193421558138,0.49685441627992116,0.49558417804356386,0.4933382534015554,0.5000529388053526,0.5057350076756639,0.5068388337175809
13,0.5014833494297071,0.49878943436861395,0.4986917092264593,0.5008766997986438,0.4990922304599116,0.4992810819788964,0.499363855454858,0.5092734179513166,0.5017072616168432,0.5005943685827312
14,0.5054537734286246,0.49818949651975825,0.500155363695438,0.5007295222480904,0.4984323745095373,0.49159112307532116,0.49738761961896827,0.50175304297011,0.4981810200343735,0.5061401397941456
15,0.5018733435277936,0.5031628027043012,0.5056049000746378,0.49661323710654476,0.5005069610820914,0.5002575888714837,0.49576040394741766,0.503486970360729,0.49754523365283715,0.5067171145361035
16,0.501651619949747,0.5032290885124984,0.5041265188725337,0.4947220033531949,0.49999980237385944,0.4957263539402613,0.48981863217032934,0.4982916024654512,0.5050500238728628,0.5037985247250125
17,0.5036830307535031,0.506067049712801,0.5032143411171806,0.5012005484337133,0.4991699178380193,0.4954099331694694,0.4966441167781102,0.5072000836343498,0.5038194042382766,0.5005465380303252
18,0.5039895846111044,0.5020253111208096,0.504612268297558,0.50274246730782,0.4964489245306038,0.49142471527802156,0.498268730829463,0.5089877848048358,0.5058427806153543,0.5039239120548306
19,0.4962400712139064,0.5019518602584997,0.4988217179726804,0.4994636780951712,0.4960525800508274,0.497208980806437,0.5016348611420159,0.49796911033770236,0.4977113795391476,0.5044894722116906
20,0.5003476694220825,0.50515861170992,0.4993131995395108,0.49872013518570574,0.4935489740547286,0.49473304738493235,0.5016565838922561,0.5014987374896971,0.5096846516507365,0.5007743342555746
21,0.49859634974545414,0.49832838775897237,0.5013578562310851,0.4951832290214649,0.4920650686939219,0.4925339663792722,0.4933662582188173,0.5014033574779327,0.5036598731083362,0.49696684587181006
22,0.5053816140057343,0.5013451328229849,0.501892607757234,0.5056476655669622,0.5003382034673591,0.5080626489784846,0.4916236436174164,0.5065824534435559,0.5015158370068066,0.5044753390985167
23,0.5041252823584945,0.5023070757400234,0.5008256114089984,0.49683677835978335,0.5026137110493423,0.498418804648951,0.4992106731611497,0.5051616120739972,0.5080200323696381,0.4934923644780371
