,LOSS
0,0.6653392314910889
1,0.6231087446212769
2,0.5968767404556274
3,0.5803055167198181
4,0.5688939690589905
5,0.5609573125839233
6,0.5595823526382446
7,0.5609800219535828
8,0.5567529201507568
9,0.5554186105728149
10,0.5549315810203552
11,0.5546002388000488
12,0.5549765825271606
13,0.5525517463684082
14,0.5544145703315735
15,0.5528355836868286
16,0.5528715252876282
17,0.5524669289588928
18,0.5528085231781006
19,0.5494663715362549
20,0.5532174110412598
21,0.5512628555297852
22,0.5508778691291809
23,0.5533834099769592
24,0.55082106590271
25,0.5517880916595459
26,0.5506314039230347
27,0.5547989010810852
28,0.5491365790367126
29,0.5496769547462463
30,0.5479646325111389
31,0.5515567660331726
32,0.5479637384414673
33,0.5485957860946655
34,0.5475224256515503
35,0.5480760335922241
36,0.5484428405761719
37,0.550696849822998
38,0.5470026731491089
39,0.5486501455307007
40,0.549098014831543
41,0.5494990348815918
42,0.5484916567802429
43,0.5484647154808044
44,0.5487168431282043
45,0.5492246747016907
46,0.5453594326972961
47,0.5473019480705261
48,0.5486341714859009
49,0.5460871458053589
50,0.5460360646247864
51,0.5483028292655945
52,0.5480648875236511
53,0.5501735210418701
54,0.5473427176475525
55,0.5461009740829468
56,0.5473247766494751
57,0.548148512840271
58,0.5483062267303467
59,0.5484828352928162
60,0.5488033294677734
61,0.5472816824913025
62,0.546903133392334
63,0.5470806360244751
64,0.5427955389022827
65,0.5489397644996643
66,0.5433937907218933
67,0.5481154918670654
68,0.5484341979026794
69,0.5459070801734924
70,0.5466250777244568
71,0.547035276889801
72,0.5475359559059143
73,0.5461376309394836
74,0.5449156165122986
75,0.5462180376052856
76,0.5484471917152405
77,0.543077826499939
78,0.5458311438560486
79,0.5460727214813232
80,0.5467771291732788
81,0.5462494492530823
82,0.5443241000175476
83,0.5476211309432983
84,0.5463125109672546
85,0.547111988067627
86,0.546339213848114
87,0.5455334186553955
88,0.5464077591896057
89,0.5452836751937866
90,0.5490299463272095
91,0.5453401207923889
92,0.5431859493255615
93,0.545560359954834
94,0.5461794137954712
95,0.5449861884117126
96,0.544033408164978
97,0.5448121428489685
98,0.5458083748817444
99,0.5481411218643188
100,0.5461969375610352
101,0.5445994734764099
102,0.5443466305732727
103,0.5471106767654419
