1402966,7
1410086,7
1448149,6
1486459,4
1486460,5
1519476,2
1527602,7
1542680,6
1613546,2
1633409,5
1679944,4
1791928,1
1822545,2
1869921,5
1875248,2
1884179,4
1929214,3
2296583,1
2360050,5
2396097,5
3277066,2
3298565,2
3653828,5
3875696,2
7472384,2
7479961,2
7485619,2
7488733,7
7569934,5
7708745,5
7714579,2
7811563,2
7820564,2
7820565,5
7846080,2
7850422,4
7864258,5
7865775,5
7922456,4
7925790,4
7935791,5
7953589,5
8027764,2
8038933,7
8207487,2
8232848,2
8286936,2
8350282,2
8405250,2
8410148,2
8430100,2
8430101,2
8441008,5
8480815,7
8524452,2
8551361,5
8556839,5
8592204,7
8592206,5
8595189,2
8606767,1
8606771,5
8624678,2
8628399,5
8642414,2
8642416,5
8642418,1
8656296,5
8670634,2
8673502,4
8700204,5
8730806,2
8738230,2
8772633,7
8774879,2
8784221,2
8784224,4
8786445,2
8790444,7
8805334,4
8805700,1
8805836,1
8813286,4
8815903,5
8822570,2
8836245,7
8855347,7
8864300,2
8889766,2
8893004,6
8896772,7
8904757,5
8929174,4
8931582,7
8931588,5
8938120,5
8951412,2
8952093,5
8957565,7
8981399,4
8981469,4
8988793,5
8989012,2
9010014,2
9023428,2
9023435,2
9025115,5
9038283,2
9038284,2
9051780,1
9054787,5
9055802,7
9065511,5
9080447,2
9084599,2
9084621,2
9108115,6
9114262,5
9114263,2
9116229,2
9121583,2
9125463,2
9126062,2
9133394,2
9141092,7
9153035,5
9153677,2
9160646,5
9175118,7
9183247,2
9183248,4
9185551,6
9187292,5
9204934,4
9210741,7
9210742,7
9217681,2
9223090,5
9223094,2
9228523,5
9238064,2
9242293,2
9256495,5
9287369,5
9295118,4
9295122,5
9299382,2
9305814,2
9309607,4
9333238,7
9343589,7
9343594,2
9343606,7
9343610,7
9343611,2
9345474,4
9345478,2
9345483,2
9345509,7
9345552,2
9347486,7
9352521,6
9354332,5
9365370,5
9389221,7
9391021,2
9397017,2
9401596,2
9405692,5
9412517,6
9414011,2
9417966,2
9427311,7
9427367,4
9430507,6
9462476,7
9462480,5
9463462,2
9465007,2
9469535,2
9482951,1
9491989,5
9500831,4
9501235,2
9510380,5
9510384,2
9529825,5
9529941,2
9529944,7
9539233,5
9547077,7
9549487,6
9549504,2
9549517,5
9559951,7
9571103,2
9576541,2
9597657,2
9619195,7
9620697,5
9620698,6
9620699,7
9626670,2
9626672,2
9626674,2
9626713,7
9632390,2
9636217,2
9648549,7
9665617,5
9673660,2
9673996,2
9674604,4
9679774,2
9685203,5
9696465,7
9698330,2
9698571,4
9698575,2
9698579,2
9699694,7
9704265,2
9704267,5
9714705,2
9740361,4
9740761,6
9749761,2
9753190,7
9754701,2
9758739,2
9758741,2
9758742,2
9770542,5
9772106,2
9772269,2
9772270,2
9787003,2
9798741,5
9799627,5
9801380,2
9801381,2
9802236,5
9808463,5
9819069,7
9819271,2
9819274,2
9821359,7
9827764,7
9827777,2
9831457,7
9831460,5
9838166,2
9849722,5
9858371,2
9858384,7
9861465,5
9862553,2
9862924,7
9863701,2
9867232,5
9882087,2
9894875,7
9918735,4
9918737,5
9927549,5
9927550,2
9927551,5
9950067,5
9950713,5
9989556,7
9990082,5
9990104,7
10022492,2
10022494,5
10022496,4
10027301,5
10051677,2
10051756,2
10071054,5
10071093,4
10075897,2
10080553,7
10094257,2
10096413,1
10096417,2
10097801,7
10191322,4
10195113,2
10195114,2
10195166,5
10195173,2
10195224,6
10196461,2
10197540,4
10198130,2
10200226,2
10200303,7
10200737,5
10202575,7
10204547,4
10208571,7
10211469,5
10215087,2
10216270,2
10216273,5
10220229,1
10220461,7
10227106,5
10230795,2
10233106,2
10234026,7
10318979,2
10320379,2
10327898,7
10327899,7
10329289,5
10332889,7
10336657,5
10348741,5
10349031,2
10349294,2
10355673,6
10355678,5
10355680,2
10356062,2
10366639,5
10372081,2
10376114,2
10380965,2
10382629,2
10385578,7
10385581,2
10385583,2
10388796,5
10388797,1
10388802,5
10390028,5
10392834,2
10393989,2
10400241,4
10400972,2
10400975,5
10401985,2
10402199,2
10404202,5
10407049,2
10407201,4
10408647,7
10417250,5
10426417,4
10430951,5
10430955,2
10432180,5
10432182,5
10450253,5
10450888,5
10450889,5
10454140,4
10459394,7
10459395,7
10468363,5
10468515,2
10468516,4
10468630,6
10471434,5
10471847,5
10471848,5
10473761,2
10480271,5
10482257,2
10482774,6
10489865,4
10493894,5
10493901,2
10493903,2
10496688,7
10501805,5
10506090,2
10506099,2
10509837,4
10510191,2
10511450,2
10515983,2
10516320,2
10518175,5
10522888,2
10523407,2
10527065,2
10531451,2
10534240,5
10545400,1
10547332,2
10554989,2
10554992,2
10554993,2
10557338,2
10559415,2
10561425,2
10568854,5
10571235,2
10574350,5
10581226,2
10585521,4
10586971,2
10591289,7
10591898,5
10594068,6
10599862,5
10600415,2
10600999,1
10601675,2
10601743,2
10607401,4
10611121,5
10617288,5
10619415,2
10619416,7
10624956,2
10632617,5
10634893,2
10634894,7
10639391,5
10639399,6
10641577,4
10643726,7
10643727,2
10643729,2
10648437,2
10648446,2
10651872,7
10659849,4
10660227,2
10666552,2
10666559,2
10666562,2
10666563,4
10669519,2
10677038,2
10677559,7
10678698,2
10679185,2
10679187,5
10680763,4
10680764,2
10680766,5
10683393,5
10683827,6
10683855,5
10684898,2
10686115,7
10686176,1
10686183,5
10689056,2
10690992,2
10692599,7
10694461,2
10694462,6
10694463,2
10700262,2
10700263,5
10700305,7
10706432,2
10712490,2
10712498,4
10716244,4
10717412,2
10718324,5
10725191,4
10729346,2
10729350,2
10730646,2
10731771,2
10734009,2
10734010,5
10739412,5
10751455,7
10762158,2
10769312,2
10769313,5
10769317,4
10771411,5
10771412,5
10771415,5
10774738,5
10775540,5
10775709,1
10792453,6
10805701,2
10805707,2
10806026,2
10806029,2
10806033,2
10808134,4
10817611,2
10834847,2
10838149,2
10841380,2
10843515,5
10846167,2
10847597,2
10847601,4
10848570,4
10853949,2
10858628,1
10859133,2
10859136,2
10861020,5
10863028,2
10864232,5
10865104,2
10865105,2
10865107,7
10867223,5
10869575,1
10869585,6
10875899,3
10876085,7
10884059,4
10896168,5
10899227,2
10903207,2
10903406,7
10906316,1
10906317,2
10908189,4
10908192,5
10908201,2
10912589,2
10912590,4
10913505,5
10913506,7
10913710,2
10914904,5
10920049,5
10923655,7
10931772,5
10933212,2
10934265,7
10936920,2
10944414,5
10944415,2
10949055,2
10949057,1
10959525,7
10960054,5
10974961,7
10976949,5
10978687,2
10978692,2
10978708,2
10978709,2
10980029,4
10980034,2
10980036,2
10982747,4
10982748,2
10982749,2
10986548,5
10988032,2
10988041,2
10998121,2
10998123,2
11002353,2
11002354,5
11004117,2
11004124,4
11005879,2
11006976,4
11006980,2
11017179,7
11018487,2
11026450,2
11027238,2
11027916,5
11029640,2
11034857,2
11034859,2
11034863,2
11034866,2
11036273,5
11049665,2
11049668,4
11050021,5
11050024,2
11050027,2
11053229,2
11053230,2
11054915,2
11054920,5
11058474,7
11061337,2
11062324,5
11063978,7
11069306,2
