,OBSERVED,P,FDR,STARS
NEGATIVE_VALENCE,1.0535739125027814,0.0,0.0,*
POSITIVE_VALENCE,1.0444870976875744,0.0,0.0,*
AROUSAL_REGULATION,1.02436199401262,0.0,0.0,*
SOCIAL_PROCESSES,1.0492996259894258,0.0,0.0,*
COGNITIVE_SYSTEMS,1.120870919024932,0.0,0.0,*
SENSORIMOTOR_SYSTEMS,1.0764652750549464,0.0,0.0,*
