,OBSERVED,P,FDR,STARS
MEMORY,1.0699355289497643,0.0,0.0,*
REWARD,1.0607830763024033,0.0,0.0,*
COGNITION,1.017981932653929,0.0,0.0,*
VISION,1.0960926714424053,0.0,0.0,*
MANIPULATION,1.1954896498770446,0.0,0.0,*
LANGUAGE,1.1565185307390646,0.0,0.0,*
