,OBSERVED,P,FDR,STARS
NEGATIVE_VALENCE,1.0509426833751525,0.0,0.0,*
POSITIVE_VALENCE,1.0438162977780407,0.0,0.0,*
COGNITIVE_SYSTEMS,1.1166645471282506,0.0,0.0,*
SOCIAL_PROCESSES,1.0501755995849762,0.0,0.0,*
AROUSAL_REGULATION,1.0251550300938768,0.0,0.0,*
SENSORIMOTOR_SYSTEMS,1.073496299299553,0.0,0.0,*
