,PMID,SPLIT,DOMAIN,OBSERVED
0,10327898,discovery,DEPRESSIVE,0.9368677835398779
1,10327899,discovery,DEPRESSIVE,0.9951467447559457
2,10459395,discovery,DEPRESSIVE,1.0623837292853102
3,10651872,discovery,DEPRESSIVE,1.0053534672791675
4,10974961,discovery,DEPRESSIVE,1.2715785852377701
5,11058474,discovery,DEPRESSIVE,0.9510677259654219
6,11448368,discovery,DEPRESSIVE,0.9773209566760607
7,11681541,discovery,DEPRESSIVE,1.017514191633661
8,11784801,discovery,DEPRESSIVE,1.0036227641314486
9,11983183,discovery,DEPRESSIVE,1.1402758683686367
10,12063157,discovery,DEPRESSIVE,1.182039743882749
11,12411267,discovery,DEPRESSIVE,0.9343071718517642
12,12427580,discovery,DEPRESSIVE,0.8917316535251272
13,12505803,discovery,DEPRESSIVE,1.0971378679901023
14,12606841,discovery,DEPRESSIVE,1.1027349515220548
15,12691791,discovery,DEPRESSIVE,1.069184042384706
16,12694890,discovery,DEPRESSIVE,1.2131654755413148
17,12718866,discovery,DEPRESSIVE,0.9972004637314367
18,12807408,discovery,DEPRESSIVE,1.0673929793400347
19,1402966,discovery,DEPRESSIVE,1.2328416444327601
20,14527566,discovery,DEPRESSIVE,0.9963416418706756
21,14531584,discovery,DEPRESSIVE,1.1165264139330378
22,14584547,discovery,DEPRESSIVE,1.00923569544799
23,14643096,discovery,DEPRESSIVE,1.1675108555925477
24,14699431,discovery,DEPRESSIVE,1.1419231340652485
25,14706428,discovery,DEPRESSIVE,1.1118050357393414
26,14980557,discovery,DEPRESSIVE,0.9795567710999932
27,14980569,discovery,DEPRESSIVE,1.2316918020843135
28,15219608,discovery,DEPRESSIVE,0.8592965213026277
29,15235232,discovery,DEPRESSIVE,1.1670206139818269
30,15240435,discovery,DEPRESSIVE,1.0621746420826128
31,15377745,discovery,DEPRESSIVE,1.1581244522938705
32,15691520,discovery,DEPRESSIVE,1.1261250383269532
33,15691522,discovery,DEPRESSIVE,0.942983856014152
34,15850737,discovery,DEPRESSIVE,0.9854882003110164
35,15921853,discovery,DEPRESSIVE,1.1515762094310134
36,15955496,discovery,DEPRESSIVE,0.9308010752173371
37,15993859,discovery,DEPRESSIVE,0.8970363822954737
38,16043331,discovery,DEPRESSIVE,1.0464569819628406
39,16227541,discovery,DEPRESSIVE,1.2420257387066895
40,16458263,discovery,DEPRESSIVE,1.1972732024559483
41,16460693,discovery,DEPRESSIVE,1.1227969535783513
42,16487943,discovery,DEPRESSIVE,1.0896666791079206
43,16704749,discovery,DEPRESSIVE,0.9051654254388456
44,16750298,discovery,DEPRESSIVE,1.0334727060815516
45,16880131,discovery,DEPRESSIVE,1.0053534672791675
46,16899037,discovery,DEPRESSIVE,0.9793432951827177
47,16983390,discovery,DEPRESSIVE,1.1371201069462393
48,16996279,discovery,DEPRESSIVE,0.9835170783010249
49,17010993,discovery,DEPRESSIVE,0.9800244108836276
50,17012690,discovery,DEPRESSIVE,1.227889977066607
51,17027931,discovery,DEPRESSIVE,1.173210076473454
52,17182225,discovery,DEPRESSIVE,0.9769270718991717
53,17210143,discovery,DEPRESSIVE,1.2687609806804478
54,17217921,discovery,DEPRESSIVE,1.3044978803392253
55,17217926,discovery,DEPRESSIVE,1.0476628412630318
56,17229578,discovery,DEPRESSIVE,1.0779925558804635
57,17260333,discovery,DEPRESSIVE,0.9178688551456914
58,17295616,discovery,DEPRESSIVE,1.0385360151125107
59,17350756,discovery,DEPRESSIVE,1.212376611449699
60,17403973,discovery,DEPRESSIVE,1.0780378606918768
61,17412567,discovery,DEPRESSIVE,1.0590333480104432
62,17412610,discovery,DEPRESSIVE,1.0290811519274885
63,17473838,discovery,DEPRESSIVE,1.0172042861583095
64,17505465,discovery,DEPRESSIVE,1.1034575769970283
65,17547582,discovery,DEPRESSIVE,1.1850302503631998
66,17587554,discovery,DEPRESSIVE,0.945920777822695
67,17627994,discovery,DEPRESSIVE,
68,17681357,discovery,DEPRESSIVE,1.051626379096624
69,17688985,discovery,DEPRESSIVE,1.0691020830973637
70,17707125,discovery,DEPRESSIVE,1.053343396159039
71,17882232,discovery,DEPRESSIVE,0.9568248988633838
72,17955021,discovery,DEPRESSIVE,1.069871728364949
73,17964185,discovery,DEPRESSIVE,1.0184088534007296
74,17973326,discovery,DEPRESSIVE,1.1448151207165789
75,18031826,discovery,DEPRESSIVE,1.1819942526725595
76,18068955,discovery,DEPRESSIVE,1.1111710880149468
77,18207298,discovery,DEPRESSIVE,1.0833604687472167
78,18262704,discovery,DEPRESSIVE,0.9220760397815099
79,18364027,discovery,DEPRESSIVE,0.8680989495624825
80,18372048,discovery,DEPRESSIVE,1.0658401367676993
81,18440493,discovery,DEPRESSIVE,1.238486765544393
82,18455373,discovery,DEPRESSIVE,0.9571675932928517
83,18579575,discovery,DEPRESSIVE,1.0002781142144963
84,18586109,discovery,DEPRESSIVE,1.0540607225597187
85,18595740,discovery,DEPRESSIVE,1.1766526306019551
86,18601940,discovery,DEPRESSIVE,1.0016223631556296
87,18635699,discovery,DEPRESSIVE,0.8407900293338855
88,18657587,discovery,DEPRESSIVE,1.1540287004610126
89,18667293,discovery,DEPRESSIVE,0.9879641817769748
90,18674871,discovery,DEPRESSIVE,1.1351848859457443
91,18757979,discovery,DEPRESSIVE,1.0813091459994246
92,18819988,discovery,DEPRESSIVE,1.0285635474319577
93,18837865,discovery,DEPRESSIVE,0.992216922544906
94,18845172,discovery,DEPRESSIVE,0.9779388424626331
95,18930182,discovery,DEPRESSIVE,1.0951923048035153
96,19058792,discovery,DEPRESSIVE,0.9697012446573587
97,19064747,discovery,DEPRESSIVE,0.8823290913109127
98,19071144,discovery,DEPRESSIVE,1.1282940037092883
99,19081580,discovery,DEPRESSIVE,0.9781082613367391
100,19117277,discovery,DEPRESSIVE,1.1091915040195297
101,19162206,discovery,DEPRESSIVE,1.2037387472962264
102,19171077,discovery,DEPRESSIVE,0.9985414620712856
103,19182175,discovery,DEPRESSIVE,1.0855984097618008
104,19239982,discovery,DEPRESSIVE,1.2224292474679646
105,19307251,discovery,DEPRESSIVE,1.1604619276914074
106,19339460,discovery,DEPRESSIVE,1.0067121178366758
107,19349151,discovery,DEPRESSIVE,1.1412706515086604
108,19351572,discovery,DEPRESSIVE,1.2212466737793264
109,19351579,discovery,DEPRESSIVE,1.0139638827328974
110,19414043,discovery,DEPRESSIVE,1.0316569139742
111,19426812,discovery,DEPRESSIVE,1.200790768212997
112,19448846,discovery,DEPRESSIVE,1.179157037584507
113,19524048,discovery,DEPRESSIVE,0.976308036521883
114,19539268,discovery,DEPRESSIVE,1.0167217195602085
115,19596037,discovery,DEPRESSIVE,1.0287469976499142
116,19617860,discovery,DEPRESSIVE,1.1369382799555827
117,19621370,discovery,DEPRESSIVE,1.0573802532914274
118,19624389,discovery,DEPRESSIVE,1.0416516575539718
119,19640506,discovery,DEPRESSIVE,1.2451571103343064
