,OBSERVED,P,FDR,STARS
MEMORY,1.0686563295805156,0.0,0.0,*
REWARD,1.0664865091688065,0.0,0.0,*
COGNITION,1.0271419162552584,0.0,0.0,*
VISION,1.1048652437492101,0.0,0.0,*
MANIPULATION,1.194016260859807,0.0,0.0,*
LANGUAGE,1.1437138879732143,0.0,0.0,*
