,OBSERVED,P,FDR,STARS
MEMORY,1.0861134845370712,0.0,0.0,*
REWARD,1.0556704127715237,0.0,0.0,*
COGNITION,1.02046466453942,0.0,0.0,*
VISION,1.1009385318457605,0.0,0.0,*
MANIPULATION,1.1850795074830012,0.0,0.0,*
LANGUAGE,1.1532509999470761,0.0,0.0,*
