,OBSERVED,P,FDR,STARS
DEPRESSIVE,1.0958592423699813,0.0,0.0,*
ANXIETY,1.064804601988544,0.0,0.0,*
TRAUMA_STRESSOR,1.0899203188650466,0.0,0.0,*
OBSESSIVE_COMPULSIVE,1.0427937654488684,0.0,0.0,*
DISRUPTIVE,1.1041600183092686,0.0,0.0,*
SUBSTANCE,1.066343369118579,0.0,0.0,*
DEVELOPMENTAL,1.3230350004807694,0.0,0.0,*
PSYCHOTIC,1.0546774465786874,0.0,0.0,*
BIPOLAR,1.0089769695432547,0.0,0.0,*
