,OBSERVED,P,FDR,STARS
NEGATIVE_VALENCE,0.35894349010843535,0.0,0.0,*
POSITIVE_VALENCE,0.32938355980653544,0.0,0.0,*
COGNITIVE_SYSTEMS,0.41218576723678846,0.0,0.0,*
SOCIAL_PROCESSES,0.3258948144284204,0.0,0.0,*
AROUSAL_REGULATION,0.24213382108269213,0.0,0.0,*
SENSORIMOTOR_SYSTEMS,0.41534698931740566,0.0,0.0,*
