,OBSERVED,P,FDR,STARS
MEMORY,0.3335260194162852,0.0,0.0,*
REWARD,0.30958527282226156,0.0,0.0,*
REACTION_TIME,0.35136147866502937,0.0,0.0,*
MANIPULATION,0.4174087468788648,0.0,0.0,*
VISION,0.38982342560464917,0.0,0.0,*
HEARING,0.40877050761628353,0.0,0.0,*
