,OBSERVED,P,FDR,STARS
MEMORY,0.35351846433159634,0.0,0.0,*
REWARD,0.32004804024077876,0.0,0.0,*
COGNITION,0.35693872664084947,0.0,0.0,*
VISION,0.39034716939814484,0.0,0.0,*
MANIPULATION,0.41021164598882337,0.0,0.0,*
LANGUAGE,0.4039843835283465,0.0,0.0,*
