,X,Y
1402966,0.48158897552503294,-0.6170303615837486
1410086,0.26344804138633704,-0.6654983273678697
1448149,0.37992839282155283,-0.6736668360083177
1486459,0.2861086666725365,0.4947329486170424
1486460,0.06203756908211942,0.5201178993808494
1519476,-0.37531785840703613,0.32596577999718773
1527602,0.058092892882237436,-0.6531466907092329
1542680,0.7357320109113538,-0.2745604714627826
1613546,-0.5001887223965897,0.20712472196234308
1633409,0.33508817349431347,0.25404749716033714
1679944,-0.5932542222786023,0.35499892872005556
1791928,-0.5687099353744659,0.5724303359213871
1822545,-0.48033987633839864,0.15751627457539485
1869921,0.17598126064614056,0.16838529972185842
1875248,-0.4335311504387402,0.3009571627775036
1884179,-0.2326504400263194,0.5177456399092194
1929214,0.5634576585539158,-0.6395253559368749
2296583,-0.15845847125515483,0.6652481280592655
2360050,0.5304606256665749,0.3638758290344678
2396097,0.7662589904781655,0.3079858262093211
3277066,-0.1016423943809379,0.3485174966679633
3298565,-0.4255529095466287,0.3612816842247488
3653828,-0.7514623377775486,0.14571499928809628
3875696,-0.7919468618051273,0.1447162851909391
7472384,-0.3358759773726874,0.2010330389614644
7479961,0.09098862557928325,0.17081817466442806
7485619,0.06701409989031369,0.14773373650964416
7488733,0.32977934915694374,-0.405211024468581
7569934,0.39019562308377514,0.3303706397968985
7708745,0.3706009341478063,0.3100043524448998
7714579,-0.2012999397926473,0.17361978301713074
7811563,-0.7060099196068184,0.3959590143891726
7820564,0.13135933171404332,0.07574318040226143
7820565,-0.0250690454247675,0.0100271033598044
7846080,-0.47879840666703727,0.15542586048828577
7850422,-0.36101139437514895,0.755977485467072
7864258,0.5175869080297771,-0.16419568151962782
7865775,0.5761298124393377,0.3469002234203084
7922456,0.17587866215362963,0.3307935954978486
7925790,-0.5262362264041789,0.24917547915504107
7935791,0.19769536707564828,0.23762792187167128
7953589,0.3131680992751683,0.0876548865921
8027764,-0.4772494375392362,-0.016169516893941117
8038933,0.44698915619631807,-0.3273701547879715
8207487,0.12235369389301447,0.050666838204585334
8232848,-0.5106104318662996,0.18140582537515887
8286936,0.2519561480695503,0.24049307087865032
8350282,-0.6154765558348311,0.10366311784876053
8405250,-0.6845179546232859,0.3610450882087991
8410148,0.019953950537345062,0.13005588460801137
8430100,-0.2328901748029728,0.11904403575513899
8430101,-0.015135339030064072,0.2628161973779133
8441008,0.05639441694617611,0.3099153107579386
8480815,-0.08573770119907748,-0.7315070428430428
8524452,0.12031380604800614,0.32853841558098584
8551361,0.052217220053357154,0.03358581200641111
8556839,0.5074740122491447,0.05138703193938198
8592204,-0.5858630468192698,-0.40415230902327803
8592206,-6.573057468633218e-05,0.5633559661766685
8595189,-0.42558650303788087,-0.01983600381432177
8606767,0.6504165737055633,0.11350591758565859
8606771,-0.613042065554568,0.5880338197081145
8624678,0.06056501348993709,0.05570104723799263
8628399,0.4025288909378314,0.14038546442227715
8642414,-0.21260322411219224,0.1998004480642577
8642416,0.32064192384717083,0.1512507758094484
8642418,0.4552190027930263,0.3014288248933868
8656296,0.45177875545994384,-0.04980699890559162
8670634,-0.23362754338989206,0.07926062748361822
8673502,0.09575794575867448,0.2657636122329905
8700204,0.1545378710193292,0.05735356910619971
8730806,-0.02377975136227631,0.08988707043808898
8738230,-0.4572367795703378,0.24515009304006694
8772633,-0.05768675211426521,-0.7200319319084362
8774879,-0.21865604473561845,-0.17928118286650713
8784221,-0.6470034081749209,0.3832668395485854
8784224,-0.4023700876398681,0.3855122679177874
8786445,-0.3053091022606056,0.5442331140098761
8790444,0.5191493307284154,-0.24114496727729254
8805334,-0.27827326683865045,0.7086873695323347
8805700,0.6369172339139592,0.227960287484711
8805836,-0.049677448723384164,0.6291010745974293
8813286,0.05853922471949103,0.6464393131163119
8815903,0.09112706715927187,0.07941017390089235
8822570,-0.39981036471993453,0.06687695344057636
8836245,-0.47370084010357616,-0.014670561321668782
8855347,0.3554905913301648,-0.29162508165018736
8864300,-0.04455811295423692,0.12451035408705995
8889766,-0.46857732996643475,0.31704006002251417
8893004,0.609428479336408,-0.16727794201443524
8896772,0.13478725746081832,-0.32607702321325555
8904757,0.23846154367399436,0.11166464014907622
8929174,0.06748495226086954,-0.7549097057211949
8931582,-0.31205378547122703,-0.2644747717144013
8931588,0.1552547344012381,0.18996703173891805
8938120,0.7378288717807826,-0.03686971569765213
8951412,-0.25774973177550575,0.2951753914239815
8952093,0.4967881591762374,0.28839833321575964
8957565,-0.4708033860017853,-0.350573173950285
8981399,0.30927397564138337,0.2643134709274067
8981469,-0.7105523244411452,0.4122084269211644
8988793,0.3695005752799491,0.030320766946437268
8989012,-0.5084441385285683,-0.0015059300222875819
9010014,-0.19764835451592247,-0.004798715598480932
9023428,-0.4259598504418664,0.45331110836057903
9023435,-0.2645802535110051,0.41728822852604314
9025115,0.28836563948871374,0.3596824286649199
9038283,0.6872594296026172,-0.005953988216652864
9038284,-0.41952432756346636,0.1086027972316619
9051780,0.6355151478123141,-0.07853578122705471
9054787,0.46597132866012675,0.08034122223612522
9055802,-0.5654380413725244,-0.3370152866049376
9065511,0.32041162552119845,0.4738676721420852
9080447,-0.304013173540391,0.0034056677090097067
9084599,-0.262906785868596,-0.04933737095881998
9084621,-0.19064441042620692,0.5098331804384953
9108115,0.3909938644315673,-0.747181903302672
