CLUSTER,TOKEN,R
1,reward,0.13657352019804492
1,anticipation,0.13374849117237378
1,arousal,0.12213496148540125
1,monitoring,0.11738881702781467
1,decision_making,0.11046858016273238
1,reward_processing,0.10420270529519492
1,valence,0.10106055092063
1,expectancy,0.0989374290390462
1,salience,0.09626669208937191
1,reaction_time,0.09562549444755769
1,cognitive_control,0.09471358466359604
1,reward_anticipation,0.09329779383408175
1,error_detection,0.09184822159592065
1,pain,0.08921194976632493
1,context,0.08590059103707094
1,strategy,0.08573172913200068
1,decision,0.08229486026373564
1,goal,0.08169379164541608
1,response_selection,0.0808624740522357
1,interoception,0.0778735540789492
1,retrieval,0.07653180141652531
1,cognitive_process,0.07569256650819609
1,memory,0.07515013331020176
1,performance_monitoring,0.07488982877233284
1,painful_stimulation,0.07488427496254642
2,face_perception,0.14674697717809004
2,recognition,0.14152466130563815
2,vision,0.1372274420057295
2,object_recognition,0.1314060369614841
2,familiarity,0.1299674863774396
2,retrieval,0.12321861709949337
2,visual_perception,0.12286075816625014
2,visual_attention,0.11605160618468426
2,visual_angle,0.11133076179494805
2,visual_object,0.11000131219114585
2,memory,0.10832699243232177
2,remembering,0.10793201532744401
2,picture,0.10715743871439525
2,covert,0.10700135074576692
2,visual_imagery,0.10677047397156804
2,eye,0.10634818561327887
2,word,0.10538289230324922
2,reading,0.10493369142306049
2,face,0.10313576999569986
2,shape,0.10108067790683906
2,encoding,0.0997113085906226
2,recognition_memory,0.09939954748210496
2,naming,0.09858436749614063
2,semantic_processing,0.09710531175711991
2,spatial_attention,0.09707108962291883
3,execution,0.1761929653165603
3,working_memory,0.14204414563012152
3,hand,0.14057409663298154
3,manipulation,0.1385686939750358
3,attention,0.1273724207756141
3,movement,0.1262179179609554
3,spatial_attention,0.1259022584402867
3,rehearsal,0.12436261205318586
3,action,0.12285734655327074
3,reaction_time,0.12128595265753599
3,covert,0.11899484971226745
3,strategy,0.11694482053213523
3,grasping,0.1160026698102288
3,monitoring,0.11521662876556617
3,representation,0.11359614136716842
3,response_selection,0.11011720513294587
3,mental_representation,0.10993501657954327
3,grasp,0.10982431090783962
3,planning,0.10823740237008009
3,goal,0.10645688027260854
3,preparation,0.10615353055092978
3,cognitive_process,0.1052847797813601
3,spatial_working_memory,0.10528144318470121
3,intention,0.10523544809440094
3,motor_planning,0.10391531206905077
4,memory,0.18403463581897547
4,declarative_memory,0.1657898984036621
4,episodic_memory,0.16008567432671386
4,recognition_memory,0.15425318074608843
4,remembering,0.14429908682592776
4,recognition,0.1340311538128353
4,encoding,0.13115135048914367
4,emotional_memory,0.1306136614043773
4,fear,0.12884053159815845
4,retrieval,0.12602834827217732
4,emotion,0.1243326904986338
4,recall,0.11638750386975151
4,picture,0.11548012086048937
4,episodic_simulation,0.1136172587534228
4,memory_process,0.11329909410174896
4,autobiographical_memory,0.11294285889645249
4,encoding_task,0.11263216763454671
4,spatial_memory,0.11073785402447081
4,cognitive_map,0.11011768015009529
4,source_memory,0.10959021774190914
4,familiarity,0.10693615452437066
4,face,0.10592914995724981
4,facial_expression,0.10523479880088506
4,valence,0.10491262904423385
4,forgetting,0.1001344125111338
5,reward,0.25687173822306236
5,reward_processing,0.20989016412024664
5,valence,0.2024575770100865
5,reward_anticipation,0.18547846553109776
5,emotion,0.18275381588754835
5,arousal,0.16868743521232926
5,fear,0.1637980631809391
5,anticipation,0.16006758250161407
5,salience,0.1332204881099245
5,decision_making,0.13197887226741922
5,negative_emotion,0.12826219526460916
5,reward_learning,0.1277112461127232
5,facial_expression,0.12449274382125433
5,anxiety,0.12223348649036146
5,extinction,0.12005340204160833
5,expectancy,0.11986176228495032
5,monetary_incentive_delay_task,0.11903976168023855
5,sadness,0.11799635123932024
5,taste,0.11676342169697496
5,emotion_regulation,0.11489769995030927
5,mood,0.11456744284050797
5,addiction,0.11284200612412625
5,disgust,0.10969708725110658
5,instrumental_conditioning,0.1068474973008482
5,international_affective_picture_system,0.10596059505541734
6,speech,0.2496459033136556
6,speech_processing,0.22060893470222387
6,language,0.21979118039309997
6,speech_perception,0.21933262742503176
6,listening,0.21641807722483897
6,hearing,0.21137441170470686
6,language_processing,0.2072041548247933
6,semantic_processing,0.17367201178528469
6,syllable,0.17253150239320056
6,language_comprehension,0.17163904344276165
6,word,0.16216957116040953
6,semantics,0.16165598854649538
6,sentence_processing,0.15477760892598105
6,speech_production,0.15140996372846666
6,prosody,0.14576714439657268
6,sentence_comprehension,0.14269232246339533
6,syntax,0.14163138490283556
6,passive_listening,0.13947432241876198
6,music,0.13627299046626973
6,meaning,0.133323739943778
6,auditory_perception,0.1324094897312969
6,tone,0.1321547601708073
6,phonology,0.1313493283604434
6,narrative,0.13048714755482227
6,intonation,0.12999503913776983
7,hearing,0.21462310672988735
7,speech,0.2037274196020657
7,listening,0.2030574610745203
7,speech_perception,0.1849409028704793
7,speech_processing,0.18040217813703474
7,tone,0.17265928318789983
7,music,0.1565268936025219
7,melody,0.1489370973041933
7,passive_listening,0.1462390601646811
7,auditory_perception,0.13864956385551763
7,speech_production,0.1304853576117495
7,audition,0.12839529565355862
7,syllable,0.1251865018118635
7,intonation,0.11404797105069601
7,prosody,0.11344879535395182
7,language,0.10991337513139958
7,pitch_discrimination,0.10925740975088646
7,painful_stimulation,0.10680996860173751
7,perception,0.10622959942521605
7,auditory_feedback,0.10601940834209626
7,pain,0.10272670195031997
7,multisensory,0.10145138725141083
7,noise,0.09813352128393356
7,articulation,0.0979262431564882
7,heat,0.09748837410855439
8,memory,0.19101348872835597
8,episodic_memory,0.1755215323102965
8,retrieval,0.16657886368724303
8,remembering,0.15527181955209546
8,recognition_memory,0.1544267727277519
8,recognition,0.1445097262478386
8,declarative_memory,0.14311961489525915
8,familiarity,0.13651468499284472
8,encoding,0.13642330909329742
8,semantic_memory,0.13347620240872585
8,recall,0.13044518120568147
8,source_memory,0.12347549566664556
8,picture,0.11947512488664987
8,semantic_knowledge,0.1182476297817411
8,autobiographical_memory,0.11666435749806718
8,encoding_task,0.11641867688849283
8,episodic_simulation,0.11481256302884187
8,semantic_processing,0.11462355479954839
8,word,0.11092739800809544
8,memory_process,0.1108012647210235
8,forgetting,0.10673734371039584
8,longterm_memory,0.10524938681782961
8,memory_retrieval,0.10293751212120526
8,semantic_information,0.10196328629383664
8,free_recall,0.10040242720347295
