CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,TITLE
1,face_perception,0.1952892724570756,0.63402397017074,PERCEPTION,Perception
1,face,0.1523941187624746,0.63402397017074,PERCEPTION,Perception
1,recognition,0.14743299106207547,0.63402397017074,PERCEPTION,Perception
1,perception,0.1292151867136339,0.63402397017074,PERCEPTION,Perception
1,face_recognition,0.12600299832492062,0.63402397017074,PERCEPTION,Perception
1,object_recognition,0.12474859174309387,0.63402397017074,PERCEPTION,Perception
1,familiarity,0.11208008521901974,0.63402397017074,PERCEPTION,Perception
2,hearing,0.2328340048679109,0.6564182869399969,HEARING,Hearing
2,speech,0.23055244114317186,0.6564182869399969,HEARING,Hearing
2,listening,0.22232723885293754,0.6564182869399969,HEARING,Hearing
2,speech_perception,0.2102408986017503,0.6564182869399969,HEARING,Hearing
2,speech_processing,0.2046522840331234,0.6564182869399969,HEARING,Hearing
3,emotion,0.20487029210124447,0.6607853579107879,EMOTION,Emotion
3,fear,0.2044214499179645,0.6607853579107879,EMOTION,Emotion
3,valence,0.17321209602451332,0.6607853579107879,EMOTION,Emotion
3,facial_expression,0.16950571172578827,0.6607853579107879,EMOTION,Emotion
3,arousal,0.15793439551947486,0.6607853579107879,EMOTION,Emotion
3,face,0.13906399962148855,0.6607853579107879,EMOTION,Emotion
3,emotional_memory,0.1378019355280692,0.6607853579107879,EMOTION,Emotion
3,negative_emotion,0.1348387912185036,0.6607853579107879,EMOTION,Emotion
3,anger,0.13319509073790545,0.6607853579107879,EMOTION,Emotion
3,emotional_expression,0.13206770271846285,0.6607853579107879,EMOTION,Emotion
3,memory,0.13001292641600065,0.6607853579107879,EMOTION,Emotion
3,international_affective_picture_system,0.1245253104902716,0.6607853579107879,EMOTION,Emotion
3,declarative_memory,0.1220623723166993,0.6607853579107879,EMOTION,Emotion
3,disgust,0.1219159691745379,0.6607853579107879,EMOTION,Emotion
3,picture,0.11787667229471376,0.6607853579107879,EMOTION,Emotion
3,extinction,0.11399498566619888,0.6607853579107879,EMOTION,Emotion
3,anxiety,0.1139195914969118,0.6607853579107879,EMOTION,Emotion
3,recognition_memory,0.11214453417127336,0.6607853579107879,EMOTION,Emotion
3,episodic_memory,0.10983281387540653,0.6607853579107879,EMOTION,Emotion
3,olfaction,0.10710118085219664,0.6607853579107879,EMOTION,Emotion
4,retrieval,0.14459059506814242,0.6237083199084994,COGNITION,Cognition
4,working_memory,0.13113734171247846,0.6237083199084994,COGNITION,Cognition
4,monitoring,0.13010082465840833,0.6237083199084994,COGNITION,Cognition
4,cognitive_process,0.12526830061805228,0.6237083199084994,COGNITION,Cognition
4,word,0.12402819535550486,0.6237083199084994,COGNITION,Cognition
4,reaction_time,0.1184789825048354,0.6237083199084994,COGNITION,Cognition
4,manipulation,0.11827291670589918,0.6237083199084994,COGNITION,Cognition
4,rehearsal,0.11604133093224114,0.6237083199084994,COGNITION,Cognition
4,memory,0.1124065574511666,0.6237083199084994,COGNITION,Cognition
4,semantic_processing,0.11059096874176597,0.6237083199084994,COGNITION,Cognition
4,remembering,0.11057593866000516,0.6237083199084994,COGNITION,Cognition
4,memory_retrieval,0.10925865594931994,0.6237083199084994,COGNITION,Cognition
4,cognitive,0.10468602351204563,0.6237083199084994,COGNITION,Cognition
4,goal,0.10333846013714136,0.6237083199084994,COGNITION,Cognition
4,cognitive_control,0.1030431365645607,0.6237083199084994,COGNITION,Cognition
4,strategy,0.10143696575377276,0.6237083199084994,COGNITION,Cognition
4,episodic_memory,0.10112249431163008,0.6237083199084994,COGNITION,Cognition
4,judgment,0.10056591484347176,0.6237083199084994,COGNITION,Cognition
4,response_selection,0.09834353751577056,0.6237083199084994,COGNITION,Cognition
4,cognition,0.0976659443213956,0.6237083199084994,COGNITION,Cognition
4,language,0.09688639629944057,0.6237083199084994,COGNITION,Cognition
4,meaning,0.09377015600356492,0.6237083199084994,COGNITION,Cognition
4,language_processing,0.09091306591417847,0.6237083199084994,COGNITION,Cognition
4,semantics,0.08906355118168087,0.6237083199084994,COGNITION,Cognition
5,arousal,0.12556605081788333,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,monitoring,0.11880659377006784,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,anticipation,0.10779712589184663,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,cognitive_control,0.10669374830795453,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,decision_making,0.10580149319710287,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,error_detection,0.1040212133368547,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,valence,0.0999094610360074,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,emotion,0.09574007514912694,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,pain,0.09497777650827556,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,reaction_time,0.09190211947598456,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,strategy,0.09174031776741398,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,salience,0.0910270608146098,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
5,interoception,0.09095390700680887,0.6007833634422748,COGNITIVE_PROCESS,Cognitive Process
