CLUSTER,TOKEN,R
1,reward,0.17838761620111795
1,anticipation,0.15332453050486544
1,reward_processing,0.13786456445239018
1,arousal,0.13300117731417407
1,decision_making,0.12847161312829314
1,reward_anticipation,0.124427277612613
1,valence,0.11711094402795488
1,expectancy,0.11291242345185167
1,monitoring,0.1106862963684806
1,salience,0.11068163378404691
1,monetary_incentive_delay_task,0.09217214866449268
1,pain,0.09209803779529684
1,decision,0.08830485676876826
1,error_detection,0.08708694824002121
1,cognitive_control,0.0854920652794245
1,feedback,0.08547501034224043
1,emotion,0.0835415088219676
1,context,0.08345802655712585
1,instrumental_conditioning,0.08292637837534916
1,goal,0.08245374137333425
1,reaction_time,0.0822487993769676
1,reward_learning,0.0819041961442357
1,strategy,0.07996829070868801
1,taste,0.07900318629961191
1,reinforcement_learning,0.07814764884564915
2,face_perception,0.15232330495648075
2,recognition,0.1510042395154258
2,familiarity,0.1406488539963561
2,object_recognition,0.13782540347091582
2,vision,0.13760625649109057
2,retrieval,0.1331138690470823
2,visual_perception,0.12299606169733926
2,word,0.11879587385210817
2,picture,0.11812975272734812
2,memory,0.1180296875909164
2,visual_object,0.11606258327637255
2,remembering,0.11582726505715363
2,visual_attention,0.11295872141232993
2,reading,0.11187329510476993
2,visual_angle,0.11096998046640287
2,semantic_processing,0.11080387079366759
2,face,0.10993549832173528
2,recognition_memory,0.10939349024173964
2,naming,0.10876690357373503
2,visual_imagery,0.10659938630699664
2,encoding,0.10611847972836841
2,covert,0.10256641185992861
2,shape,0.10203645092999236
2,face_recognition,0.10156281589243085
2,judgment,0.10121589733500087
3,execution,0.1730111508126962
3,working_memory,0.14338323781512216
3,manipulation,0.13939153446012836
3,hand,0.13714059143584545
3,rehearsal,0.12707269377321942
3,movement,0.12360562657766067
3,reaction_time,0.12287693406243055
3,attention,0.12255903768418776
3,action,0.12131829021979074
3,covert,0.11914184128048479
3,spatial_attention,0.11899472522022038
3,strategy,0.11838078865070616
3,monitoring,0.11471568009410153
3,grasping,0.11251507776185009
3,representation,0.11235831888383177
3,response_selection,0.10867820778894091
3,mental_representation,0.10779213880523893
3,grasp,0.10715929461077307
3,planning,0.10705326408761985
3,cognitive_process,0.10641790054921547
3,goal,0.10577009200134413
3,preparation,0.10389460978431929
3,spatial_working_memory,0.10366120252717527
3,intention,0.10358623344491384
3,imagination,0.10343789945431202
4,memory,0.1990035398673139
4,episodic_memory,0.17462108238177626
4,declarative_memory,0.1729327776044222
4,recognition_memory,0.16234951733932074
4,remembering,0.1578126509299539
4,emotion,0.15773326557977263
4,fear,0.15327016779785746
4,recognition,0.14406646706798507
4,emotional_memory,0.14370308821747724
4,encoding,0.1408671254903164
4,retrieval,0.13705284277121096
4,valence,0.13510118121689588
4,facial_expression,0.1337930890931277
4,picture,0.13213319387229075
4,recall,0.13144561636374336
4,autobiographical_memory,0.12697871267482008
4,face,0.126104385764113
4,memory_process,0.12483576939955779
4,source_memory,0.12262126553362677
4,encoding_task,0.12035497847213801
4,arousal,0.11983040121393715
4,episodic_simulation,0.1197854440005025
4,familiarity,0.11594038520212682
4,emotional_expression,0.11019157395559723
4,forgetting,0.1101896219814708
5,speech,0.24905998012189903
5,hearing,0.2389018541545659
5,listening,0.23350221216111836
5,speech_perception,0.22277654844528127
5,speech_processing,0.22033783814597477
5,tone,0.17495802503009789
5,language,0.1730764782790846
5,music,0.16609967556831207
5,syllable,0.1617423907267717
5,passive_listening,0.16071214105046513
5,language_processing,0.1580191955456942
5,speech_production,0.15566107628785686
5,melody,0.1539502943839346
5,auditory_perception,0.1524504709770138
5,prosody,0.1417619145996649
5,intonation,0.1349872909064985
5,audition,0.128287336405224
5,pitch_discrimination,0.1250606431109785
5,language_comprehension,0.12373352748341429
5,articulation,0.11620870062102229
5,semantic_processing,0.1139847433118747
5,word,0.11355400594776469
5,phonetics,0.11192134430404538
5,syntax,0.11000792519791851
5,semantics,0.10786926021808234
