CLUSTER,TOKEN,R,ROC_AUC
1,manipulation,0.15477466585760022,0.5419567952728753
1,working_memory,0.15278995835281636,0.5419567952728753
1,reaction_time,0.13928698145005455,0.5419567952728753
1,execution,0.1286882193382798,0.5419567952728753
1,attention,0.1274788310579508,0.5419567952728753
1,cognitive_process,0.1268153295489739,0.5419567952728753
1,rehearsal,0.12604646273014986,0.5419567952728753
1,retrieval,0.12581588288972914,0.5419567952728753
1,strategy,0.12287224559750408,0.5419567952728753
1,covert,0.12250820798815007,0.5419567952728753
1,action,0.11864387574989625,0.5419567952728753
1,spatial_attention,0.1176173667822705,0.5419567952728753
1,goal,0.11747539132683772,0.5419567952728753
1,representation,0.11194551077935673,0.5419567952728753
1,intention,0.11031642115293877,0.5419567952728753
1,language,0.10989781367038194,0.5419567952728753
1,monitoring,0.10937386813162872,0.5419567952728753
1,word,0.10769672301059853,0.5419567952728753
1,mental_representation,0.10737263347306712,0.5419567952728753
1,response_selection,0.10596057903366787,0.5419567952728753
1,judgment,0.10458009627852416,0.5419567952728753
1,meaning,0.1026179969059018,0.5419567952728753
1,grasping,0.10236804286166733,0.5419567952728753
1,memory,0.1018085664859754,0.5419567952728753
2,emotion,0.1090685393019118,0.5011789276464699
2,theory_mind,0.10177451673137204,0.5011789276464699
2,semantic_processing,0.0976577718113396,0.5011789276464699
2,semantic_memory,0.09482318220378792,0.5011789276464699
2,semantic_knowledge,0.09223808648474373,0.5011789276464699
2,autobiographical_memory,0.09094648240197988,0.5011789276464699
2,language,0.08990535148955799,0.5011789276464699
2,empathy,0.08599496051397124,0.5011789276464699
2,semantic_information,0.08127762627096037,0.5011789276464699
2,memory,0.08121887083620485,0.5011789276464699
2,language_processing,0.08057134627311327,0.5011789276464699
2,narrative,0.08051798194684462,0.5011789276464699
2,prospection,0.07844101742551521,0.5011789276464699
2,social_cognition,0.07828539306263671,0.5011789276464699
2,imageability,0.07738010497251745,0.5011789276464699
2,valence,0.07735306787882437,0.5011789276464699
2,episodic_simulation,0.0768741974206697,0.5011789276464699
2,meaning,0.07669316613866535,0.5011789276464699
3,monitoring,0.13918278131926934,0.5255313248999356
3,cognitive_control,0.1205611638974149,0.5255313248999356
3,arousal,0.111862818874295,0.5255313248999356
3,reaction_time,0.11143502833901273,0.5255313248999356
3,decision_making,0.10880637579255152,0.5255313248999356
3,error_detection,0.10866832143357114,0.5255313248999356
3,anticipation,0.10434914295921076,0.5255313248999356
3,response_selection,0.1040238490516328,0.5255313248999356
3,cognitive_process,0.10098385893896718,0.5255313248999356
3,working_memory,0.10094227504242632,0.5255313248999356
3,strategy,0.10030961386695612,0.5255313248999356
3,cognitive,0.09513852447717107,0.5255313248999356
3,manipulation,0.09268319968289992,0.5255313248999356
3,goal,0.08909354475917007,0.5255313248999356
3,task_set,0.08829730854826183,0.5255313248999356
3,reward,0.08790952795880294,0.5255313248999356
3,decision,0.08777742894345676,0.5255313248999356
3,performance_monitoring,0.08605124177848321,0.5255313248999356
3,response_inhibition,0.0846696846541969,0.5255313248999356
3,executive_function,0.08466481562374782,0.5255313248999356
3,salience,0.08423774831607854,0.5255313248999356
3,valence,0.08423757232099527,0.5255313248999356
3,pain,0.08399749753227084,0.5255313248999356
4,face_perception,0.17627983420310914,0.528491182182507
4,word,0.16968936154174447,0.528491182182507
4,recognition,0.1691041237224801,0.528491182182507
4,semantic_processing,0.16501267280590404,0.528491182182507
4,familiarity,0.15929130490527574,0.528491182182507
4,reading,0.15582822810176605,0.528491182182507
4,naming,0.15530800819368792,0.528491182182507
4,object_recognition,0.1550414993815422,0.528491182182507
4,retrieval,0.1383019840551675,0.528491182182507
4,pseudowords,0.13540194462352978,0.528491182182507
4,semantics,0.13526401213470074,0.528491182182507
4,language,0.13476921706098127,0.528491182182507
