CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,TITLE
1,memory,0.12944590297829284,0.6006364746151751,MEMORY,Memory
1,episodic_memory,0.11123777318949776,0.6006364746151751,MEMORY,Memory
1,recognition_memory,0.1107752813163383,0.6006364746151751,MEMORY,Memory
1,recognition,0.10801303964595152,0.6006364746151751,MEMORY,Memory
1,declarative_memory,0.10512538290331276,0.6006364746151751,MEMORY,Memory
1,remembering,0.10111847406874873,0.6006364746151751,MEMORY,Memory
1,retrieval,0.09657887338508377,0.6006364746151751,MEMORY,Memory
1,face_perception,0.09032013171408344,0.6006364746151751,MEMORY,Memory
1,familiarity,0.0880780740813154,0.6006364746151751,MEMORY,Memory
1,episodic_simulation,0.0879129495481139,0.6006364746151751,MEMORY,Memory
2,arousal,0.1266862992285578,0.5904718712702731,COGNITIVE_PROCESS,Cognitive Process
2,monitoring,0.12430663813890948,0.5904718712702731,COGNITIVE_PROCESS,Cognitive Process
2,anticipation,0.1107861449420812,0.5904718712702731,COGNITIVE_PROCESS,Cognitive Process
2,decision_making,0.10242807492366564,0.5904718712702731,COGNITIVE_PROCESS,Cognitive Process
2,cognitive_control,0.10139422375563104,0.5904718712702731,COGNITIVE_PROCESS,Cognitive Process
2,valence,0.100160364764337,0.5904718712702731,COGNITIVE_PROCESS,Cognitive Process
2,error_detection,0.09710197904892673,0.5904718712702731,COGNITIVE_PROCESS,Cognitive Process
2,reaction_time,0.0968643645019673,0.5904718712702731,COGNITIVE_PROCESS,Cognitive Process
2,pain,0.09352082603336556,0.5904718712702731,COGNITIVE_PROCESS,Cognitive Process
2,cognitive_process,0.09274224914757644,0.5904718712702731,COGNITIVE_PROCESS,Cognitive Process
3,speech,0.25776085720048864,0.6634109694630843,LANGUAGE,Language
3,speech_perception,0.2329638258000909,0.6634109694630843,LANGUAGE,Language
3,speech_processing,0.2310266550537625,0.6634109694630843,LANGUAGE,Language
3,listening,0.2272661236455767,0.6634109694630843,LANGUAGE,Language
3,hearing,0.2257490624747325,0.6634109694630843,LANGUAGE,Language
3,language,0.21647919807151456,0.6634109694630843,LANGUAGE,Language
3,language_processing,0.202304197765566,0.6634109694630843,LANGUAGE,Language
3,syllable,0.17775747590720525,0.6634109694630843,LANGUAGE,Language
3,language_comprehension,0.16573302226425968,0.6634109694630843,LANGUAGE,Language
3,semantic_processing,0.1649399191373461,0.6634109694630843,LANGUAGE,Language
4,face_perception,0.1629278882836627,0.6255516314743472,VISION,Vision
4,vision,0.14097959921892414,0.6255516314743472,VISION,Vision
4,recognition,0.13384409089387148,0.6255516314743472,VISION,Vision
4,visual_attention,0.13281291258173006,0.6255516314743472,VISION,Vision
4,object_recognition,0.12922319450325145,0.6255516314743472,VISION,Vision
5,memory,0.20674548567959086,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,episodic_memory,0.20411276375363985,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,remembering,0.1746106866839185,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,retrieval,0.16658542920274227,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,autobiographical_memory,0.15851080979566762,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,declarative_memory,0.14876155176502406,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,encoding,0.14868247263980916,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,recognition_memory,0.14681740607525262,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,recall,0.14297460541216608,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,memory_retrieval,0.13520332669854912,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,source_memory,0.13011786844712148,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,episodic_simulation,0.12726010338288826,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,memory_process,0.12424965393468232,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,encoding_task,0.12395383210523235,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,spatial_memory,0.11533801018324558,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
5,prospection,0.10885723878955156,0.6245699210077236,EPISODIC_MEMORY,Episodic Memory
6,execution,0.18848790254936207,0.6153628570948715,MANIPULATION,Manipulation
6,hand,0.1589993789486645,0.6153628570948715,MANIPULATION,Manipulation
6,working_memory,0.14968211326071926,0.6153628570948715,MANIPULATION,Manipulation
6,movement,0.14097624331071254,0.6153628570948715,MANIPULATION,Manipulation
6,manipulation,0.14060624118576798,0.6153628570948715,MANIPULATION,Manipulation
6,rehearsal,0.1322700259644782,0.6153628570948715,MANIPULATION,Manipulation
6,action,0.12936752734153953,0.6153628570948715,MANIPULATION,Manipulation
6,grasping,0.12305725004791755,0.6153628570948715,MANIPULATION,Manipulation
6,attention,0.1223814279434456,0.6153628570948715,MANIPULATION,Manipulation
6,reaction_time,0.12060019671754615,0.6153628570948715,MANIPULATION,Manipulation
6,spatial_attention,0.11943452620220832,0.6153628570948715,MANIPULATION,Manipulation
6,representation,0.11899423404624912,0.6153628570948715,MANIPULATION,Manipulation
7,reward,0.2256725914701481,0.6165472893639974,REWARD,Reward
7,reward_processing,0.1820656856139337,0.6165472893639974,REWARD,Reward
7,reward_anticipation,0.1728504124286894,0.6165472893639974,REWARD,Reward
7,anticipation,0.16104520382852233,0.6165472893639974,REWARD,Reward
7,monetary_incentive_delay_task,0.15996740614699914,0.6165472893639974,REWARD,Reward
7,instrumental_conditioning,0.12591869240809425,0.6165472893639974,REWARD,Reward
7,feedback,0.12126281561889535,0.6165472893639974,REWARD,Reward
7,reinforcement_learning,0.11564998477167154,0.6165472893639974,REWARD,Reward
7,reward_learning,0.10298048508392932,0.6165472893639974,REWARD,Reward
7,expectancy,0.10242787364724527,0.6165472893639974,REWARD,Reward
7,habit_learning,0.09320465327475866,0.6165472893639974,REWARD,Reward
7,loss_anticipation,0.08946908350836337,0.6165472893639974,REWARD,Reward
8,motor_control,0.13409126458258294,0.5778330392073023,EXECUTION,Execution
8,movement,0.11246531448298708,0.5778330392073023,EXECUTION,Execution
8,motor_learning,0.11132113642537923,0.5778330392073023,EXECUTION,Execution
8,execution,0.11011500264725564,0.5778330392073023,EXECUTION,Execution
8,coordination,0.08957903886763276,0.5778330392073023,EXECUTION,Execution
8,motor_sequence_learning,0.08209866426220941,0.5778330392073023,EXECUTION,Execution
