CLUSTER,TOKEN,R,ROC_AUC
1,face_perception,0.1952892724570756,0.6305602425084151
1,face,0.1523941187624746,0.6305602425084151
1,recognition,0.14743299106207547,0.6305602425084151
1,perception,0.1292151867136339,0.6305602425084151
1,face_recognition,0.12600299832492062,0.6305602425084151
2,hearing,0.2328340048679109,0.6404767253624328
2,speech,0.23055244114317186,0.6404767253624328
2,listening,0.22232723885293754,0.6404767253624328
2,speech_perception,0.2102408986017503,0.6404767253624328
2,speech_processing,0.2046522840331234,0.6404767253624328
2,tone,0.17939996944292635,0.6404767253624328
2,music,0.1660673656651167,0.6404767253624328
2,passive_listening,0.15769375251814458,0.6404767253624328
2,melody,0.1564260403172728,0.6404767253624328
2,auditory_perception,0.1495420748702065,0.6404767253624328
2,speech_production,0.1466428107500538,0.6404767253624328
2,syllable,0.14594497837769854,0.6404767253624328
2,language,0.14124522257443234,0.6404767253624328
2,audition,0.13465705214199186,0.6404767253624328
2,prosody,0.12876751749411688,0.6404767253624328
3,emotion,0.20487029210124452,0.650096665594957
3,fear,0.20442144991796454,0.650096665594957
3,valence,0.17321209602451332,0.650096665594957
3,facial_expression,0.16950571172578827,0.650096665594957
3,arousal,0.15793439551947486,0.650096665594957
3,face,0.13906399962148855,0.650096665594957
3,emotional_memory,0.1378019355280692,0.650096665594957
3,negative_emotion,0.1348387912185036,0.650096665594957
3,anger,0.13319509073790545,0.650096665594957
3,emotional_expression,0.13206770271846285,0.650096665594957
3,memory,0.13001292641600065,0.650096665594957
3,international_affective_picture_system,0.1245253104902716,0.650096665594957
3,declarative_memory,0.1220623723166993,0.650096665594957
4,retrieval,0.14459059506814242,0.6113666086127305
4,working_memory,0.13113734171247846,0.6113666086127305
4,monitoring,0.13010082465840833,0.6113666086127305
4,cognitive_process,0.12526830061805228,0.6113666086127305
4,word,0.12402819535550486,0.6113666086127305
4,reaction_time,0.1184789825048354,0.6113666086127305
4,manipulation,0.11827291670589918,0.6113666086127305
4,rehearsal,0.11604133093224114,0.6113666086127305
4,memory,0.1124065574511666,0.6113666086127305
4,semantic_processing,0.11059096874176597,0.6113666086127305
4,remembering,0.11057593866000516,0.6113666086127305
5,arousal,0.12556605081788333,0.5908966659317186
5,monitoring,0.11880659377006784,0.5908966659317186
5,anticipation,0.10779712589184663,0.5908966659317186
5,cognitive_control,0.10669374830795453,0.5908966659317186
5,decision_making,0.10580149319710287,0.5908966659317186
5,error_detection,0.1040212133368547,0.5908966659317186
5,valence,0.0999094610360074,0.5908966659317186
5,emotion,0.09574007514912694,0.5908966659317186
5,pain,0.09497777650827556,0.5908966659317186
5,reaction_time,0.09190211947598456,0.5908966659317186
5,strategy,0.09174031776741398,0.5908966659317186
5,salience,0.0910270608146098,0.5908966659317186
5,interoception,0.09095390700680887,0.5908966659317186
6,fear,0.20515511540020964,0.6556372156736232
6,emotion,0.20420989954666532,0.6556372156736232
6,facial_expression,0.17879187283530798,0.6556372156736232
6,valence,0.17478401002134625,0.6556372156736232
6,memory,0.16023890362203033,0.6556372156736232
6,arousal,0.1580262290379405,0.6556372156736232
6,declarative_memory,0.14695796954821252,0.6556372156736232
6,emotional_memory,0.14623005907638867,0.6556372156736232
6,face,0.14474913011297566,0.6556372156736232
6,episodic_memory,0.1338193256125459,0.6556372156736232
7,reward,0.22567259147014815,0.617234536828853
7,reward_processing,0.18206568561393371,0.617234536828853
7,reward_anticipation,0.1728504124286894,0.617234536828853
7,anticipation,0.16104520382852233,0.617234536828853
7,monetary_incentive_delay_task,0.15996740614699914,0.617234536828853
7,instrumental_conditioning,0.12591869240809425,0.617234536828853
7,feedback,0.12126281561889535,0.617234536828853
7,reinforcement_learning,0.11564998477167154,0.617234536828853
7,reward_learning,0.10298048508392932,0.617234536828853
7,expectancy,0.10242787364724527,0.617234536828853
7,habit_learning,0.09320465327475866,0.617234536828853
8,face_perception,0.16278426319077638,0.639149688826752
8,vision,0.1608654220838665,0.639149688826752
8,object_recognition,0.1571649311803368,0.639149688826752
8,recognition,0.1459598994107018,0.639149688826752
8,reading,0.13968532954838547,0.639149688826752
8,familiarity,0.13450220504703134,0.639149688826752
8,word,0.13375386395456912,0.639149688826752
8,visual_perception,0.1331641630372095,0.639149688826752
8,visual_angle,0.1322963261085458,0.639149688826752
8,visual_object,0.13136504721719222,0.639149688826752
8,visual_attention,0.129841686725202,0.639149688826752
9,motor_control,0.07735375232897204,0.5733375437160069
9,movement,0.06883137024428759,0.5733375437160069
9,tapping_task,0.06668756273398155,0.5733375437160069
9,motor_learning,0.06276395553646212,0.5733375437160069
9,coordination,0.06178221443183408,0.5733375437160069
10,reward,0.3105462160248609,0.6451163733928156
10,reward_anticipation,0.2654069207375791,0.6451163733928156
10,reward_processing,0.2478080865906733,0.6451163733928156
10,monetary_incentive_delay_task,0.20482501621764654,0.6451163733928156
10,anticipation,0.17806089858652324,0.6451163733928156
10,reward_learning,0.16454530185751345,0.6451163733928156
10,instrumental_conditioning,0.15660092576282625,0.6451163733928156
10,reinforcement_learning,0.1436550485145483,0.6451163733928156
10,loss_anticipation,0.1403492061734212,0.6451163733928156
11,motor_control,0.13077711127488295,0.5752451960061893
11,execution,0.10841246020567984,0.5752451960061893
11,movement,0.10790496846609066,0.5752451960061893
11,motor_learning,0.10620361069905898,0.5752451960061893
11,coordination,0.08448838995367725,0.5752451960061893
11,motor_sequence_learning,0.07919844008567509,0.5752451960061893
12,memory,0.1106207124172162,0.5700929098085886
12,remembering,0.10787501322645572,0.5700929098085886
12,visual_imagery,0.1031522330128812,0.5700929098085886
12,retrieval,0.10101030949270152,0.5700929098085886
12,episodic_memory,0.10023611071443034,0.5700929098085886
13,memory,0.15381673462644654,0.6054369226003792
