CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,TITLE
1,speech,0.2532042755720654,0.6621426772968756,LANGUAGE,Language
1,speech_processing,0.2256198801950435,0.6621426772968756,LANGUAGE,Language
1,speech_perception,0.22547691935676906,0.6621426772968756,LANGUAGE,Language
1,listening,0.22260351573656484,0.6621426772968756,LANGUAGE,Language
1,hearing,0.21892255367899568,0.6621426772968756,LANGUAGE,Language
1,language,0.2158373778797189,0.6621426772968756,LANGUAGE,Language
1,language_processing,0.20314569979951805,0.6621426772968756,LANGUAGE,Language
1,syllable,0.17546769167791554,0.6621426772968756,LANGUAGE,Language
1,semantic_processing,0.16751737143981854,0.6621426772968756,LANGUAGE,Language
1,language_comprehension,0.16477711805659054,0.6621426772968756,LANGUAGE,Language
2,face_perception,0.1843940033571909,0.6516138558026597,VISION,Vision
2,recognition,0.16921605515222388,0.6516138558026597,VISION,Vision
2,object_recognition,0.15806990881026978,0.6516138558026597,VISION,Vision
2,familiarity,0.15413723803070778,0.6516138558026597,VISION,Vision
2,vision,0.14683722935203508,0.6516138558026597,VISION,Vision
2,face,0.13965177845460186,0.6516138558026597,VISION,Vision
2,picture,0.13497671492184102,0.6516138558026597,VISION,Vision
2,visual_object,0.1339483308128174,0.6516138558026597,VISION,Vision
2,retrieval,0.13072407925966728,0.6516138558026597,VISION,Vision
2,face_recognition,0.13007513800756831,0.6516138558026597,VISION,Vision
2,visual_perception,0.1284515276206478,0.6516138558026597,VISION,Vision
2,word,0.1279110387020172,0.6516138558026597,VISION,Vision
2,semantic_processing,0.12540853113623776,0.6516138558026597,VISION,Vision
2,reading,0.12415994329889946,0.6516138558026597,VISION,Vision
2,naming,0.12334978036341535,0.6516138558026597,VISION,Vision
2,visual_angle,0.11930974396269604,0.6516138558026597,VISION,Vision
3,monitoring,0.13577043021452911,0.6080464002093747,COGNITION,Cognition
3,cognitive_control,0.1208251318340154,0.6080464002093747,COGNITION,Cognition
3,arousal,0.11845781548872585,0.6080464002093747,COGNITION,Cognition
3,decision_making,0.11232327775942727,0.6080464002093747,COGNITION,Cognition
3,reaction_time,0.10981917621266607,0.6080464002093747,COGNITION,Cognition
3,error_detection,0.10844406103906253,0.6080464002093747,COGNITION,Cognition
3,cognitive_process,0.1076972303690976,0.6080464002093747,COGNITION,Cognition
3,response_selection,0.1021487422154358,0.6080464002093747,COGNITION,Cognition
3,working_memory,0.1007797815922516,0.6080464002093747,COGNITION,Cognition
3,anticipation,0.10076446501581696,0.6080464002093747,COGNITION,Cognition
3,valence,0.10057488667517818,0.6080464002093747,COGNITION,Cognition
3,strategy,0.0998535596944515,0.6080464002093747,COGNITION,Cognition
3,cognitive,0.09853601131909034,0.6080464002093747,COGNITION,Cognition
3,manipulation,0.0944900224928684,0.6080464002093747,COGNITION,Cognition
3,context,0.0941308489916854,0.6080464002093747,COGNITION,Cognition
3,decision,0.08951425568553659,0.6080464002093747,COGNITION,Cognition
3,goal,0.08897619807008514,0.6080464002093747,COGNITION,Cognition
3,task_set,0.08827999837000883,0.6080464002093747,COGNITION,Cognition
3,retrieval,0.08784365428073722,0.6080464002093747,COGNITION,Cognition
3,reward,0.08677988980334095,0.6080464002093747,COGNITION,Cognition
3,salience,0.08676502724152531,0.6080464002093747,COGNITION,Cognition
