CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,TITLE
1,hearing,0.22153781544374807,0.6503615565302401,HEARING,Hearing
1,speech,0.2120634128324164,0.6503615565302401,HEARING,Hearing
1,listening,0.21053877519925807,0.6503615565302401,HEARING,Hearing
1,speech_perception,0.19324091389533465,0.6503615565302401,HEARING,Hearing
1,speech_processing,0.18775192697094284,0.6503615565302401,HEARING,Hearing
2,reward,0.2573791447573881,0.6341812542464204,REWARD,Reward
2,reward_processing,0.20399459147722826,0.6341812542464204,REWARD,Reward
2,reward_anticipation,0.1924333222706341,0.6341812542464204,REWARD,Reward
2,anticipation,0.18468106975310072,0.6341812542464204,REWARD,Reward
2,monetary_incentive_delay_task,0.15819739571296204,0.6341812542464204,REWARD,Reward
2,reward_learning,0.12406205369967747,0.6341812542464204,REWARD,Reward
3,face_perception,0.1895633181527097,0.6564803477381673,VISION,Vision
3,recognition,0.17485622401099155,0.6564803477381673,VISION,Vision
3,familiarity,0.1597502138712482,0.6564803477381673,VISION,Vision
3,object_recognition,0.15666737349959414,0.6564803477381673,VISION,Vision
3,word,0.15060441518046108,0.6564803477381673,VISION,Vision
3,semantic_processing,0.15059157930143507,0.6564803477381673,VISION,Vision
3,reading,0.14104802124577973,0.6564803477381673,VISION,Vision
3,face,0.14024524479836128,0.6564803477381673,VISION,Vision
3,naming,0.13963767535748942,0.6564803477381673,VISION,Vision
3,vision,0.13620809726764535,0.6564803477381673,VISION,Vision
3,picture,0.13574251815446786,0.6564803477381673,VISION,Vision
3,face_recognition,0.13348903038805854,0.6564803477381673,VISION,Vision
3,retrieval,0.13296229049438776,0.6564803477381673,VISION,Vision
3,visual_object,0.1294438149274793,0.6564803477381673,VISION,Vision
3,semantics,0.12297945479240373,0.6564803477381673,VISION,Vision
3,language,0.12196091584212294,0.6564803477381673,VISION,Vision
3,pseudowords,0.12151447964761053,0.6564803477381673,VISION,Vision
3,visual_perception,0.12008145057979505,0.6564803477381673,VISION,Vision
3,meaning,0.1195216168446436,0.6564803477381673,VISION,Vision
3,visual_word_recognition,0.11818830473926994,0.6564803477381673,VISION,Vision
3,phonology,0.1175937192262651,0.6564803477381673,VISION,Vision
3,perception,0.11693316741836582,0.6564803477381673,VISION,Vision
3,semantic_information,0.1164751187622228,0.6564803477381673,VISION,Vision
3,repetition_priming,0.11595313306403685,0.6564803477381673,VISION,Vision
3,object_perception,0.11563820716601332,0.6564803477381673,VISION,Vision
4,execution,0.179016396728579,0.6247654897740853,MANIPULATION,Manipulation
4,hand,0.15940840645533744,0.6247654897740853,MANIPULATION,Manipulation
4,spatial_attention,0.13991491731407518,0.6247654897740853,MANIPULATION,Manipulation
4,movement,0.1394967334399522,0.6247654897740853,MANIPULATION,Manipulation
4,grasping,0.13462665407292432,0.6247654897740853,MANIPULATION,Manipulation
4,attention,0.1335890285064278,0.6247654897740853,MANIPULATION,Manipulation
4,manipulation,0.12956392222180968,0.6247654897740853,MANIPULATION,Manipulation
4,representation,0.1285089533902343,0.6247654897740853,MANIPULATION,Manipulation
4,action,0.12558222313824166,0.6247654897740853,MANIPULATION,Manipulation
4,grasp,0.12212085341954555,0.6247654897740853,MANIPULATION,Manipulation
4,working_memory,0.12191394597367634,0.6247654897740853,MANIPULATION,Manipulation
4,covert,0.11346135802559244,0.6247654897740853,MANIPULATION,Manipulation
4,rehearsal,0.11313208085413468,0.6247654897740853,MANIPULATION,Manipulation
4,mental_representation,0.11187378592324004,0.6247654897740853,MANIPULATION,Manipulation
4,eye,0.1085002802405554,0.6247654897740853,MANIPULATION,Manipulation
4,visual_attention,0.10766871153035773,0.6247654897740853,MANIPULATION,Manipulation
5,memory,0.19940221309383416,0.6561322526151872,MEMORY,Memory
5,declarative_memory,0.17545991764536126,0.6561322526151872,MEMORY,Memory
5,episodic_memory,0.1727807584394878,0.6561322526151872,MEMORY,Memory
5,recognition_memory,0.16277969181315988,0.6561322526151872,MEMORY,Memory
5,emotion,0.16058508212022354,0.6561322526151872,MEMORY,Memory
5,fear,0.15971439875242766,0.6561322526151872,MEMORY,Memory
5,remembering,0.15746104936510635,0.6561322526151872,MEMORY,Memory
5,emotional_memory,0.14693522384960614,0.6561322526151872,MEMORY,Memory
5,recognition,0.1453199319656048,0.6561322526151872,MEMORY,Memory
5,encoding,0.1426429454696121,0.6561322526151872,MEMORY,Memory
5,facial_expression,0.13797479205915136,0.6561322526151872,MEMORY,Memory
5,valence,0.13726357930747668,0.6561322526151872,MEMORY,Memory
5,retrieval,0.1348374343951383,0.6561322526151872,MEMORY,Memory
5,picture,0.1333225059658052,0.6561322526151872,MEMORY,Memory
5,recall,0.13102244685610948,0.6561322526151872,MEMORY,Memory
5,face,0.13045341470782607,0.6561322526151872,MEMORY,Memory
5,memory_process,0.12585623153327585,0.6561322526151872,MEMORY,Memory
5,autobiographical_memory,0.12395634051819955,0.6561322526151872,MEMORY,Memory
5,arousal,0.1236557043896802,0.6561322526151872,MEMORY,Memory
5,source_memory,0.12168846552047775,0.6561322526151872,MEMORY,Memory
5,encoding_task,0.12069607171877696,0.6561322526151872,MEMORY,Memory
5,episodic_simulation,0.11725569619764972,0.6561322526151872,MEMORY,Memory
6,monitoring,0.1423061769058463,0.6147160185824332,COGNITION,Cognition
6,cognitive_control,0.1273257800747018,0.6147160185824332,COGNITION,Cognition
6,working_memory,0.12604484891059609,0.6147160185824332,COGNITION,Cognition
