CLUSTER,TOKEN,R,ROC_AUC
1,hand,0.20819235590061894,0.6228857855531504
1,execution,0.1989466537577336,0.6228857855531504
1,movement,0.19134573360289092,0.6228857855531504
1,arm,0.1483557625428416,0.6228857855531504
1,motor_control,0.14816844697204112,0.6228857855531504
1,grasping,0.13981884450700724,0.6228857855531504
2,execution,0.17680927578391706,0.6048508175067205
2,working_memory,0.146548711391695,0.6048508175067205
2,movement,0.13135706223859486,0.6048508175067205
2,hand,0.12827330006889248,0.6048508175067205
2,motor_control,0.1167802452017532,0.6048508175067205
2,reaction_time,0.11576507741201113,0.6048508175067205
2,response_selection,0.11476362291173693,0.6048508175067205
3,speech,0.2043179823248374,0.6251083821407781
3,speech_processing,0.18100478905572187,0.6251083821407781
3,listening,0.1762296607638652,0.6251083821407781
3,language,0.17419854089884654,0.6251083821407781
3,speech_perception,0.17264371633373732,0.6251083821407781
4,reward,0.14364260206352394,0.5819516246024865
4,reward_processing,0.11394488756537545,0.5819516246024865
4,reward_anticipation,0.09979816838067747,0.5819516246024865
4,anticipation,0.09240521143829786,0.5819516246024865
4,decision_making,0.07816999000746078,0.5819516246024865
4,valence,0.07694963109704092,0.5819516246024865
4,intertemporal_choice,0.07026884843284151,0.5819516246024865
4,instrumental_conditioning,0.0695589069983038,0.5819516246024865
4,taste,0.06704385806557392,0.5819516246024865
4,expectancy,0.06496942838920311,0.5819516246024865
4,arousal,0.06441731416336251,0.5819516246024865
4,reward_learning,0.06390449740335903,0.5819516246024865
4,emotion,0.06331207863529413,0.5819516246024865
4,monetary_incentive_delay_task,0.06132408743011901,0.5819516246024865
5,memory,0.16248515573521244,0.6140770465932461
5,episodic_memory,0.1478537433363621,0.6140770465932461
5,declarative_memory,0.14016122131213388,0.6140770465932461
5,recognition_memory,0.13953377195685782,0.6140770465932461
5,remembering,0.13532149801025511,0.6140770465932461
5,encoding,0.12890816312071915,0.6140770465932461
5,retrieval,0.12798857816951525,0.6140770465932461
5,spatial_memory,0.11911575392118068,0.6140770465932461
5,recognition,0.11555505747809285,0.6140770465932461
5,cognitive_map,0.11270312379975728,0.6140770465932461
6,word,0.17717890937474096,0.6370364914569233
6,semantic_processing,0.17373540694992254,0.6370364914569233
6,reading,0.1598061855077348,0.6370364914569233
6,naming,0.1597696339825394,0.6370364914569233
6,language,0.1559773261809767,0.6370364914569233
6,semantics,0.15228495369831335,0.6370364914569233
6,recognition,0.1494428690131976,0.6370364914569233
6,pseudowords,0.14651071222724646,0.6370364914569233
6,familiarity,0.14559363866515804,0.6370364914569233
6,phonology,0.14497159170340398,0.6370364914569233
6,face_perception,0.1449461877067037,0.6370364914569233
6,object_recognition,0.13794366591162754,0.6370364914569233
6,orthography,0.1353892573486723,0.6370364914569233
7,fear,0.20907153744033055,0.6361121229646665
7,emotion,0.20509501431833127,0.6361121229646665
7,facial_expression,0.17582489007856786,0.6361121229646665
7,valence,0.16737222547564098,0.6361121229646665
7,arousal,0.1511396456127233,0.6361121229646665
7,face,0.14489178999636532,0.6361121229646665
8,visual_attention,0.13017450160500038,0.5971827882134747
8,vision,0.12831887567818034,0.5971827882134747
8,visual_angle,0.11072189768199507,0.5971827882134747
8,spatial_attention,0.107827827321535,0.5971827882134747
8,object_recognition,0.10624302186521717,0.5971827882134747
8,visual_perception,0.09775614176507938,0.5971827882134747
8,shape,0.09574117129205872,0.5971827882134747
8,eye,0.09560451104388903,0.5971827882134747
8,eye_movement,0.09249222119741643,0.5971827882134747
8,visual_object,0.09045293612156817,0.5971827882134747
8,covert,0.08822771658667045,0.5971827882134747
8,face_perception,0.0866163558994392,0.5971827882134747
