PMID,SPLIT,DOMAIN,OBSERVED
9414011,train,EXECUTION,0.33333333333333337
9698575,train,EXECUTION,0.24489795918367352
9827764,train,EXECUTION,0.2142857142857143
10329289,train,EXECUTION,0.5294117647058824
10400975,train,EXECUTION,0.4516129032258065
10734009,train,EXECUTION,0.24489795918367352
10853949,train,EXECUTION,0.2857142857142857
11049668,train,EXECUTION,0.34285714285714286
11080231,train,EXECUTION,0.25
11110829,train,EXECUTION,0.2857142857142857
11496134,train,EXECUTION,0.33333333333333337
11761469,train,EXECUTION,0.27450980392156865
11897862,train,EXECUTION,0.34782608695652173
12065841,train,EXECUTION,0.2790697674418605
12207993,train,EXECUTION,0.2592592592592593
12353244,train,EXECUTION,0.3076923076923077
12394703,train,EXECUTION,0.14634146341463417
12407087,train,EXECUTION,0.22857142857142854
12429600,train,EXECUTION,0.2702702702702703
12477698,train,EXECUTION,0.4375
12599277,train,EXECUTION,0.19354838709677424
12702705,train,EXECUTION,0.2909090909090909
12825899,train,EXECUTION,0.33333333333333337
12858037,train,EXECUTION,0.20512820512820518
14527566,train,EXECUTION,0.32258064516129037
14643070,train,EXECUTION,0.1333333333333333
14738289,train,EXECUTION,0.21276595744680848
14980553,train,EXECUTION,0.34782608695652173
15003765,train,EXECUTION,0.2068965517241379
15108303,train,EXECUTION,0.42105263157894735
15195289,train,EXECUTION,0.3125
15249112,train,EXECUTION,0.4864864864864865
15325385,train,EXECUTION,0.24137931034482762
15525806,train,EXECUTION,0.2068965517241379
16161039,train,EXECUTION,0.19999999999999996
16214184,train,EXECUTION,0.303030303030303
16510242,train,EXECUTION,0.25806451612903225
16636788,train,EXECUTION,0.37037037037037035
16647086,train,EXECUTION,0.1875
16733091,train,EXECUTION,0.32258064516129037
16738241,train,EXECUTION,0.4736842105263158
16933299,train,EXECUTION,0.2777777777777778
17046160,train,EXECUTION,0.2666666666666667
17137563,train,EXECUTION,0.33333333333333337
17321724,train,EXECUTION,0.18181818181818177
17443700,train,EXECUTION,0.32258064516129037
17579363,train,EXECUTION,0.2222222222222222
17709202,train,EXECUTION,0.3589743589743589
17882035,train,EXECUTION,0.1875
18006337,train,EXECUTION,0.09999999999999998
18294772,train,EXECUTION,0.1333333333333333
18412282,train,EXECUTION,0.19999999999999996
18718326,train,EXECUTION,0.24
18757979,train,EXECUTION,0.2666666666666667
18815373,train,EXECUTION,0.21052631578947367
18950717,train,EXECUTION,0.19780219780219777
19018953,train,EXECUTION,0.21052631578947367
19105218,train,EXECUTION,0.19999999999999996
19162206,train,EXECUTION,0.19354838709677424
19288462,train,EXECUTION,0.2857142857142857
19448846,train,EXECUTION,0.14814814814814814
19479730,train,EXECUTION,0.30434782608695654
19666085,train,EXECUTION,0.17647058823529416
19716894,train,EXECUTION,0.4
19747900,train,EXECUTION,0.2727272727272727
19788568,train,EXECUTION,0.23809523809523814
19853664,train,EXECUTION,0.2222222222222222
20222139,train,EXECUTION,0.46153846153846156
20335485,train,EXECUTION,0.4666666666666667
20363337,train,EXECUTION,0.2727272727272727
20419370,train,EXECUTION,0.4137931034482759
20570741,train,EXECUTION,0.16666666666666663
20623690,train,EXECUTION,0.19672131147540983
20679216,train,EXECUTION,0.17391304347826086
20682349,train,EXECUTION,0.17391304347826086
20708694,train,EXECUTION,0.19999999999999996
20724032,train,EXECUTION,0.21212121212121215
20730634,train,EXECUTION,0.4545454545454546
20933056,train,EXECUTION,0.11764705882352944
21081171,train,EXECUTION,0.47058823529411764
21170956,train,EXECUTION,0.21052631578947367
21338650,train,EXECUTION,0.24390243902439024
21461742,train,EXECUTION,0.25
21503593,train,EXECUTION,0.34782608695652173
21515903,train,EXECUTION,0.33333333333333337
21569800,train,EXECUTION,0.30188679245283023
21808015,train,EXECUTION,0.56
21963915,train,EXECUTION,0.5806451612903225
22064161,train,EXECUTION,0.19047619047619047
22085135,train,EXECUTION,0.21621621621621623
22102437,train,EXECUTION,0.20895522388059706
22206834,train,EXECUTION,0.4
22216274,train,EXECUTION,0.36363636363636365
22306865,train,EXECUTION,0.21739130434782605
22484405,train,EXECUTION,0.2647058823529411
22503778,train,EXECUTION,0.33333333333333337
22576622,train,EXECUTION,0.2857142857142857
22623914,train,EXECUTION,0.42105263157894735
22673767,train,EXECUTION,0.17647058823529416
22687247,train,EXECUTION,0.19999999999999996
22743194,train,EXECUTION,0.2857142857142857
22761887,train,EXECUTION,0.3076923076923077
22791801,train,EXECUTION,0.14814814814814814
23116810,train,EXECUTION,0.19999999999999996
23143517,train,EXECUTION,0.34782608695652173
23238868,train,EXECUTION,0.21052631578947367
23423669,train,EXECUTION,0.18181818181818177
23513045,train,EXECUTION,0.1558441558441559
23553599,train,EXECUTION,0.18181818181818177
23568448,train,EXECUTION,0.4736842105263158
23583743,train,EXECUTION,0.18867924528301883
23675337,train,EXECUTION,0.2727272727272727
23699528,train,EXECUTION,0.2272727272727273
23720616,train,EXECUTION,0.32558139534883723
23727173,train,EXECUTION,0.19999999999999996
23729474,train,EXECUTION,0.4137931034482759
23732948,train,EXECUTION,0.47058823529411764
23849672,train,EXECUTION,0.36363636363636365
23966680,train,EXECUTION,0.36363636363636365
24064249,train,EXECUTION,0.2068965517241379
24326095,train,EXECUTION,0.24561403508771928
24449008,train,EXECUTION,0.2807017543859649
24589068,train,EXECUTION,0.23529411764705888
24632466,train,EXECUTION,0.4137931034482759
24633558,train,EXECUTION,0.25806451612903225
24800742,train,EXECUTION,0.3870967741935484
24904391,train,EXECUTION,0.22857142857142854
24925463,train,EXECUTION,0.1797752808988764
24981794,train,EXECUTION,0.24
25086858,train,EXECUTION,0.1777777777777778
25093278,train,EXECUTION,0.19444444444444442
25328043,train,EXECUTION,0.17821782178217827
25344117,train,EXECUTION,0.16666666666666663
25451445,train,EXECUTION,0.16216216216216217
25462396,train,EXECUTION,0.21052631578947367
25596443,train,EXECUTION,0.3448275862068966
25603126,train,EXECUTION,0.21052631578947367
25640958,train,EXECUTION,0.32258064516129037
25785844,train,EXECUTION,0.1875
25818870,train,EXECUTION,0.3448275862068966
25844307,train,EXECUTION,0.6153846153846154
25863813,train,EXECUTION,0.25806451612903225
25917872,train,EXECUTION,0.25
25926483,train,EXECUTION,0.22857142857142854
26004787,train,EXECUTION,0.16666666666666663
26025014,train,EXECUTION,0.24
26094751,train,EXECUTION,0.25531914893617025
26202670,train,EXECUTION,0.32558139534883723
26332128,train,EXECUTION,0.2068965517241379
26338992,train,EXECUTION,0.19047619047619047
26387576,train,EXECUTION,0.3111111111111111
26424116,train,EXECUTION,0.19047619047619047
26441014,train,EXECUTION,0.5
26441600,train,EXECUTION,0.36
26509113,train,EXECUTION,0.375
26528167,train,EXECUTION,0.22857142857142854
26782273,train,EXECUTION,0.19354838709677424
26851696,train,EXECUTION,0.2909090909090909
27037791,train,EXECUTION,0.2777777777777778
27352359,train,EXECUTION,0.23076923076923073
27354957,train,EXECUTION,0.21052631578947367
27677885,train,EXECUTION,0.14035087719298245
27757079,train,EXECUTION,0.2666666666666667
27785699,train,EXECUTION,0.2666666666666667
27815989,train,EXECUTION,0.24
27832097,train,EXECUTION,0.13559322033898302
27842522,train,EXECUTION,0.1454545454545455
27868392,train,EXECUTION,0.36363636363636365
27942446,train,EXECUTION,0.3157894736842105
28088647,train,EXECUTION,0.23809523809523814
28229041,train,EXECUTION,0.19512195121951215
28240422,train,EXECUTION,0.33333333333333337
28422976,train,EXECUTION,0.19753086419753085
28631147,train,EXECUTION,0.4137931034482759
28649490,train,EXECUTION,0.16326530612244894
28733834,train,EXECUTION,0.26315789473684215
28759710,train,EXECUTION,0.24390243902439024
28789992,train,EXECUTION,0.17543859649122806
