,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
DEVELOPMENTAL,0.00872487701076248,0.0013427362964086678,0.05427649090372095,0.008418125404388134,0.011966298337806922,0.049200724637824475,0.040244004848068206,0.053828763000773536,0.06365178353266768,0.0785123188718657,0.14217832568082173,0.12897844387093532,0.11966190330818169,0.17466684151340317,0.1348672129170759,0.17286786702998963,0.1429810866971646,0.1561988408076427,0.1672480257732311,0.1435068645877974,0.175362664295115
PSYCHOTIC,0.02436468960994212,0.024585303418477547,0.01266467736606879,0.01211192075785335,0.05987131937401061,0.06484204643036258,0.020942572302627166,0.02932592777370636,0.08001474665302766,0.04553699034073804,0.04610092981876925,0.07567692615463868,0.047673491176710804,0.07585690190808443,0.07610527879568495,0.05091648357618448,0.0784775115564173,0.05662955786923889,0.08536727290955617,0.06897578672721416,0.0684447378656543
BIPOLAR,0.05250408425140002,0.055911326138902935,0.04081007229327111,0.018594226331990954,0.0958238477675674,0.09426238039172408,0.0831157638907854,0.3679403622678583,0.3413234555564631,0.16587066695805006,0.43316489936697566,0.3841422505969837,0.44372746917692607,0.381410521662238,0.5629585943150875,0.341340816728705,0.4400872429830005,0.3714315469430387,0.2890971687835064,0.3538035515357549,0.40293847102269476
DEPRESSIVE,0.18362102477141626,0.10353797069201215,0.14113035777555796,0.10047966956291293,0.1568957464585041,0.1926451853337201,0.15938671308013616,0.2268057811880036,0.18576880812401747,0.1481234435156918,0.31269925011149685,0.29620833946559155,0.36047844848281374,0.315712338813523,0.34528205856517413,0.3716689444661501,0.4723932998240664,0.4200104763015519,0.4843945042029793,0.6300452566895236,0.5585016183272712
ANXIETY,0.021167978909654606,0.060268774519360906,0.03882438992630845,0.027662075118069427,0.050700297201816666,0.022194453847453655,0.08443065538961632,0.07003278672974753,0.06627430380634418,0.0599330310257123,0.10534689093825372,0.11312452634831666,0.12035148960732865,0.11287127306571956,0.1281000395283685,0.09501848518831885,0.1872157638310748,0.1897222783662122,0.17675603358947348,0.20997211623174017,0.166076028999669
OBSESSIVE_COMPULSIVE,0.02519753728824156,0.017876869634466646,0.017412781789705754,0.01577127533309774,0.01641313298317388,0.017886654459636966,0.04310223273333757,0.03221837539260901,0.056956260658674075,0.029542227722735823,0.06252259847329925,0.056693959518774394,0.04970214439874274,0.05454802873108424,0.029936240642853357,0.04963966054738102,0.04802846861754154,0.05810523006603736,0.05318796932164018,0.062453983741282006,0.07276762840193174
TRAUMA_STRESSOR,0.00587940960639365,0.04479984435933413,0.1550762115895587,0.043144958404431714,0.19782443453766227,0.13690975075469852,0.14611378755193183,0.20253880717880324,0.29697522579392893,0.10781075901108184,0.19345290689565658,0.2911413684681352,0.23713989790173273,0.10765518363932057,0.2221172872748169,0.23499104753540573,0.2774672235602281,0.19747848583899877,0.17589137474398947,0.24864857770598356,0.28254565156121597
COGNITIVE,0.05951017228476619,0.03612898007297645,0.02518840779731877,0.009922140701055869,0.034584620221983414,0.04562783376644086,0.06573346298557113,0.06262766983110724,0.05878035802002118,0.06570395071878635,0.10228048501245626,0.08752511387395587,0.117986684410083,0.08884719495503149,0.09975106377097324,0.1111574017353849,0.09650964649049028,0.140959605508808,0.16024314298412776,0.15026684423569484,0.169326918174441
