LABEL,N_COMPONENTS,MAX_LIST_LEN,TP,FP,TN,FN,TPR,TNR,PPV,NPV,F1,ACCURACY,ROC_AUC,LOG_LOSS
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5291650917123496,12.094279578607175
2,7,25,757.0,658.0,2193.0,1838.0,0.29171483622350675,0.7692037881445107,0.5349823321554771,0.5440337385264202,0.37755610972568576,0.541681968417187,0.545218829346293,15.82984062005254
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.48535836423886924,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.41798626384226567,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.4816714534131924,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.5584372930876835,12.506512495549737
7,7,25,1089.0,1307.0,1452.0,1598.0,0.4052847041310011,0.5262776368249366,0.45450751252086813,0.4760655737704918,0.4284871139091088,0.4665809768637532,0.4518073475540954,18.423832262404844
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5155597090062296,12.094279578607175
2,7,25,579.0,559.0,2292.0,2016.0,0.223121387283237,0.8039284461592424,0.5087873462214412,0.532033426183844,0.3102062684168229,0.5271759089239809,0.5153836432337232,16.330847629794064
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.5204095333448262,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.5265985324947589,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.5654610044363461,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.5050858828434,12.506512495549737
7,7,25,1051.0,1144.0,1615.0,1636.0,0.3911425381466319,0.585357013410656,0.4788154897494305,0.49677022454629344,0.4305612453912331,0.4895336026441425,0.4743415095273674,17.63105272076971
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.4655161684032282,12.094279578607175
2,7,25,540.0,570.0,2281.0,2055.0,0.20809248554913296,0.8000701508242721,0.4864864864864865,0.5260608856088561,0.291497975708502,0.5179948586118251,0.49432596073851653,16.64795148864777
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.5267435105741872,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.4489488881171947,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.4836612481069678,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.4835895542780271,12.506512495549737
7,7,25,998.0,1092.0,1667.0,1689.0,0.3714179382210644,0.6042044218919899,0.47751196172248805,0.4967222884386174,0.41783546158676993,0.4893499816378994,0.47052148444587005,17.637387130855743
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5009983889161939,12.094279578607175
2,7,25,656.0,562.0,2289.0,1939.0,0.2527938342967245,0.8028761837951596,0.5385878489326765,0.5413907284768212,0.34408602150537637,0.5407638633859714,0.5349782282388832,15.861536749435803
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.4558812424393788,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.4529220685264498,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.4377337769823102,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.5106227396562817,12.506512495549737
7,7,25,1179.0,1233.0,1526.0,1508.0,0.4387793077781913,0.553098948894527,0.48880597014925375,0.5029663810151616,0.4624436163953716,0.4966948218876239,0.4955107842749775,17.383726037840912
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.4711471826481251,12.094279578607175
2,7,25,486.0,622.0,2229.0,2109.0,0.18728323699421964,0.781830936513504,0.43862815884476536,0.5138312586445366,0.2624898730758844,0.4985310319500551,0.45885012120954083,17.320215880297955
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.49061617313583256,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.536465768929017,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.4975824091484708,12.982165861252694
6,7,25,0.0,1.0,3473.0,1972.0,0.0,0.9997121473805411,0.0,0.6378328741965106,0.0,0.6377157546823357,0.5017499600042507,12.512854687248664
7,7,25,1187.0,1199.0,1560.0,1500.0,0.44175660588016374,0.5654222544400145,0.4974853310980721,0.5098039215686274,0.46796767198896116,0.5044069041498347,0.4970429354389525,17.117355161069174
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5217915643100708,12.094279578607175
2,7,25,547.0,613.0,2238.0,2048.0,0.21078998073217725,0.7849877236057524,0.47155172413793106,0.5221651889874008,0.29134487350199734,0.5113845023870731,0.47227582655310074,16.87627141756923
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.5374764616955536,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.46860530732723693,10.337533147944255
5,7,25,1.0,0.0,3399.0,2046.0,0.0004885197850512946,1.0,1.0,0.6242424242424243,0.0009765625,0.6243114212265883,0.5268552936558685,12.975823816376653
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.44778664398878487,12.506512495549737
7,7,25,966.0,1066.0,1693.0,1721.0,0.35950874581317455,0.6136281261326567,0.47539370078740156,0.4958992384299941,0.4094087730451367,0.4882482556004407,0.46587357031485954,17.675435582716975
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.46899334155495287,12.094279578607175
2,7,25,440.0,429.0,2422.0,2155.0,0.16955684007707128,0.8495264819361628,0.5063291139240507,0.5291675770155123,0.2540415704387991,0.5255233198677929,0.5151917759985509,16.387906946703406
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.47530973682775857,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.510236685058713,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.4616730430068443,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.4759724805889243,12.506512495549737
7,7,25,916.0,1197.0,1562.0,1771.0,0.3409006326758467,0.5661471547662197,0.4335068622811169,0.46864686468646866,0.38166666666666665,0.455012853470437,0.43184028236311034,18.823364939078008
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5210372161396428,12.094279578607175
2,7,25,365.0,532.0,2319.0,2230.0,0.14065510597302505,0.8133988074359874,0.4069119286510591,0.5097823697515937,0.20904925544100803,0.49283878075651855,0.4622412850441551,17.516806057395552
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.5281828834165093,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.5013519118725162,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.5082237038308202,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.45703741266621595,12.506512495549737
7,7,25,808.0,860.0,1899.0,1879.0,0.3007071082992185,0.6882928597317869,0.4844124700239808,0.5026469031233457,0.37106773823191735,0.49706206390011015,0.47255421341232867,17.370987183152835
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.4675305788092323,12.094279578607175
2,7,25,559.0,653.0,2198.0,2036.0,0.21541425818882468,0.7709575587513153,0.4612211221122112,0.5191308455361361,0.2936695560809036,0.5062431142122659,0.46328442374612155,17.053854547013724
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.5441073383518914,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.44128700917030017,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.5352712290878966,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.5326522232381726,12.506512495549737
7,7,25,1076.0,1084.0,1675.0,1611.0,0.40044659471529587,0.6071040231968104,0.4981481481481482,0.5097382836275106,0.44398597070352797,0.5051413881748072,0.4982174250445104,17.091970096933274
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.4967682752364728,12.094279578607175
2,7,25,790.0,609.0,2242.0,1805.0,0.3044315992292871,0.786390740091196,0.5646890636168692,0.5539906103286385,0.39559339008512767,0.5567388909291223,0.5579095054366889,15.309785745895958
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.49449069223980047,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.517785944875307,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.47964148770443565,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.47799503935932064,12.506512495549737
7,7,25,983.0,1037.0,1722.0,1704.0,0.365835504279866,0.6241391808626314,0.4866336633663366,0.5026269702276708,0.4176758019970257,0.4966948218876239,0.4861589765497307,17.383697260555508
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.457762725717316,12.094279578607175
2,7,25,560.0,493.0,2358.0,2035.0,0.21579961464354527,0.8270782181690635,0.5318138651471985,0.5367630320965172,0.30701754385964913,0.5358060962174073,0.5398211356729107,16.032761830309823
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.46747017376352074,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.5245132699257887,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.48913485431287945,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.5407461075669623,12.506512495549737
7,7,25,1122.0,965.0,1794.0,1565.0,0.4175660588016375,0.6502355926060167,0.537613799712506,0.5340875260494194,0.4700460829493088,0.535438854204921,0.5424911103937946,16.04551522046349
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.451704232691888,12.094279578607175
2,7,25,557.0,732.0,2119.0,2038.0,0.21464354527938342,0.7432479831638021,0.4321179208688906,0.5097426028385855,0.28681771369721937,0.49136981270657365,0.4540872316714076,17.56757178098081
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.48497959645253075,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.455556118249283,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.5199316503474612,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.4353724888800139,12.506512495549737
7,7,25,956.0,1099.0,1660.0,1731.0,0.355787123185709,0.6016672707502718,0.46520681265206815,0.4895311117664406,0.4032053985660059,0.48035255233198676,0.46063045285497284,17.948148357541868
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5048753325184812,12.094279578607175
2,7,25,644.0,591.0,2260.0,1951.0,0.24816955684007708,0.7927043142756928,0.5214574898785425,0.5366896224174781,0.3362924281984334,0.5332354021300036,0.5215748927631788,16.121564847217076
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.5412292372999981,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.46758659052616686,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.5233767280902326,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.4660571839956279,12.506512495549737
7,7,25,1019.0,1107.0,1652.0,1668.0,0.37923334573874207,0.5987676694454512,0.4793038570084666,0.4975903614457831,0.423436526075213,0.49045170767535806,0.47737087527465344,17.599337063942777
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5367081288979656,12.094279578607175
2,7,25,596.0,614.0,2237.0,1999.0,0.22967244701348746,0.7846369694843914,0.4925619834710744,0.5280925401322002,0.3132720105124836,0.5201983106867426,0.5086333497559251,16.57185341034222
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.4779286034234051,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.5117613439055446,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.4598595983502145,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.5049080915196166,12.506512495549737
7,7,25,1028.0,949.0,1810.0,1659.0,0.3825828061034611,0.6560347952156579,0.5199797673242287,0.5217641971749784,0.44082332761578047,0.5211164157179581,0.510016479544632,16.540192371628407
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.4293602798570961,12.094279578607175
2,7,25,754.0,751.0,2100.0,1841.0,0.2905587668593449,0.7365836548579446,0.5009966777408638,0.5328596802841918,0.3678048780487805,0.524054351817848,0.5112628567605322,16.4386905826806
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.4492694284943884,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.46648282658743934,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.529166959505461,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.4985613937672025,12.506512495549737
7,7,25,1164.0,1202.0,1557.0,1523.0,0.4331968738369929,0.5643349039507067,0.4919695688926458,0.5055194805194805,0.4607164060953889,0.4996327579875138,0.48992821544350645,17.282248768314854
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5507383973590849,12.094279578607175
2,7,25,700.0,891.0,1960.0,1895.0,0.2697495183044316,0.687478077867415,0.43997485857950974,0.5084306095979247,0.33444816053511706,0.4884318766066838,0.4620680030466273,17.669067843836114
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.4520557154244778,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.5780668415840311,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.4964834911500883,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.5043611423486671,12.506512495549737
7,7,25,1033.0,1040.0,1719.0,1654.0,0.3844436174171939,0.6230518303733237,0.4983116256632899,0.5096353394604209,0.43403361344537816,0.5053250091810503,0.49631203249560624,17.08562159185031
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5844397279367978,12.094279578607175
2,7,25,469.0,459.0,2392.0,2126.0,0.18073217726396917,0.839003858295335,0.5053879310344828,0.5294378043382028,0.26625035481124043,0.5253396988615497,0.5078359416869584,16.394253396265988
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.5491054523406431,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.46743763745803907,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.5017465408731813,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.5056900522105097,12.506512495549737
7,7,25,924.0,887.0,1872.0,1763.0,0.34387793077781914,0.6785067053280174,0.5102153506350083,0.5149931224209079,0.4108492663405958,0.5134043334557473,0.5035336530322727,16.806549153403214
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5073864184434942,12.094279578607175
2,7,25,622.0,638.0,2213.0,1973.0,0.2396917148362235,0.7762188705717292,0.4936507936507937,0.5286669851887243,0.32269779507133595,0.5205655526992288,0.5283136296022962,16.55917284433938
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.4854626105637258,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.5285349223804195,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.5357925899352851,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.46110610434394705,12.506512495549737
7,7,25,1079.0,1301.0,1458.0,1608.0,0.40156308150353553,0.528452337803552,0.4533613445378151,0.4755381604696673,0.4258930333530689,0.46584649283878077,0.4573835765427434,18.449199560971696
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5126767832199539,12.094279578607175
2,7,25,455.0,553.0,2298.0,2140.0,0.17533718689788053,0.8060329708874079,0.4513888888888889,0.5178008111762055,0.2525673050235914,0.5055086301872934,0.4737395322872886,17.07920804422941
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.5151639724701296,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.5020545555684172,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.42507904491579396,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.45996359802928977,12.506512495549737
7,7,25,992.0,1158.0,1601.0,1695.0,0.36918496464458506,0.58028271112722,0.4613953488372093,0.4857402912621359,0.41017159396320035,0.47612926918839515,0.4528793205523002,18.094024052240975
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5354481407488332,12.094279578607175
2,7,25,692.0,695.0,2156.0,1903.0,0.26666666666666666,0.7562258856541564,0.4989185291997116,0.5311653116531165,0.347564038171773,0.5229526257803893,0.5009559570417438,16.476734629855294
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.4893290257131112,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.5165888541626474,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.45741549031706075,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.542233978637015,12.506512495549737
7,7,25,1037.0,1196.0,1563.0,1650.0,0.38593226646818013,0.5665096049293222,0.464397671294223,0.4864612511671335,0.4215447154471545,0.47741461623209697,0.4613664816286867,18.049635317378318
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5509064254135468,12.094279578607175
2,7,25,594.0,675.0,2176.0,2001.0,0.22890173410404624,0.763240968081375,0.46808510638297873,0.5209480488388796,0.30745341614906835,0.5086301872934264,0.4831503532208893,16.971411193728677
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.4971919797371666,8.3334469671158
4,7,25,0.0,0.0,3816.0,1630.0,0.0,1.0,0.0,0.7006977598237238,0.0,0.7006977598237238,0.4859218048642461,10.337533147944255
5,7,25,0.0,0.0,3399.0,2047.0,0.0,1.0,0.0,0.6241278002203452,0.0,0.6241278002203452,0.47590536772432135,12.982165861252694
6,7,25,0.0,0.0,3474.0,1972.0,0.0,1.0,0.0,0.6378993756885788,0.0,0.6378993756885788,0.5308465027366435,12.506512495549737
7,7,25,1047.0,1097.0,1662.0,1640.0,0.3896538890956457,0.602392171076477,0.488339552238806,0.5033313143549364,0.43345063133926726,0.4974293059125964,0.4887291758082929,17.358337890424433
1,7,25,0.0,0.0,3539.0,1907.0,0.0,1.0,0.0,0.6498347410943812,0.0,0.6498347410943812,0.5085726905810792,12.094279578607175
2,7,25,619.0,644.0,2207.0,1976.0,0.23853564547206166,0.7741143458435636,0.4901029295328583,0.527611761893378,0.32089165370658373,0.5189129636430407,0.5008523527897117,16.61625212916104
3,7,25,0.0,0.0,4132.0,1314.0,0.0,1.0,0.0,0.7587219977965479,0.0,0.7587219977965479,0.5022678180175959,8.3334469671158
