LABEL,N_COMPONENTS,MAX_LIST_LEN,TP,FP,TN,FN,TPR,TNR,PPV,NPV,F1,ACCURACY,ROC_AUC,LOG_LOSS
PSYCHOTIC,8,25,0.0,0.0,4966.0,480.0,0.0,1.0,0.0,0.9118619170033052,0.0,0.9118619170033052,0.5837520136931131,3.044181540498922
BIPOLAR,8,25,0.0,0.0,4734.0,712.0,0.0,1.0,0.0,0.8692618435549027,0.0,0.8692618435549027,0.6203306643786523,4.515535951740068
DEPRESSIVE,8,25,31.0,45.0,4341.0,1029.0,0.029245283018867925,0.9897400820793434,0.40789473684210525,0.8083798882681564,0.05457746478873239,0.8027910392948954,0.6634482358103398,6.811362803896151
ANXIETY,8,25,15.0,14.0,4667.0,750.0,0.0196078431372549,0.9970091860713522,0.5172413793103449,0.8615469817242016,0.037783375314861464,0.8597135512302607,0.6673864447153212,4.8453243408145035
OBSESSIVE_COMPULSIVE,8,25,0.0,0.0,5036.0,410.0,0.0,1.0,0.0,0.9247153874403232,0.0,0.9247153874403232,0.6047562428563126,2.6002383991761633
TRAUMA_STRESSOR,8,25,0.0,0.0,4953.0,493.0,0.0,1.0,0.0,0.9094748439221447,0.0,0.9094748439221447,0.655685963267698,3.1266281238874347
COGNITIVE,8,25,0.0,0.0,4763.0,683.0,0.0,1.0,0.0,0.874586852735953,0.0,0.874586852735953,0.6054646157591659,4.331616650334924
DEVELOPMENTAL,8,25,0.0,0.0,4372.0,1074.0,0.0,1.0,0.0,0.8027910392948954,0.0,0.8027910392948954,0.5649700097624804,6.811356196866337
PSYCHOTIC,8,25,0.0,0.0,4966.0,480.0,0.0,1.0,0.0,0.9118619170033052,0.0,0.9118619170033052,0.5889584591891528,3.044181540498922
BIPOLAR,8,25,0.0,0.0,4734.0,712.0,0.0,1.0,0.0,0.8692618435549027,0.0,0.8692618435549027,0.632395104978093,4.515535951740068
DEPRESSIVE,8,25,34.0,42.0,4344.0,1026.0,0.03207547169811321,0.9904240766073872,0.4473684210526316,0.8089385474860336,0.05985915492957746,0.803892765332354,0.6661258162764886,6.77331009417126
ANXIETY,8,25,8.0,10.0,4671.0,757.0,0.01045751633986928,0.9978637043366801,0.4444444444444444,0.8605379513633014,0.020434227330779056,0.8591626882115314,0.6662336828201336,4.864349888151083
OBSESSIVE_COMPULSIVE,8,25,0.0,0.0,5036.0,410.0,0.0,1.0,0.0,0.9247153874403232,0.0,0.9247153874403232,0.619788498421124,2.6002383991761633
TRAUMA_STRESSOR,8,25,0.0,0.0,4953.0,493.0,0.0,1.0,0.0,0.9094748439221447,0.0,0.9094748439221447,0.6523407249238173,3.1266281238874347
COGNITIVE,8,25,0.0,0.0,4763.0,683.0,0.0,1.0,0.0,0.874586852735953,0.0,0.874586852735953,0.5954905261980081,4.331616650334924
DEVELOPMENTAL,8,25,0.0,0.0,4372.0,1074.0,0.0,1.0,0.0,0.8027910392948954,0.0,0.8027910392948954,0.5464465338083385,6.811356196866337
PSYCHOTIC,8,25,0.0,0.0,4966.0,480.0,0.0,1.0,0.0,0.9118619170033052,0.0,0.9118619170033052,0.575338761914351,3.044181540498922
BIPOLAR,8,25,0.0,0.0,4734.0,712.0,0.0,1.0,0.0,0.8692618435549027,0.0,0.8692618435549027,0.6176738736750166,4.515535951740068
DEPRESSIVE,8,25,36.0,40.0,4346.0,1024.0,0.033962264150943396,0.9908800729594163,0.47368421052631576,0.8093109869646182,0.06338028169014084,0.8046272493573264,0.6583965705632846,6.747941621021332
ANXIETY,8,25,8.0,12.0,4669.0,757.0,0.01045751633986928,0.9974364452040162,0.4,0.8604865462587541,0.02038216560509554,0.8587954461990451,0.6572828832451587,4.877034271548931
OBSESSIVE_COMPULSIVE,8,25,0.0,0.0,5036.0,410.0,0.0,1.0,0.0,0.9247153874403232,0.0,0.9247153874403232,0.6131058815552413,2.6002383991761633
TRAUMA_STRESSOR,8,25,0.0,0.0,4953.0,493.0,0.0,1.0,0.0,0.9094748439221447,0.0,0.9094748439221447,0.6645262628955589,3.1266281238874347
COGNITIVE,8,25,0.0,0.0,4763.0,683.0,0.0,1.0,0.0,0.874586852735953,0.0,0.874586852735953,0.6005697898853688,4.331616650334924
DEVELOPMENTAL,8,25,0.0,0.0,4372.0,1074.0,0.0,1.0,0.0,0.8027910392948954,0.0,0.8027910392948954,0.5552457572396544,6.811356196866337
PSYCHOTIC,8,25,0.0,0.0,4966.0,480.0,0.0,1.0,0.0,0.9118619170033052,0.0,0.9118619170033052,0.5865032219089811,3.044181540498922
BIPOLAR,8,25,0.0,0.0,4734.0,712.0,0.0,1.0,0.0,0.8692618435549027,0.0,0.8692618435549027,0.6268495179504707,4.515535951740068
DEPRESSIVE,8,25,37.0,36.0,4350.0,1023.0,0.03490566037735849,0.9917920656634747,0.5068493150684932,0.8096035734226689,0.06531332744924978,0.805545354388542,0.6691219489112011,6.716230809349596
ANXIETY,8,25,19.0,13.0,4668.0,746.0,0.02483660130718954,0.9972228156376842,0.59375,0.8622090875507943,0.04767879548306148,0.8606316562614763,0.6701527381585689,4.813613969611422
OBSESSIVE_COMPULSIVE,8,25,0.0,0.0,5036.0,410.0,0.0,1.0,0.0,0.9247153874403232,0.0,0.9247153874403232,0.5851641352990178,2.6002383991761633
TRAUMA_STRESSOR,8,25,0.0,0.0,4953.0,493.0,0.0,1.0,0.0,0.9094748439221447,0.0,0.9094748439221447,0.6617611225028451,3.1266281238874347
COGNITIVE,8,25,0.0,0.0,4763.0,683.0,0.0,1.0,0.0,0.874586852735953,0.0,0.874586852735953,0.6054138953604362,4.331616650334924
DEVELOPMENTAL,8,25,0.0,0.0,4372.0,1074.0,0.0,1.0,0.0,0.8027910392948954,0.0,0.8027910392948954,0.5578142649772294,6.811356196866337
PSYCHOTIC,8,25,0.0,0.0,4966.0,480.0,0.0,1.0,0.0,0.9118619170033052,0.0,0.9118619170033052,0.5655276714995301,3.044181540498922
BIPOLAR,8,25,0.0,0.0,4734.0,712.0,0.0,1.0,0.0,0.8692618435549027,0.0,0.8692618435549027,0.6283812890730693,4.515535951740068
DEPRESSIVE,8,25,30.0,22.0,4364.0,1030.0,0.02830188679245283,0.9949840401276789,0.5769230769230769,0.8090470893585465,0.0539568345323741,0.8068307014322439,0.6663213354670522,6.671834439696934
ANXIETY,8,25,3.0,2.0,4679.0,762.0,0.00392156862745098,0.999572740867336,0.6,0.8599522146664216,0.007792207792207792,0.8597135512302607,0.6630112274205417,4.8453225789398875
OBSESSIVE_COMPULSIVE,8,25,0.0,0.0,5036.0,410.0,0.0,1.0,0.0,0.9247153874403232,0.0,0.9247153874403232,0.6203386834305198,2.6002383991761633
TRAUMA_STRESSOR,8,25,0.0,0.0,4953.0,493.0,0.0,1.0,0.0,0.9094748439221447,0.0,0.9094748439221447,0.657566520833359,3.1266281238874347
COGNITIVE,8,25,0.0,0.0,4763.0,683.0,0.0,1.0,0.0,0.874586852735953,0.0,0.874586852735953,0.6017446587577684,4.331616650334924
DEVELOPMENTAL,8,25,0.0,0.0,4372.0,1074.0,0.0,1.0,0.0,0.8027910392948954,0.0,0.8027910392948954,0.5583454086526585,6.811356196866337
PSYCHOTIC,8,25,0.0,0.0,4966.0,480.0,0.0,1.0,0.0,0.9118619170033052,0.0,0.9118619170033052,0.5782099526782118,3.044181540498922
BIPOLAR,8,25,0.0,1.0,4733.0,712.0,0.0,0.9997887621461766,0.0,0.8692378328741965,0.0,0.8690782225486595,0.6274192964592739,4.521878143438992
DEPRESSIVE,8,25,33.0,40.0,4346.0,1027.0,0.031132075471698113,0.9908800729594163,0.4520547945205479,0.808859110366648,0.05825242718446602,0.8040763863385971,0.6657499419249929,6.766967755649451
ANXIETY,8,25,9.0,4.0,4677.0,756.0,0.011764705882352941,0.9991454817346721,0.6923076923076923,0.860850358917725,0.02313624678663239,0.8604480352552332,0.6599977938907529,4.819954693081499
OBSESSIVE_COMPULSIVE,8,25,0.0,0.0,5036.0,410.0,0.0,1.0,0.0,0.9247153874403232,0.0,0.9247153874403232,0.6145203316608226,2.6002383991761633
TRAUMA_STRESSOR,8,25,0.0,0.0,4953.0,493.0,0.0,1.0,0.0,0.9094748439221447,0.0,0.9094748439221447,0.6608091721410467,3.1266281238874347
COGNITIVE,8,25,0.0,0.0,4763.0,683.0,0.0,1.0,0.0,0.874586852735953,0.0,0.874586852735953,0.5990524814724532,4.331616650334924
DEVELOPMENTAL,8,25,0.0,0.0,4372.0,1074.0,0.0,1.0,0.0,0.8027910392948954,0.0,0.8027910392948954,0.5614082164987623,6.811356196866337
PSYCHOTIC,8,25,0.0,0.0,4966.0,480.0,0.0,1.0,0.0,0.9118619170033052,0.0,0.9118619170033052,0.584364092495637,3.044181540498922
BIPOLAR,8,25,0.0,0.0,4734.0,712.0,0.0,1.0,0.0,0.8692618435549027,0.0,0.8692618435549027,0.6276364679606764,4.515535951740068
DEPRESSIVE,8,25,25.0,33.0,4353.0,1035.0,0.02358490566037736,0.9924760601915185,0.43103448275862066,0.8079064587973274,0.044722719141323794,0.803892765332354,0.6655550680122861,6.773308772765297
ANXIETY,8,25,10.0,8.0,4673.0,755.0,0.013071895424836602,0.9982909634693442,0.5555555555555556,0.8609064112011791,0.02554278416347382,0.8598971722365039,0.6588037023539743,4.838981415001156
OBSESSIVE_COMPULSIVE,8,25,0.0,0.0,5036.0,410.0,0.0,1.0,0.0,0.9247153874403232,0.0,0.9247153874403232,0.6216693465584378,2.6002383991761633
TRAUMA_STRESSOR,8,25,0.0,0.0,4953.0,493.0,0.0,1.0,0.0,0.9094748439221447,0.0,0.9094748439221447,0.6486029529504318,3.1266281238874347
COGNITIVE,8,25,0.0,0.0,4763.0,683.0,0.0,1.0,0.0,0.874586852735953,0.0,0.874586852735953,0.6128943856822155,4.331616650334924
DEVELOPMENTAL,8,25,0.0,0.0,4372.0,1074.0,0.0,1.0,0.0,0.8027910392948954,0.0,0.8027910392948954,0.5394052596427921,6.811356196866337
PSYCHOTIC,8,25,0.0,0.0,4966.0,480.0,0.0,1.0,0.0,0.9118619170033052,0.0,0.9118619170033052,0.5803981658611894,3.044181540498922
BIPOLAR,8,25,0.0,0.0,4734.0,712.0,0.0,1.0,0.0,0.8692618435549027,0.0,0.8692618435549027,0.6317001265053663,4.515535951740068
DEPRESSIVE,8,25,32.0,24.0,4362.0,1028.0,0.03018867924528302,0.9945280437756497,0.5714285714285714,0.8092764378478664,0.05734767025089606,0.8068307014322439,0.6661126956267369,6.6718347333427035
ANXIETY,8,25,12.0,5.0,4676.0,753.0,0.01568627450980392,0.9989318521683401,0.7058823529411765,0.8613004236507644,0.030690537084398978,0.8608152772677194,0.6647326907691083,4.807270750152304
OBSESSIVE_COMPULSIVE,8,25,0.0,0.0,5036.0,410.0,0.0,1.0,0.0,0.9247153874403232,0.0,0.9247153874403232,0.6141021232491912,2.6002383991761633
TRAUMA_STRESSOR,8,25,0.0,0.0,4953.0,493.0,0.0,1.0,0.0,0.9094748439221447,0.0,0.9094748439221447,0.6564161536291035,3.1266281238874347
COGNITIVE,8,25,0.0,0.0,4763.0,683.0,0.0,1.0,0.0,0.874586852735953,0.0,0.874586852735953,0.6042447133206216,4.331616650334924
DEVELOPMENTAL,8,25,0.0,0.0,4372.0,1074.0,0.0,1.0,0.0,0.8027910392948954,0.0,0.8027910392948954,0.5556768056755279,6.811356196866337
PSYCHOTIC,8,25,0.0,0.0,4966.0,480.0,0.0,1.0,0.0,0.9118619170033052,0.0,0.9118619170033052,0.5724633759565043,3.044181540498922
BIPOLAR,8,25,0.0,0.0,4734.0,712.0,0.0,1.0,0.0,0.8692618435549027,0.0,0.8692618435549027,0.6246818081485596,4.515535951740068
DEPRESSIVE,8,25,40.0,42.0,4344.0,1020.0,0.03773584905660377,0.9904240766073872,0.4878048780487805,0.8098434004474273,0.07005253940455342,0.8049944913698127,0.6641980486797614,6.735257824915023
