,X,Y
1402966,65.05911,50.470985
1410086,65.717415,50.570732
1448149,58.353046,61.565075
1486459,-40.55293,28.703018
1486460,-51.281372,37.999672
1519476,-76.5744,38.728214
1527602,82.64244,18.479725
1542680,23.593208,60.40915
1613546,-27.463314,76.98517
1633409,-51.660706,-40.48078
1679944,-38.68802,54.698677
1791928,-10.783506,49.70715
1822545,-79.28435,39.732594
1869921,-26.560015,-62.01359
1875248,-43.859974,73.526436
1884179,-48.7577,39.371365
1929214,35.276703,70.63455
2296583,-2.1373389,64.76213
2360050,19.859018,10.611195
2396097,20.449453,70.24668
3277066,-61.20795,23.099295
3298565,-62.785614,51.9228
3653828,20.1808,67.30547
3875696,-4.7909155,80.27916
7472384,-78.07032,9.608851
7479961,-36.213528,-33.15596
7485619,-64.61256,-52.442745
7488733,45.4158,9.430923
7569934,-24.828123,25.432318
7708745,-45.953182,-26.938614
7714579,-82.85463,-1.0881475
7811563,0.19621886,76.44059
7820564,-51.919598,-42.74692
7820565,-24.871008,-44.980576
7846080,-24.626072,75.36055
7850422,32.243824,72.19021
7864258,46.12258,-2.0641673
7865775,7.7519503,25.498592
7922456,-67.987785,-54.76661
7925790,-48.182854,59.46943
7935791,-33.566338,-39.914547
7953589,-7.458889,-46.920494
8027764,-57.869816,59.59777
8038933,77.80163,51.20029
8207487,-34.98526,-77.591965
8232848,8.634475,48.729385
8286936,-38.34707,-30.852749
8350282,-18.115059,84.96089
8405250,-4.1766224,76.476425
8410148,-43.185135,-53.349968
8430100,-7.0840383,-10.942471
8430101,-49.058376,-15.518327
8441008,-48.819557,-2.9788115
8480815,68.05417,44.00362
8524452,-37.231396,-14.933598
8551361,-21.655485,-56.292038
8556839,36.629284,4.703246
8592204,-11.316073,46.22426
8592206,22.009684,17.84726
8595189,6.9130454,62.11536
8606767,-23.035524,36.701565
8606771,25.054535,69.46471
8624678,-58.08974,-48.306763
8628399,7.468982,-50.530804
8642414,-86.44019,27.918419
8642416,27.400782,-77.89476
8642418,23.794477,-25.689487
8656296,15.639062,-42.615536
8670634,-15.561823,2.8550322
8673502,-67.4179,-43.24416
8700204,-33.969067,-79.01763
8730806,-84.88484,-18.175053
8738230,-22.058834,78.26667
8772633,75.085754,35.154167
8774879,11.304811,-12.842365
8784221,-4.4169917,77.01567
8784224,-48.452175,69.71067
8786445,-12.660522,87.39224
8790444,49.174618,17.50547
8805334,-41.63008,55.077885
8805700,-23.310411,37.144665
8805836,-22.855564,37.434956
