,X,Y
1402966,90.29865,153.09293
1410086,89.257256,154.23102
1448149,5.770745,166.6571
1486459,59.074463,-138.26236
1486460,64.631615,-154.02066
1519476,26.372334,-120.242805
1527602,28.16659,182.15335
1542680,118.03053,58.33123
1613546,170.2119,-43.0996
1633409,-97.66718,-125.03646
1679944,99.340195,-118.78296
1791928,113.50218,-44.61057
1822545,135.1885,-99.235916
1869921,-104.52445,-80.563324
1875248,133.75139,-102.96904
1884179,60.12223,-152.08058
1929214,143.61406,79.22919
2296583,118.55003,-8.264918
2360050,6.3562975,4.8509173
2396097,148.89778,52.836315
3277066,37.037556,-154.49702
3298565,128.03023,-123.77534
3653828,143.872,51.57809
3875696,158.33342,8.807672
7472384,7.6137514,-130.9122
7479961,-68.780205,-64.37543
7485619,-133.01736,-128.72151
7488733,13.700875,100.1945
7569934,70.74186,-84.36672
7708745,64.34227,-88.05367
7714579,-19.53378,-132.54492
7811563,159.23627,1.8937105
7820564,-94.8312,-133.09341
7820565,-93.72097,-35.583572
7846080,122.26863,-27.436329
7850422,142.1778,67.73445
7864258,-11.704892,110.26283
7865775,101.94804,-34.796448
7922456,-92.44268,-161.09796
7925790,117.18775,-127.25242
7935791,-74.214264,-78.8036
7953589,-99.426186,-11.571171
8027764,5.217773,-148.51831
8038933,50.137936,179.65924
8207487,-166.39452,-52.697323
8232848,86.931854,11.799423
8286936,-63.168594,-66.05147
8350282,167.01324,-24.477112
8405250,160.3766,-2.4563205
8410148,-106.11024,-96.41108
8430100,12.082547,-47.24107
8430101,-41.67655,-93.6976
8441008,-18.029333,-93.569885
8480815,81.019806,165.89088
8524452,-29.92868,-67.2845
8551361,-114.18424,-58.106247
8556839,13.892123,74.87143
8592204,109.42188,-48.276707
8592206,27.895878,25.811773
8595189,120.87828,-27.387335
8606767,87.254555,-69.55375
8606771,138.77606,59.57497
8624678,-109.4817,-136.3998
8628399,-115.17061,60.007046
8642414,-5.6793585,-105.17184
8642416,-147.49591,54.79047
8642418,-44.922504,51.65839
8656296,-97.533195,62.179237
8670634,11.24136,-41.50512
8673502,-63.765884,-147.42839
8700204,-170.1695,-51.83186
8730806,-41.023224,-108.109985
8738230,150.43115,-34.460003
8772633,66.70419,175.8878
8774879,-59.22785,10.374277
8784221,157.32376,-2.6927788
8784224,129.37488,-113.06271
8786445,160.89816,-14.451522
8790444,19.201794,58.121464
8805334,99.98654,-124.24669
8805700,86.997574,-70.69389
8805836,88.30597,-70.55768
8813286,99.673546,-80.025955
8815903,-116.68819,-63.432617
8822570,31.265335,-81.15562
8836245,159.9288,-56.84367
8855347,-66.87343,53.456303
8864300,-40.380505,-104.6718
8889766,156.32838,-35.775112
8893004,17.446342,144.49258
8896772,-75.807365,141.36703
8904757,-104.0535,-71.92395
8929174,113.788475,85.19388
8931582,70.54501,13.516986
8931588,-64.68552,-64.60422
8938120,3.2677495,133.96234
8951412,22.501009,-112.83968
8952093,71.43713,-74.52224
8957565,75.65806,27.19739
8981399,-93.25402,-159.99156
8981469,147.81316,64.75104
8988793,-111.35308,-49.385525
8989012,177.9937,0.8550706
9010014,-5.347477,-27.000605
9023428,143.31815,-42.286537
9023435,37.934734,-115.11372
9025115,-24.832834,-33.768486
9038283,145.62894,111.5237
9038284,44.403763,-19.243565
9051780,33.330906,96.490875
9054787,-85.71164,-0.45532468
9055802,92.441086,92.22298
9065511,-21.733387,27.604351
9080447,-4.88088,-148.45213
9084599,-9.933905,-137.18253
9084621,141.04279,-34.453278
9108115,121.81187,113.45339
9114262,91.39909,-122.88655
9114263,25.901173,-121.38068
9116229,120.4644,45.93324
9121583,-50.276653,-75.41572
9125463,0.6242052,-100.12948
9126062,-17.21763,-57.321625
9133394,-33.864487,-69.07282
9141092,-78.238976,86.32155
9153035,82.482445,78.3869
9153677,-130.02454,-95.034904
9160646,31.836182,60.544525
9175118,114.95165,90.71203
9183247,-128.0883,-120.09837
9183248,-169.00774,-61.374588
9185551,115.61949,118.75288
9187292,-16.661667,-7.994802
9204934,32.41138,-147.4584
9210741,-121.17627,104.81827
9210742,-134.96394,81.444084
9217681,-16.03895,-134.57776
9223090,-23.568672,-42.904095
9223094,79.35483,-45.680477
9228523,-21.494074,67.39689
9238064,-38.76253,-50.39373
9242293,170.5446,-21.084322
9256495,-173.97754,-48.613625
9287369,69.6931,87.50833
