,X,Y
1402966,127.53101,6.2580333
1410086,131.99286,0.8214724
1448149,125.134026,27.36103
1486459,-17.14288,68.01082
1486460,-18.109053,80.35831
1519476,6.6455936,126.22775
1527602,108.9218,-35.242638
1542680,97.636154,46.30475
1613546,38.703243,111.111244
1633409,-133.63608,-20.088428
1679944,2.9355583,95.67568
1791928,22.603106,65.95738
1822545,9.209986,119.84984
1869921,-104.07689,-39.224884
1875248,6.7887487,121.75694
1884179,-21.150515,84.4944
1929214,101.467415,65.96485
2296583,46.1583,80.91366
2360050,25.262625,3.4736602
2396097,37.051567,19.600246
3277066,-43.89954,82.50554
3298565,-84.4953,55.904655
3653828,82.77355,73.61065
3875696,69.938515,94.65139
7472384,-89.33292,54.350525
7479961,-74.162895,-18.772158
7485619,-127.86273,-42.40917
7488733,60.714336,-31.31187
7569934,-8.253342,44.703876
7708745,-18.419147,45.57135
7714579,-98.06969,28.258755
7811563,66.25431,97.32048
7820564,-131.52126,-27.32838
7820565,-87.28616,-19.180298
7846080,33.789062,101.48975
7850422,95.588356,67.20564
7864258,71.07937,-24.603617
7865775,28.27516,33.96526
7922456,-132.64792,-14.854131
7925790,-2.825497,105.72498
7935791,-74.51098,-21.37198
7953589,-71.84117,-41.50099
8027764,-94.039604,45.895294
8038933,136.3359,5.6633844
8207487,-99.77029,-59.482063
8232848,55.695713,56.22809
8286936,-65.825966,-11.975622
8350282,52.027153,111.903854
8405250,64.2198,98.959366
8410148,-101.94712,-21.005873
8430100,-20.727198,-19.497337
8430101,-62.27536,1.2571359
8441008,-68.85823,28.012814
8480815,127.00012,-4.293825
8524452,-52.637524,7.8855853
8551361,-114.123245,-46.822315
8556839,9.855787,-21.061213
8592204,22.453148,62.47337
8592206,36.05823,10.057224
8595189,32.99057,100.54014
8606767,-2.130244,59.397118
8606771,90.63315,68.5193
8624678,-120.62432,-24.198084
8628399,-26.74402,-86.827545
8642414,-77.14866,14.892452
8642416,-42.179775,-91.59763
8642418,8.974045,-46.00481
8656296,-8.443712,-92.36142
8670634,-25.127882,-3.090742
8673502,-121.79012,5.2896857
8700204,-101.35618,-60.357437
8730806,-94.2816,17.100317
8738230,43.893723,104.5848
8772633,125.50493,-15.574565
8774879,-4.7350073,-32.9384
8784221,62.679783,97.63154
8784224,1.318546,116.63628
8786445,58.688503,108.34708
8790444,52.60553,-18.693638
8805334,-1.3111176,98.631226
8805700,-1.7571231,59.882114
8805836,-1.5394175,60.77677
8813286,-4.450216,66.538345
8815903,-109.63234,-46.148285
8822570,-49.590702,48.453743
8836245,38.29534,118.796486
8855347,4.000027,-66.99518
8864300,-92.131256,15.4323435
8889766,46.32196,107.382706
8893004,88.60595,-26.29007
8896772,59.622974,-85.42207
8904757,-82.833954,-50.319496
8929174,93.792946,36.618946
8931582,18.431366,-17.902483
8931588,-64.129425,-13.25696
8938120,78.946106,-25.142624
8951412,-69.85579,66.06117
8952093,-7.402983,44.199074
8957565,37.1774,43.11331
8981399,-133.31593,-13.527105
8981469,95.47892,72.27852
8988793,-91.07575,-20.443752
8989012,74.003685,107.98282
9010014,-27.504307,-16.119831
9023428,46.839043,101.510544
9023435,-59.743748,71.73337
9025115,-44.137722,-4.3568406
9038283,89.17133,86.16234
9038284,-16.580479,7.660223
9051780,37.375927,56.689857
9054787,-26.070957,-44.19967
9055802,88.89765,29.19033
9065511,14.31083,-12.859732
9080447,-101.467,41.838936
9084599,-94.283966,31.175993
9084621,37.99916,104.44747
9108115,116.4247,28.672808
9114262,0.9551828,89.165794
9114263,-91.35053,65.499214
9116229,76.374405,64.81871
9121583,-56.18402,-20.378407
9125463,-83.41708,70.99578
9126062,-44.459408,15.382442
9133394,-59.983913,3.9901497
9141092,23.610126,-75.8171
9153035,100.38423,35.255424
9153677,-106.205475,-29.179615
9160646,46.04098,-3.1138852
9175118,99.04385,32.929806
9183247,-124.11701,-36.686806
9183248,-127.62436,-37.75185
9185551,122.616585,25.154343
9187292,-30.385727,-32.090942
9204934,-40.423336,90.36484
9210741,-19.469059,-109.84367
9210742,36.435665,-79.209785
9217681,-97.456215,30.92353
9223090,-39.193237,5.4549603
9223094,7.6979346,41.98061
9228523,35.374462,-25.697254
9238064,-47.92439,-14.130045
9242293,52.00962,113.826546
9256495,-103.604004,-63.164375
9287369,107.880035,39.3787
9295118,6.7222886,106.26045
9295122,29.542717,-92.35604
9299382,-81.57073,-104.17595
9305814,-100.139725,-39.180378
9309607,-0.2739535,85.73894
9333238,-55.73531,-112.342964
9343589,62.0207,-9.881069
9343594,-104.05566,-16.087671
9343606,66.20565,45.884457
9343610,14.1822,61.38812
9343611,-88.653984,-19.071402
9345474,-69.15584,47.214027
9345478,-119.903435,-68.75722
9345483,-32.514206,23.217018
9345509,97.17782,-31.905039
9345552,-123.72825,-50.418938
9347486,73.814156,-72.84463
9352521,84.85716,-23.434399
9354332,3.6041844,-66.539856
9365370,40.633034,20.50082
9389221,133.60184,3.8875744
9391021,-84.02312,73.57245
9397017,-74.52657,64.381836
9401596,-97.18466,9.222304
9405692,-17.456238,43.771404
9412517,101.1527,-24.384653
9414011,53.297634,105.82077
9417966,23.782282,77.452805
9427311,46.185017,-18.30226
9427367,-12.6251135,96.7555
9430507,123.97923,-0.2840879
9462476,93.76335,5.810737
9462480,-11.602653,-87.70384
9463462,-96.60999,14.277933
9465007,-19.386673,10.450487
9469535,-97.781494,22.356956
9482951,0.38848248,-60.614235
9491989,-63.551823,-51.92935
9500831,1.7246927,71.92275
9501235,-114.410034,-12.503855
9510380,-54.573967,24.571974
9510384,-75.76176,71.19684
9529825,-11.490389,-55.075512
9529941,-64.963394,82.111534
9529944,101.05051,17.088587
9539233,-114.06657,-45.19909
9547077,97.83591,26.98532
9549487,88.50339,-25.983438
9549504,-73.49908,74.25385
9549517,-53.5576,25.488083
9559951,34.841595,-53.039608
9571103,-69.86603,31.579874
9576541,-49.302578,71.319435
9597657,-111.9425,-45.796883
9619195,-70.62629,-64.02518
9620697,-15.68563,-60.15055
9620698,91.806,-66.55732
9620699,91.81145,-63.500156
9626670,-90.83091,-13.377116
9626672,-99.12707,-35.04949
9626674,59.08674,105.677765
9626713,99.54102,4.068386
9632390,-109.20415,13.670808
9636217,-36.296352,13.750066
9648549,94.26222,-65.72168
9665617,-65.78509,-43.33254
9673660,-60.98322,4.869135
9673996,-55.868225,-7.9588895
9674604,-14.409205,77.17207
9679774,-102.289345,-23.098778
9685203,24.927258,-6.183636
9696465,71.58096,-15.550678
9698330,32.650383,67.60801
9698571,-133.50754,-11.590811
9698575,-81.56431,73.553024
9698579,-128.42558,-50.637974
9699694,-37.790436,-27.351582
9704265,61.69894,55.258205
9704267,25.3296,-0.03588413
9714705,-24.566544,-13.976163
9740361,-38.660526,81.28242
9740761,50.943092,-25.129383
9749761,35.753395,108.041214
9753190,70.60261,-56.02569
9754701,-82.453094,74.706474
9758739,-82.749985,-40.66231
9758741,64.743286,42.10342
9758742,82.81607,88.44122
9770542,26.938643,8.7393875
9772106,-95.30035,-42.632317
9772269,-82.684746,70.537254
9772270,-96.477585,14.684029
9787003,-62.92979,-16.654661
9798741,-12.392709,-78.774414
9799627,42.297356,-4.3866315
9801380,43.5518,106.433426
9801381,52.244,109.27927
9802236,-88.89067,-91.986565
9808463,-64.36782,-18.692795
9819069,-87.94866,-14.433578
9819271,-42.3533,25.505884
9819274,8.016759,111.88098
9821359,84.576775,85.19204
9827764,88.2651,29.585012
9827777,37.754482,112.029205
9831457,42.82841,-73.68964
9831460,45.10721,7.324603
9838166,-28.659204,-0.010920702
9849722,-79.1642,-61.883286
9858371,-91.78326,59.45554
9858384,35.47338,41.856625
9861465,-44.861015,-4.73347
9862553,-45.345985,67.20983
9862924,83.2059,63.119213
9863701,-42.80979,-20.805328
9867232,15.65995,-30.980549
9882087,-118.885956,-5.3949995
9894875,91.414635,27.77776
9918735,-12.232003,90.66491
9918737,-12.987557,55.078896
9927549,26.74961,2.1869843
9927550,-69.98755,-30.960268
9927551,27.602327,1.0774049
9950067,-27.297491,-39.28295
9950713,-63.697895,-10.554981
9989556,75.86823,-65.290146
9990082,15.164341,11.665544
9990104,3.4625554,-69.7617
10022492,-21.012295,8.222166
10022494,-71.075424,39.374634
10022496,-8.552609,94.72798
10027301,22.42848,11.084817
10051677,27.42785,-38.73244
10051756,54.566936,50.735775
10071054,17.086653,-24.427393
10071093,-34.065388,59.824
10075897,-105.52257,-3.6451294
10080553,47.914745,-16.40631
10094257,-77.49571,70.85701
10096413,-4.309997,59.93336
10096417,44.985935,81.85464
10097801,95.24586,2.900008
10191322,15.754641,62.409645
10195113,-65.869,55.175568
10195114,49.276077,59.64737
10195166,-13.341199,-46.003857
10195173,-29.312263,32.822456
10195224,48.10659,-23.106491
10196461,3.1472502,108.00246
10197540,-26.424856,94.38354
10198130,-69.097946,28.866486
10200226,-88.43171,50.63137
10200303,57.53917,-90.55608
10200737,-46.86075,-102.700294
10202575,119.575645,-36.2481
10204547,48.81259,-74.20832
10208571,86.92475,-66.009476
10211469,-54.071083,28.169277
10215087,-7.333886,-53.71688
10216270,44.055317,106.82987
10216273,-63.274265,36.00648
10220229,48.35069,35.627274
10220461,-34.868294,-56.082138
10227106,-80.19995,-27.338083
10230795,-46.69545,24.53983
10233106,39.121655,118.903076
10234026,-126.67942,-50.901497
10318979,0.95339054,-71.14147
10320379,-73.076324,61.087765
10327898,-8.717349,-18.738476
10327899,83.63951,-52.629345
10329289,32.884808,11.84055
10332889,9.291309,-35.23116
10336657,-82.94139,-79.42292
10348741,26.199043,4.342099
10349031,-96.65472,-20.968853
10349294,65.3008,67.03759
10355673,91.64482,-21.221146
10355678,-27.606482,-84.37263
10355680,79.430984,57.760296
10356062,-44.823208,15.170713
10366639,-64.95559,-44.21701
10372081,8.105322,111.83486
10376114,-11.715975,-6.9052076
10380965,-68.33942,-15.115919
10382629,80.92696,70.61381
10385578,-2.0139465,-10.968869
10385581,57.61398,99.18349
10385583,-3.4402525,112.439255
10388796,-51.092415,18.26469
10388797,24.361517,65.73925
10388802,1.5032489,-54.41235
10390028,0.70758635,63.92243
10392834,63.407066,101.22678
10393989,-37.728947,6.545083
10400241,94.08001,63.617836
10400972,-46.024025,25.64063
10400975,93.56555,82.85874
10401985,-52.05674,21.457573
10402199,-6.8627696,67.46544
10404202,22.950891,0.1292291
10407049,3.8900304,121.199745
10407201,-7.0284567,96.69484
10408647,62.36474,63.54678
10417250,-71.54288,7.018335
10426417,7.0336013,85.46725
10430951,24.678009,15.38054
10430955,96.262535,63.632725
10432180,-108.159546,-10.876296
10432182,-105.61728,-42.92573
10450253,30.40682,-91.79613
10450888,24.429855,12.144241
10450889,21.988747,15.370177
10454140,0.8659321,106.82599
10459394,-25.359566,-109.04631
10459395,121.61502,-26.950277
10468363,-21.983913,-70.5652
10468515,-76.86996,14.563425
10468516,19.095654,67.17519
10468630,121.96435,35.77193
10471434,35.46281,16.99061
10471847,-122.57275,-25.726578
10471848,-123.26651,-41.546574
10473761,-2.6288886,114.624245
10480271,13.537732,12.262234
10482257,1.4548792,118.06098
10482774,65.85585,61.812572
10489865,-17.617842,98.10986
10493894,-97.685165,-50.59185
10493901,-92.361694,58.09425
10493903,45.05175,106.070335
10496688,82.04692,-69.68835
10501805,-11.6538315,-61.79563
10506090,-38.026207,16.65215
10506099,1.6968915,112.4223
10509837,44.71312,-70.2861
10510191,-68.776855,69.463585
