STRUCTURE,CLUSTER,DOMAIN,TITLE
right_cuneal_cortex,1,MEMORY,Memory
right_intracalcarine_cortex,1,MEMORY,Memory
right_lingual_gyrus,1,MEMORY,Memory
right_supracalcarine_cortex,1,MEMORY,Memory
right_frontal_operculum_cortex,2,COGNITION,Cognition
right_frontal_orbital_cortex,2,COGNITION,Cognition
right_inferior_frontal_gyrus_pars_opercularis,2,COGNITION,Cognition
right_inferior_frontal_gyrus_pars_triangularis,2,COGNITION,Cognition
left_middle_temporal_gyrus_posterior_division,3,LANGUAGE,Language
left_superior_temporal_gyrus_posterior_division,3,LANGUAGE,Language
left_cingulate_gyrus_anterior_division,4,COGNITIVE_PROCESS,Cognitive Process
left_paracingulate_gyrus,4,COGNITIVE_PROCESS,Cognitive Process
right_cingulate_gyrus_anterior_division,4,COGNITIVE_PROCESS,Cognitive Process
right_frontal_pole,4,COGNITIVE_PROCESS,Cognitive Process
right_paracingulate_gyrus,4,COGNITIVE_PROCESS,Cognitive Process
right_superior_frontal_gyrus,4,COGNITIVE_PROCESS,Cognitive Process
left_cerebellar_crus,5,EXECUTION,Execution
left_cerebellar_lobules,5,EXECUTION,Execution
right_cerebellar_crus,5,EXECUTION,Execution
right_cerebellar_lobules,5,EXECUTION,Execution
left_frontal_pole,6,MANIPULATION,Manipulation
left_inferior_frontal_gyrus_pars_opercularis,6,MANIPULATION,Manipulation
left_inferior_frontal_gyrus_pars_triangularis,6,MANIPULATION,Manipulation
left_middle_frontal_gyrus,6,MANIPULATION,Manipulation
left_precentral_gyrus,6,MANIPULATION,Manipulation
left_superior_frontal_gyrus,6,MANIPULATION,Manipulation
right_middle_frontal_gyrus,6,MANIPULATION,Manipulation
right_temporal_fusiform_cortex_anterior_division,7,EPISODIC_MEMORY,Episodic Memory
left_hippocampus,8,RECALL,Recall
left_parahippocampal_gyrus_anterior_division,8,RECALL,Recall
left_parahippocampal_gyrus_posterior_division,8,RECALL,Recall
right_hippocampus,8,RECALL,Recall
