STRUCTURE,CLUSTER,DOMAIN,TITLE
left_brainstem,24,PAIN,Pain
right_brainstem,24,PAIN,Pain
right_accumbens,25,DECISION_MAKING,Decision Making
left_angular_gyrus,26,ATTENTION,Attention
left_lateral_occipital_cortex_superior_division,26,ATTENTION,Attention
left_superior_parietal_lobule,26,ATTENTION,Attention
left_supramarginal_gyrus_posterior_division,26,ATTENTION,Attention
right_angular_gyrus,26,ATTENTION,Attention
right_lateral_occipital_cortex_superior_division,26,ATTENTION,Attention
right_superior_parietal_lobule,26,ATTENTION,Attention
right_supramarginal_gyrus_posterior_division,26,ATTENTION,Attention
left_middle_temporal_gyrus_anterior_division,27,MEANING,Meaning
left_middle_temporal_gyrus_posterior_division,27,MEANING,Meaning
left_superior_temporal_gyrus_anterior_division,27,MEANING,Meaning
left_superior_temporal_gyrus_posterior_division,27,MEANING,Meaning
