STRUCTURE,CLUSTER,DOMAIN,TITLE
left_frontal_operculum_cortex,1,COGNITION,Cognition
left_frontal_orbital_cortex,1,COGNITION,Cognition
left_frontal_pole,1,COGNITION,Cognition
left_inferior_frontal_gyrus_pars_triangularis,1,COGNITION,Cognition
right_frontal_pole,1,COGNITION,Cognition
right_central_opercular_cortex,2,HAND,Hand
right_parietal_operculum_cortex,2,HAND,Hand
right_planum_temporale,2,HAND,Hand
right_postcentral_gyrus,2,HAND,Hand
right_supramarginal_gyrus_anterior_division,2,HAND,Hand
left_temporal_fusiform_cortex_posterior_division,3,VISION,Vision
right_inferior_temporal_gyrus_temporooccipital_part,3,VISION,Vision
right_temporal_occipital_fusiform_cortex,3,VISION,Vision
right_inferior_temporal_gyrus_posterior_division,4,MEMORY,Memory
right_temporal_fusiform_cortex_posterior_division,4,MEMORY,Memory
right_angular_gyrus,5,ATTENTION,Attention
right_middle_temporal_gyrus_temporooccipital_part,5,ATTENTION,Attention
right_superior_frontal_gyrus,5,ATTENTION,Attention
right_superior_parietal_lobule,5,ATTENTION,Attention
right_supramarginal_gyrus_posterior_division,5,ATTENTION,Attention
left_planum_polare,6,LANGUAGE,Language
left_temporal_pole,6,LANGUAGE,Language
right_heschls_gyrus,6,LANGUAGE,Language
right_planum_polare,6,LANGUAGE,Language
left_parahippocampal_gyrus_anterior_division,7,EMOTION,Emotion
right_parahippocampal_gyrus_anterior_division,7,EMOTION,Emotion
right_accumbens,8,REWARD,Reward
left_pallidum,9,ANTICIPATION,Anticipation
right_middle_temporal_gyrus_anterior_division,10,SPEECH,Speech
right_middle_temporal_gyrus_posterior_division,10,SPEECH,Speech
right_superior_temporal_gyrus_anterior_division,10,SPEECH,Speech
right_superior_temporal_gyrus_posterior_division,10,SPEECH,Speech
left_cingulate_gyrus_anterior_division,11,COGNITIVE_PROCESS,Cognitive Process
left_cingulate_gyrus_posterior_division,11,COGNITIVE_PROCESS,Cognitive Process
left_paracingulate_gyrus,11,COGNITIVE_PROCESS,Cognitive Process
right_cingulate_gyrus_anterior_division,11,COGNITIVE_PROCESS,Cognitive Process
right_paracingulate_gyrus,11,COGNITIVE_PROCESS,Cognitive Process
left_inferior_temporal_gyrus_posterior_division,12,WORD,Word
left_inferior_temporal_gyrus_temporooccipital_part,12,WORD,Word
left_middle_temporal_gyrus_posterior_division,12,WORD,Word
left_middle_temporal_gyrus_temporooccipital_part,12,WORD,Word
left_brainstem,13,AROUSAL,Arousal
right_brainstem,13,AROUSAL,Arousal
left_cerebellar_crus,14,EXECUTION,Execution
left_cerebellar_lobules,14,EXECUTION,Execution
right_cerebellar_crus,14,EXECUTION,Execution
right_cerebellar_lobules,14,EXECUTION,Execution
left_lingual_gyrus,15,FAMILIARITY,Familiarity
right_cingulate_gyrus_posterior_division,15,FAMILIARITY,Familiarity
right_intracalcarine_cortex,15,FAMILIARITY,Familiarity
right_lingual_gyrus,15,FAMILIARITY,Familiarity
right_occipital_pole,15,FAMILIARITY,Familiarity
right_supracalcarine_cortex,15,FAMILIARITY,Familiarity
left_inferior_temporal_gyrus_anterior_division,16,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_anterior_division,16,RETRIEVAL,Retrieval
right_subcallosal_cortex,17,MOOD,Mood
left_hippocampus,18,EPISODIC_MEMORY,Episodic Memory
left_parahippocampal_gyrus_posterior_division,18,EPISODIC_MEMORY,Episodic Memory
right_hippocampus,18,EPISODIC_MEMORY,Episodic Memory
right_parahippocampal_gyrus_posterior_division,18,EPISODIC_MEMORY,Episodic Memory
left_insular_cortex,19,COGNITIVE_CONTROL,Cognitive Control
right_frontal_operculum_cortex,19,COGNITIVE_CONTROL,Cognitive Control
right_frontal_orbital_cortex,19,COGNITIVE_CONTROL,Cognitive Control
right_inferior_frontal_gyrus_pars_triangularis,19,COGNITIVE_CONTROL,Cognitive Control
right_insular_cortex,19,COGNITIVE_CONTROL,Cognitive Control
right_temporal_pole,19,COGNITIVE_CONTROL,Cognitive Control
left_putamen,20,FEEDBACK,Feedback
right_pallidum,20,FEEDBACK,Feedback
right_putamen,20,FEEDBACK,Feedback
left_heschls_gyrus,21,HEARING,Hearing
left_parietal_operculum_cortex,21,HEARING,Hearing
left_planum_temporale,21,HEARING,Hearing
left_superior_temporal_gyrus_posterior_division,21,HEARING,Hearing
left_lateral_occipital_cortex_inferior_division,22,PERCEPTION,Perception
left_occipital_fusiform_gyrus,22,PERCEPTION,Perception
left_occipital_pole,22,PERCEPTION,Perception
left_temporal_occipital_fusiform_cortex,22,PERCEPTION,Perception
right_lateral_occipital_cortex_inferior_division,22,PERCEPTION,Perception
right_occipital_fusiform_gyrus,22,PERCEPTION,Perception
left_caudate,23,DECISION_MAKING,Decision Making
left_cerebellar_vermis,24,MOVEMENT,Movement
left_amygdala,25,FEAR,Fear
right_amygdala,25,FEAR,Fear
left_central_opercular_cortex,26,MANIPULATION,Manipulation
left_inferior_frontal_gyrus_pars_opercularis,26,MANIPULATION,Manipulation
left_middle_frontal_gyrus,26,MANIPULATION,Manipulation
