STRUCTURE,CLUSTER,DOMAIN,TITLE
left_postcentral_gyrus,26,MANIPULATION,Manipulation
left_precentral_gyrus,26,MANIPULATION,Manipulation
left_superior_frontal_gyrus,26,MANIPULATION,Manipulation
left_supplementary_motor_cortex,26,MANIPULATION,Manipulation
left_supramarginal_gyrus_anterior_division,26,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_opercularis,26,MANIPULATION,Manipulation
right_precentral_gyrus,26,MANIPULATION,Manipulation
right_supplementary_motor_cortex,26,MANIPULATION,Manipulation
left_subcallosal_cortex,27,SALIENCE,Salience
right_cerebellar_vermis,28,MOTOR_CONTROL,Motor Control
left_middle_temporal_gyrus_anterior_division,29,MEANING,Meaning
left_superior_temporal_gyrus_anterior_division,29,MEANING,Meaning
left_frontal_medial_cortex,30,THOUGHT,Thought
right_frontal_medial_cortex,30,THOUGHT,Thought
left_cuneal_cortex,31,RECALL,Recall
left_intracalcarine_cortex,31,RECALL,Recall
left_supracalcarine_cortex,31,RECALL,Recall
left_accumbens,32,LOSS,Loss
right_caudate,33,REWARD_PROCESSING,Reward Processing
left_angular_gyrus,34,REACTION_TIME,Reaction Time
left_lateral_occipital_cortex_superior_division,34,REACTION_TIME,Reaction Time
left_precuneous_cortex,34,REACTION_TIME,Reaction Time
left_superior_parietal_lobule,34,REACTION_TIME,Reaction Time
left_supramarginal_gyrus_posterior_division,34,REACTION_TIME,Reaction Time
right_cuneal_cortex,34,REACTION_TIME,Reaction Time
right_lateral_occipital_cortex_superior_division,34,REACTION_TIME,Reaction Time
right_middle_frontal_gyrus,34,REACTION_TIME,Reaction Time
right_precuneous_cortex,34,REACTION_TIME,Reaction Time
right_inferior_temporal_gyrus_anterior_division,35,ENCODING,Encoding
right_temporal_fusiform_cortex_anterior_division,35,ENCODING,Encoding
left_thalamus,36,PAIN,Pain
right_thalamus,36,PAIN,Pain
