STRUCTURE,CLUSTER,DOMAIN,TITLE
left_angular_gyrus,1,VISION,Vision
left_lateral_occipital_cortex_superior_division,1,VISION,Vision
left_superior_parietal_lobule,1,VISION,Vision
left_supramarginal_gyrus_anterior_division,1,VISION,Vision
left_supramarginal_gyrus_posterior_division,1,VISION,Vision
right_angular_gyrus,1,VISION,Vision
right_superior_parietal_lobule,1,VISION,Vision
right_supramarginal_gyrus_posterior_division,1,VISION,Vision
left_cingulate_gyrus_posterior_division,2,MEMORY,Memory
left_precuneous_cortex,2,MEMORY,Memory
right_cingulate_gyrus_posterior_division,2,MEMORY,Memory
right_cuneal_cortex,2,MEMORY,Memory
right_intracalcarine_cortex,2,MEMORY,Memory
right_lingual_gyrus,2,MEMORY,Memory
right_precuneous_cortex,2,MEMORY,Memory
right_supracalcarine_cortex,2,MEMORY,Memory
left_cingulate_gyrus_anterior_division,3,COGNITION,Cognition
left_paracingulate_gyrus,3,COGNITION,Cognition
right_cingulate_gyrus_anterior_division,3,COGNITION,Cognition
right_insular_cortex,3,COGNITION,Cognition
right_paracingulate_gyrus,3,COGNITION,Cognition
right_middle_temporal_gyrus_anterior_division,4,LANGUAGE,Language
right_middle_temporal_gyrus_posterior_division,4,LANGUAGE,Language
right_superior_temporal_gyrus_anterior_division,4,LANGUAGE,Language
right_inferior_temporal_gyrus_anterior_division,5,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_anterior_division,5,EPISODIC_MEMORY,Episodic Memory
left_central_opercular_cortex,6,HAND,Hand
left_parietal_operculum_cortex,6,HAND,Hand
right_central_opercular_cortex,6,HAND,Hand
right_parietal_operculum_cortex,6,HAND,Hand
right_planum_temporale,6,HAND,Hand
right_supramarginal_gyrus_anterior_division,6,HAND,Hand
right_inferior_temporal_gyrus_temporooccipital_part,7,REPRESENTATION,Representation
right_lateral_occipital_cortex_inferior_division,7,REPRESENTATION,Representation
right_lateral_occipital_cortex_superior_division,7,REPRESENTATION,Representation
right_middle_temporal_gyrus_temporooccipital_part,7,REPRESENTATION,Representation
right_occipital_fusiform_gyrus,7,REPRESENTATION,Representation
right_occipital_pole,7,REPRESENTATION,Representation
right_temporal_occipital_fusiform_cortex,7,REPRESENTATION,Representation
left_frontal_operculum_cortex,8,MEANING,Meaning
left_inferior_frontal_gyrus_pars_opercularis,8,MEANING,Meaning
left_inferior_frontal_gyrus_pars_triangularis,8,MEANING,Meaning
left_middle_frontal_gyrus,8,MEANING,Meaning
right_accumbens,9,REWARD,Reward
right_amygdala,10,EMOTION,Emotion
right_parahippocampal_gyrus_anterior_division,10,EMOTION,Emotion
right_inferior_temporal_gyrus_posterior_division,11,RECOGNITION,Recognition
right_temporal_fusiform_cortex_posterior_division,11,RECOGNITION,Recognition
left_pallidum,12,FEEDBACK,Feedback
left_putamen,12,FEEDBACK,Feedback
right_caudate,12,FEEDBACK,Feedback
right_pallidum,12,FEEDBACK,Feedback
right_putamen,12,FEEDBACK,Feedback
left_amygdala,13,RECALL,Recall
left_hippocampus,13,RECALL,Recall
left_parahippocampal_gyrus_anterior_division,13,RECALL,Recall
left_parahippocampal_gyrus_posterior_division,13,RECALL,Recall
right_hippocampus,13,RECALL,Recall
right_parahippocampal_gyrus_posterior_division,13,RECALL,Recall
left_subcallosal_cortex,14,MOOD,Mood
right_subcallosal_cortex,14,MOOD,Mood
left_inferior_temporal_gyrus_posterior_division,15,WORD,Word
left_temporal_fusiform_cortex_posterior_division,15,WORD,Word
left_middle_temporal_gyrus_anterior_division,16,SEMANTIC_PROCESSING,Semantic Processing
left_superior_temporal_gyrus_anterior_division,16,SEMANTIC_PROCESSING,Semantic Processing
left_cerebellar_crus,17,EXECUTION,Execution
left_cerebellar_lobules,17,EXECUTION,Execution
left_cerebellar_vermis,17,EXECUTION,Execution
right_cerebellar_crus,17,EXECUTION,Execution
right_cerebellar_lobules,17,EXECUTION,Execution
right_cerebellar_vermis,17,EXECUTION,Execution
left_frontal_medial_cortex,18,THOUGHT,Thought
right_frontal_medial_cortex,18,THOUGHT,Thought
left_postcentral_gyrus,19,PREPARATION,Preparation
left_precentral_gyrus,19,PREPARATION,Preparation
left_superior_frontal_gyrus,19,PREPARATION,Preparation
left_supplementary_motor_cortex,19,PREPARATION,Preparation
right_inferior_frontal_gyrus_pars_opercularis,19,PREPARATION,Preparation
right_middle_frontal_gyrus,19,PREPARATION,Preparation
right_postcentral_gyrus,19,PREPARATION,Preparation
right_precentral_gyrus,19,PREPARATION,Preparation
right_superior_frontal_gyrus,19,PREPARATION,Preparation
right_supplementary_motor_cortex,19,PREPARATION,Preparation
left_frontal_orbital_cortex,20,MANIPULATION,Manipulation
left_frontal_pole,20,MANIPULATION,Manipulation
left_insular_cortex,20,MANIPULATION,Manipulation
right_frontal_operculum_cortex,20,MANIPULATION,Manipulation
right_frontal_orbital_cortex,20,MANIPULATION,Manipulation
right_frontal_pole,20,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_triangularis,20,MANIPULATION,Manipulation
right_temporal_pole,20,MANIPULATION,Manipulation
left_heschls_gyrus,21,HEARING,Hearing
left_planum_polare,21,HEARING,Hearing
left_temporal_pole,21,HEARING,Hearing
right_heschls_gyrus,21,HEARING,Hearing
right_planum_polare,21,HEARING,Hearing
left_cuneal_cortex,22,ENCODING,Encoding
left_intracalcarine_cortex,22,ENCODING,Encoding
left_supracalcarine_cortex,22,ENCODING,Encoding
left_middle_temporal_gyrus_posterior_division,23,LANGUAGE_PROCESSING,Language Processing
left_middle_temporal_gyrus_temporooccipital_part,23,LANGUAGE_PROCESSING,Language Processing
left_planum_temporale,23,LANGUAGE_PROCESSING,Language Processing
left_superior_temporal_gyrus_posterior_division,23,LANGUAGE_PROCESSING,Language Processing
right_superior_temporal_gyrus_posterior_division,23,LANGUAGE_PROCESSING,Language Processing
left_inferior_temporal_gyrus_anterior_division,24,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_anterior_division,24,RETRIEVAL,Retrieval
left_thalamus,25,ANTICIPATION,Anticipation
right_thalamus,25,ANTICIPATION,Anticipation
left_caudate,26,DECISION_MAKING,Decision Making
left_accumbens,27,LOSS,Loss
left_brainstem,28,AROUSAL,Arousal
right_brainstem,28,AROUSAL,Arousal
left_inferior_temporal_gyrus_temporooccipital_part,29,FAMILIARITY,Familiarity
left_lateral_occipital_cortex_inferior_division,29,FAMILIARITY,Familiarity
left_lingual_gyrus,29,FAMILIARITY,Familiarity
left_occipital_fusiform_gyrus,29,FAMILIARITY,Familiarity
left_occipital_pole,29,FAMILIARITY,Familiarity
left_temporal_occipital_fusiform_cortex,29,FAMILIARITY,Familiarity
