STRUCTURE,CLUSTER,DOMAIN,TITLE
left_cerebellar_vermis,1,EXECUTION,Execution
right_cerebellar_vermis,1,EXECUTION,Execution
left_angular_gyrus,2,VISION,Vision
left_lateral_occipital_cortex_superior_division,2,VISION,Vision
left_superior_parietal_lobule,2,VISION,Vision
left_supramarginal_gyrus_posterior_division,2,VISION,Vision
right_lateral_occipital_cortex_superior_division,2,VISION,Vision
right_superior_parietal_lobule,2,VISION,Vision
left_heschls_gyrus,3,HEARING,Hearing
left_planum_polare,3,HEARING,Hearing
left_planum_temporale,3,HEARING,Hearing
left_superior_temporal_gyrus_anterior_division,3,HEARING,Hearing
left_superior_temporal_gyrus_posterior_division,3,HEARING,Hearing
right_central_opercular_cortex,3,HEARING,Hearing
right_heschls_gyrus,3,HEARING,Hearing
right_middle_temporal_gyrus_posterior_division,3,HEARING,Hearing
right_planum_polare,3,HEARING,Hearing
right_planum_temporale,3,HEARING,Hearing
right_superior_temporal_gyrus_anterior_division,3,HEARING,Hearing
right_superior_temporal_gyrus_posterior_division,3,HEARING,Hearing
left_hippocampus,4,MEMORY,Memory
left_parahippocampal_gyrus_posterior_division,4,MEMORY,Memory
left_cingulate_gyrus_posterior_division,5,EPISODIC_MEMORY,Episodic Memory
left_cuneal_cortex,5,EPISODIC_MEMORY,Episodic Memory
left_intracalcarine_cortex,5,EPISODIC_MEMORY,Episodic Memory
left_precuneous_cortex,5,EPISODIC_MEMORY,Episodic Memory
left_supracalcarine_cortex,5,EPISODIC_MEMORY,Episodic Memory
right_cingulate_gyrus_posterior_division,5,EPISODIC_MEMORY,Episodic Memory
right_cuneal_cortex,5,EPISODIC_MEMORY,Episodic Memory
right_intracalcarine_cortex,5,EPISODIC_MEMORY,Episodic Memory
right_lingual_gyrus,5,EPISODIC_MEMORY,Episodic Memory
right_precuneous_cortex,5,EPISODIC_MEMORY,Episodic Memory
right_supracalcarine_cortex,5,EPISODIC_MEMORY,Episodic Memory
left_frontal_operculum_cortex,6,COGNITION,Cognition
left_frontal_orbital_cortex,6,COGNITION,Cognition
left_frontal_pole,6,COGNITION,Cognition
left_inferior_frontal_gyrus_pars_triangularis,6,COGNITION,Cognition
left_insular_cortex,6,COGNITION,Cognition
left_paracingulate_gyrus,6,COGNITION,Cognition
left_temporal_pole,6,COGNITION,Cognition
right_frontal_operculum_cortex,6,COGNITION,Cognition
right_frontal_orbital_cortex,6,COGNITION,Cognition
right_frontal_pole,6,COGNITION,Cognition
right_inferior_frontal_gyrus_pars_triangularis,6,COGNITION,Cognition
right_insular_cortex,6,COGNITION,Cognition
right_temporal_pole,6,COGNITION,Cognition
left_inferior_temporal_gyrus_anterior_division,7,MEANING,Meaning
left_inferior_temporal_gyrus_posterior_division,7,MEANING,Meaning
left_middle_temporal_gyrus_anterior_division,7,MEANING,Meaning
left_middle_temporal_gyrus_posterior_division,7,MEANING,Meaning
left_temporal_fusiform_cortex_anterior_division,7,MEANING,Meaning
left_temporal_fusiform_cortex_posterior_division,7,MEANING,Meaning
right_middle_temporal_gyrus_anterior_division,7,MEANING,Meaning
left_inferior_frontal_gyrus_pars_opercularis,8,MANIPULATION,Manipulation
left_middle_frontal_gyrus,8,MANIPULATION,Manipulation
left_precentral_gyrus,8,MANIPULATION,Manipulation
left_superior_frontal_gyrus,8,MANIPULATION,Manipulation
right_angular_gyrus,8,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_opercularis,8,MANIPULATION,Manipulation
right_middle_frontal_gyrus,8,MANIPULATION,Manipulation
right_middle_temporal_gyrus_temporooccipital_part,8,MANIPULATION,Manipulation
right_precentral_gyrus,8,MANIPULATION,Manipulation
right_superior_frontal_gyrus,8,MANIPULATION,Manipulation
right_supramarginal_gyrus_posterior_division,8,MANIPULATION,Manipulation
left_inferior_temporal_gyrus_temporooccipital_part,9,PERCEPTION,Perception
left_lateral_occipital_cortex_inferior_division,9,PERCEPTION,Perception
left_lingual_gyrus,9,PERCEPTION,Perception
left_middle_temporal_gyrus_temporooccipital_part,9,PERCEPTION,Perception
left_occipital_fusiform_gyrus,9,PERCEPTION,Perception
left_occipital_pole,9,PERCEPTION,Perception
left_temporal_occipital_fusiform_cortex,9,PERCEPTION,Perception
right_inferior_temporal_gyrus_temporooccipital_part,9,PERCEPTION,Perception
right_lateral_occipital_cortex_inferior_division,9,PERCEPTION,Perception
right_occipital_fusiform_gyrus,9,PERCEPTION,Perception
right_occipital_pole,9,PERCEPTION,Perception
right_temporal_occipital_fusiform_cortex,9,PERCEPTION,Perception
right_hippocampus,10,RETRIEVAL,Retrieval
right_inferior_temporal_gyrus_posterior_division,10,RETRIEVAL,Retrieval
right_parahippocampal_gyrus_posterior_division,10,RETRIEVAL,Retrieval
right_temporal_fusiform_cortex_posterior_division,10,RETRIEVAL,Retrieval
left_central_opercular_cortex,11,HAND,Hand
left_cerebellar_crus,11,HAND,Hand
left_cerebellar_lobules,11,HAND,Hand
left_parietal_operculum_cortex,11,HAND,Hand
left_postcentral_gyrus,11,HAND,Hand
left_supplementary_motor_cortex,11,HAND,Hand
left_supramarginal_gyrus_anterior_division,11,HAND,Hand
right_cerebellar_crus,11,HAND,Hand
right_cerebellar_lobules,11,HAND,Hand
right_parietal_operculum_cortex,11,HAND,Hand
right_postcentral_gyrus,11,HAND,Hand
right_supplementary_motor_cortex,11,HAND,Hand
right_supramarginal_gyrus_anterior_division,11,HAND,Hand
left_frontal_medial_cortex,12,EMOTION,Emotion
left_subcallosal_cortex,12,EMOTION,Emotion
right_frontal_medial_cortex,12,EMOTION,Emotion
right_subcallosal_cortex,12,EMOTION,Emotion
left_caudate,13,DECISION_MAKING,Decision Making
