STRUCTURE,CLUSTER,DOMAIN,TITLE
right_intracalcarine_cortex,14,ENCODING,Encoding
right_lingual_gyrus,14,ENCODING,Encoding
right_precuneous_cortex,14,ENCODING,Encoding
right_supracalcarine_cortex,14,ENCODING,Encoding
right_cerebellar_crus,15,REST,Rest
right_cerebellar_lobules,15,REST,Rest
left_lateral_occipital_cortex_inferior_division,16,RECOGNITION,Recognition
left_lingual_gyrus,16,RECOGNITION,Recognition
left_occipital_fusiform_gyrus,16,RECOGNITION,Recognition
right_lateral_occipital_cortex_inferior_division,16,RECOGNITION,Recognition
right_occipital_fusiform_gyrus,16,RECOGNITION,Recognition
left_cingulate_gyrus_anterior_division,17,COGNITION,Cognition
left_cingulate_gyrus_posterior_division,17,COGNITION,Cognition
left_paracingulate_gyrus,17,COGNITION,Cognition
left_superior_frontal_gyrus,17,COGNITION,Cognition
right_cingulate_gyrus_anterior_division,17,COGNITION,Cognition
right_frontal_pole,17,COGNITION,Cognition
right_paracingulate_gyrus,17,COGNITION,Cognition
right_cerebellar_vermis,18,EXECUTION,Execution
left_inferior_temporal_gyrus_anterior_division,19,RETRIEVAL,Retrieval
left_temporal_fusiform_cortex_anterior_division,19,RETRIEVAL,Retrieval
left_frontal_medial_cortex,20,THOUGHT,Thought
left_thalamus,21,ANTICIPATION,Anticipation
right_thalamus,21,ANTICIPATION,Anticipation
left_accumbens,22,DECISION_MAKING,Decision Making
left_brainstem,23,VALENCE,Valence
right_middle_temporal_gyrus_anterior_division,24,SPEECH,Speech
right_middle_temporal_gyrus_posterior_division,24,SPEECH,Speech
right_superior_temporal_gyrus_anterior_division,24,SPEECH,Speech
left_insular_cortex,25,COGNITIVE_PROCESS,Cognitive Process
right_frontal_operculum_cortex,25,COGNITIVE_PROCESS,Cognitive Process
right_frontal_orbital_cortex,25,COGNITIVE_PROCESS,Cognitive Process
right_inferior_frontal_gyrus_pars_triangularis,25,COGNITIVE_PROCESS,Cognitive Process
right_insular_cortex,25,COGNITIVE_PROCESS,Cognitive Process
left_temporal_pole,26,SOCIAL_COGNITION,Social Cognition
right_temporal_pole,26,SOCIAL_COGNITION,Social Cognition
left_angular_gyrus,27,REACTION_TIME,Reaction Time
left_inferior_frontal_gyrus_pars_opercularis,27,REACTION_TIME,Reaction Time
left_lateral_occipital_cortex_superior_division,27,REACTION_TIME,Reaction Time
left_middle_frontal_gyrus,27,REACTION_TIME,Reaction Time
left_superior_parietal_lobule,27,REACTION_TIME,Reaction Time
left_supramarginal_gyrus_posterior_division,27,REACTION_TIME,Reaction Time
right_angular_gyrus,27,REACTION_TIME,Reaction Time
right_lateral_occipital_cortex_superior_division,27,REACTION_TIME,Reaction Time
right_supramarginal_gyrus_posterior_division,27,REACTION_TIME,Reaction Time
right_inferior_temporal_gyrus_posterior_division,28,FAMILIARITY,Familiarity
left_inferior_temporal_gyrus_posterior_division,29,WORD,Word
left_temporal_fusiform_cortex_posterior_division,29,WORD,Word
right_caudate,30,FEEDBACK,Feedback
left_central_opercular_cortex,31,TONE,Tone
left_parietal_operculum_cortex,31,TONE,Tone
right_central_opercular_cortex,31,TONE,Tone
right_accumbens,32,LOSS,Loss
right_inferior_temporal_gyrus_anterior_division,33,REMEMBERING,Remembering
right_temporal_fusiform_cortex_anterior_division,33,REMEMBERING,Remembering
right_inferior_temporal_gyrus_temporooccipital_part,34,FACE,Face
right_middle_temporal_gyrus_temporooccipital_part,34,FACE,Face
right_temporal_occipital_fusiform_cortex,34,FACE,Face
left_middle_temporal_gyrus_posterior_division,35,SEMANTIC_PROCESSING,Semantic Processing
left_superior_temporal_gyrus_posterior_division,35,SEMANTIC_PROCESSING,Semantic Processing
right_frontal_medial_cortex,36,MOOD,Mood
left_cerebellar_crus,37,PLANNING,Planning
left_cerebellar_lobules,37,PLANNING,Planning
left_heschls_gyrus,38,HEARING,Hearing
left_planum_polare,38,HEARING,Hearing
left_planum_temporale,38,HEARING,Hearing
left_cerebellar_vermis,39,MOVEMENT,Movement
left_subcallosal_cortex,40,SALIENCE,Salience
right_brainstem,41,FEAR,Fear
