STRUCTURE,CLUSTER,DOMAIN,TITLE
right_postcentral_gyrus,1,HAND,Hand
right_supramarginal_gyrus_anterior_division,1,HAND,Hand
left_lateral_occipital_cortex_inferior_division,2,VISION,Vision
left_occipital_fusiform_gyrus,2,VISION,Vision
left_occipital_pole,2,VISION,Vision
right_inferior_temporal_gyrus_temporooccipital_part,2,VISION,Vision
right_lateral_occipital_cortex_inferior_division,2,VISION,Vision
right_lingual_gyrus,2,VISION,Vision
right_middle_temporal_gyrus_temporooccipital_part,2,VISION,Vision
right_occipital_fusiform_gyrus,2,VISION,Vision
right_occipital_pole,2,VISION,Vision
right_temporal_occipital_fusiform_cortex,2,VISION,Vision
right_frontal_operculum_cortex,3,MANIPULATION,Manipulation
right_frontal_orbital_cortex,3,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_triangularis,3,MANIPULATION,Manipulation
right_insular_cortex,3,MANIPULATION,Manipulation
left_middle_temporal_gyrus_anterior_division,4,LANGUAGE,Language
left_middle_temporal_gyrus_posterior_division,4,LANGUAGE,Language
left_superior_temporal_gyrus_anterior_division,4,LANGUAGE,Language
right_hippocampus,5,MEMORY,Memory
right_parahippocampal_gyrus_anterior_division,5,MEMORY,Memory
left_cingulate_gyrus_posterior_division,6,EPISODIC_MEMORY,Episodic Memory
left_precuneous_cortex,6,EPISODIC_MEMORY,Episodic Memory
right_cingulate_gyrus_posterior_division,6,EPISODIC_MEMORY,Episodic Memory
left_angular_gyrus,7,COGNITIVE_PROCESS,Cognitive Process
left_lateral_occipital_cortex_superior_division,7,COGNITIVE_PROCESS,Cognitive Process
left_middle_frontal_gyrus,7,COGNITIVE_PROCESS,Cognitive Process
left_superior_parietal_lobule,7,COGNITIVE_PROCESS,Cognitive Process
left_supramarginal_gyrus_anterior_division,7,COGNITIVE_PROCESS,Cognitive Process
left_supramarginal_gyrus_posterior_division,7,COGNITIVE_PROCESS,Cognitive Process
right_angular_gyrus,7,COGNITIVE_PROCESS,Cognitive Process
right_lateral_occipital_cortex_superior_division,7,COGNITIVE_PROCESS,Cognitive Process
right_superior_parietal_lobule,7,COGNITIVE_PROCESS,Cognitive Process
right_supramarginal_gyrus_posterior_division,7,COGNITIVE_PROCESS,Cognitive Process
right_pallidum,8,ANTICIPATION,Anticipation
left_heschls_gyrus,9,HEARING,Hearing
left_parietal_operculum_cortex,9,HEARING,Hearing
left_planum_polare,9,HEARING,Hearing
left_planum_temporale,9,HEARING,Hearing
left_superior_temporal_gyrus_posterior_division,9,HEARING,Hearing
left_accumbens,10,REWARD,Reward
right_cuneal_cortex,11,REACTION_TIME,Reaction Time
right_intracalcarine_cortex,11,REACTION_TIME,Reaction Time
right_precuneous_cortex,11,REACTION_TIME,Reaction Time
right_supracalcarine_cortex,11,REACTION_TIME,Reaction Time
right_frontal_medial_cortex,12,EMOTION,Emotion
left_cerebellar_crus,13,EXECUTION,Execution
left_cerebellar_lobules,13,EXECUTION,Execution
right_cerebellar_crus,13,EXECUTION,Execution
right_cerebellar_lobules,13,EXECUTION,Execution
left_postcentral_gyrus,14,ARM,Arm
left_precentral_gyrus,14,ARM,Arm
left_supplementary_motor_cortex,14,ARM,Arm
right_inferior_frontal_gyrus_pars_opercularis,14,ARM,Arm
right_precentral_gyrus,14,ARM,Arm
right_supplementary_motor_cortex,14,ARM,Arm
left_cingulate_gyrus_anterior_division,15,COGNITION,Cognition
left_insular_cortex,15,COGNITION,Cognition
left_paracingulate_gyrus,15,COGNITION,Cognition
left_superior_frontal_gyrus,15,COGNITION,Cognition
right_cingulate_gyrus_anterior_division,15,COGNITION,Cognition
