STRUCTURE,CLUSTER,DOMAIN,TITLE
left_heschls_gyrus,1,HEARING,Hearing
left_parietal_operculum_cortex,1,HEARING,Hearing
left_planum_polare,1,HEARING,Hearing
left_planum_temporale,1,HEARING,Hearing
right_central_opercular_cortex,1,HEARING,Hearing
right_heschls_gyrus,1,HEARING,Hearing
right_parietal_operculum_cortex,1,HEARING,Hearing
right_planum_polare,1,HEARING,Hearing
right_planum_temporale,1,HEARING,Hearing
right_superior_temporal_gyrus_anterior_division,1,HEARING,Hearing
right_superior_temporal_gyrus_posterior_division,1,HEARING,Hearing
left_cingulate_gyrus_posterior_division,2,MEMORY,Memory
right_cingulate_gyrus_posterior_division,2,MEMORY,Memory
left_postcentral_gyrus,3,HAND,Hand
left_superior_parietal_lobule,3,HAND,Hand
left_supramarginal_gyrus_anterior_division,3,HAND,Hand
right_postcentral_gyrus,3,HAND,Hand
right_superior_parietal_lobule,3,HAND,Hand
right_supramarginal_gyrus_anterior_division,3,HAND,Hand
right_inferior_temporal_gyrus_posterior_division,4,EPISODIC_MEMORY,Episodic Memory
right_parahippocampal_gyrus_posterior_division,4,EPISODIC_MEMORY,Episodic Memory
right_temporal_fusiform_cortex_posterior_division,4,EPISODIC_MEMORY,Episodic Memory
left_cingulate_gyrus_anterior_division,5,REACTION_TIME,Reaction Time
left_paracingulate_gyrus,5,REACTION_TIME,Reaction Time
left_thalamus,5,REACTION_TIME,Reaction Time
right_cingulate_gyrus_anterior_division,5,REACTION_TIME,Reaction Time
right_paracingulate_gyrus,5,REACTION_TIME,Reaction Time
right_thalamus,5,REACTION_TIME,Reaction Time
left_lateral_occipital_cortex_inferior_division,6,VISION,Vision
left_lingual_gyrus,6,VISION,Vision
left_occipital_fusiform_gyrus,6,VISION,Vision
left_occipital_pole,6,VISION,Vision
right_inferior_temporal_gyrus_temporooccipital_part,6,VISION,Vision
right_lateral_occipital_cortex_inferior_division,6,VISION,Vision
right_occipital_fusiform_gyrus,6,VISION,Vision
right_occipital_pole,6,VISION,Vision
right_temporal_occipital_fusiform_cortex,6,VISION,Vision
left_inferior_temporal_gyrus_temporooccipital_part,7,MEANING,Meaning
left_middle_temporal_gyrus_temporooccipital_part,7,MEANING,Meaning
left_frontal_medial_cortex,8,AROUSAL,Arousal
right_frontal_medial_cortex,8,AROUSAL,Arousal
right_subcallosal_cortex,8,AROUSAL,Arousal
left_amygdala,9,EMOTION,Emotion
left_hippocampus,9,EMOTION,Emotion
left_parahippocampal_gyrus_anterior_division,9,EMOTION,Emotion
right_amygdala,9,EMOTION,Emotion
right_hippocampus,9,EMOTION,Emotion
right_parahippocampal_gyrus_anterior_division,9,EMOTION,Emotion
left_cerebellar_crus,10,EXECUTION,Execution
left_cerebellar_lobules,10,EXECUTION,Execution
left_cerebellar_vermis,10,EXECUTION,Execution
left_supplementary_motor_cortex,10,EXECUTION,Execution
right_cerebellar_crus,10,EXECUTION,Execution
right_cerebellar_lobules,10,EXECUTION,Execution
right_cerebellar_vermis,10,EXECUTION,Execution
right_supplementary_motor_cortex,10,EXECUTION,Execution
left_angular_gyrus,11,MANIPULATION,Manipulation
left_inferior_frontal_gyrus_pars_opercularis,11,MANIPULATION,Manipulation
left_lateral_occipital_cortex_superior_division,11,MANIPULATION,Manipulation
left_middle_frontal_gyrus,11,MANIPULATION,Manipulation
left_precentral_gyrus,11,MANIPULATION,Manipulation
left_precuneous_cortex,11,MANIPULATION,Manipulation
left_superior_frontal_gyrus,11,MANIPULATION,Manipulation
left_supramarginal_gyrus_posterior_division,11,MANIPULATION,Manipulation
right_angular_gyrus,11,MANIPULATION,Manipulation
right_inferior_frontal_gyrus_pars_opercularis,11,MANIPULATION,Manipulation
right_lateral_occipital_cortex_superior_division,11,MANIPULATION,Manipulation
right_middle_frontal_gyrus,11,MANIPULATION,Manipulation
right_middle_temporal_gyrus_temporooccipital_part,11,MANIPULATION,Manipulation
right_precentral_gyrus,11,MANIPULATION,Manipulation
right_precuneous_cortex,11,MANIPULATION,Manipulation
right_superior_frontal_gyrus,11,MANIPULATION,Manipulation
right_supramarginal_gyrus_posterior_division,11,MANIPULATION,Manipulation
left_caudate,12,REWARD,Reward
left_middle_temporal_gyrus_anterior_division,13,LANGUAGE,Language
left_middle_temporal_gyrus_posterior_division,13,LANGUAGE,Language
left_superior_temporal_gyrus_anterior_division,13,LANGUAGE,Language
left_superior_temporal_gyrus_posterior_division,13,LANGUAGE,Language
right_middle_temporal_gyrus_anterior_division,13,LANGUAGE,Language
right_middle_temporal_gyrus_posterior_division,13,LANGUAGE,Language
left_cuneal_cortex,14,RECALL,Recall
left_intracalcarine_cortex,14,RECALL,Recall
left_supracalcarine_cortex,14,RECALL,Recall
right_cuneal_cortex,14,RECALL,Recall
right_intracalcarine_cortex,14,RECALL,Recall
right_lingual_gyrus,14,RECALL,Recall
right_supracalcarine_cortex,14,RECALL,Recall
left_brainstem,15,CONTEXT,Context
left_central_opercular_cortex,15,CONTEXT,Context
left_frontal_operculum_cortex,15,CONTEXT,Context
left_insular_cortex,15,CONTEXT,Context
left_temporal_pole,15,CONTEXT,Context
right_brainstem,15,CONTEXT,Context
right_frontal_operculum_cortex,15,CONTEXT,Context
right_frontal_orbital_cortex,15,CONTEXT,Context
