1402966,3
1410086,3
1448149,1
1486459,7
1486460,4
1519476,5
1527602,3
1542680,1
1613546,5
1633409,4
1679944,7
1791928,6
1822545,5
1869921,4
1875248,5
1884179,7
1929214,2
2296583,3
2360050,4
2396097,4
3277066,5
3298565,5
3653828,4
3875696,5
7472384,5
7479961,5
7485619,5
7488733,3
7569934,4
7708745,4
7714579,5
7811563,5
7820564,5
7820565,4
7846080,5
7850422,7
7864258,4
7865775,4
7922456,7
7925790,7
7935791,4
7953589,4
8027764,5
8038933,3
8207487,5
8232848,5
8286936,5
8350282,5
8405250,5
8410148,5
8430100,5
8430101,5
8441008,4
8480815,3
8524452,5
8551361,4
8556839,4
8592204,3
8592206,4
8595189,5
8606767,6
8606771,4
8624678,5
8628399,4
8642414,5
8642416,4
8642418,6
8656296,4
8670634,5
8673502,7
8700204,4
8730806,5
8738230,5
8772633,3
8774879,5
8784221,5
8784224,7
8786445,5
8790444,3
8805334,7
8805700,6
8805836,6
8813286,7
8815903,4
8822570,5
8836245,3
8855347,3
8864300,5
8889766,5
8893004,1
8896772,3
8904757,4
8929174,7
8931582,3
8931588,4
8938120,4
8951412,5
8952093,4
8957565,3
8981399,7
8981469,7
8988793,4
8989012,5
9010014,5
9023428,5
9023435,5
9025115,4
9038283,5
9038284,5
9051780,6
9054787,4
9055802,3
9065511,4
9080447,5
9084599,5
9084621,5
9108115,1
9114262,4
9114263,5
9116229,5
9121583,5
9125463,5
9126062,5
9133394,5
9141092,3
9153035,4
9153677,5
9160646,4
9175118,3
9183247,5
9183248,7
9185551,1
9187292,4
9204934,7
9210741,3
9210742,3
9217681,5
9223090,4
9223094,5
9228523,4
9238064,5
9242293,5
9256495,4
9287369,4
9295118,7
9295122,4
9299382,5
9305814,5
9309607,7
9333238,3
9343589,3
9343594,5
9343606,3
9343610,3
9343611,5
9345474,7
9345478,5
9345483,5
9345509,3
9345552,5
9347486,3
9352521,1
9354332,4
9365370,4
9389221,3
9391021,5
9397017,5
9401596,5
9405692,4
9412517,1
9414011,5
9417966,5
9427311,3
9427367,7
9430507,1
9462476,3
9462480,4
9463462,5
9465007,5
9469535,5
9482951,6
9491989,4
9500831,7
9501235,5
9510380,4
9510384,5
9529825,4
9529941,5
9529944,3
9539233,4
9547077,3
9549487,1
9549504,5
9549517,4
9559951,3
9571103,5
9576541,5
9597657,5
9619195,3
9620697,4
9620698,1
9620699,3
9626670,5
9626672,5
9626674,5
9626713,3
9632390,5
9636217,5
9648549,3
9665617,4
9673660,5
9673996,5
9674604,7
9679774,5
9685203,4
9696465,3
9698330,5
9698571,7
9698575,5
9698579,5
9699694,3
9704265,5
9704267,4
9714705,5
9740361,7
9740761,1
9749761,5
9753190,3
9754701,5
9758739,5
9758741,5
9758742,5
9770542,4
9772106,5
9772269,5
9772270,5
9787003,5
9798741,4
9799627,4
9801380,5
9801381,5
9802236,4
9808463,4
9819069,3
9819271,5
9819274,5
9821359,3
9827764,3
9827777,5
9831457,3
9831460,4
9838166,5
9849722,4
9858371,5
9858384,3
9861465,4
9862553,5
9862924,3
9863701,5
9867232,4
9882087,5
9894875,3
9918735,7
9918737,4
9927549,4
9927550,5
9927551,4
9950067,4
9950713,4
9989556,3
