CLUSTER,TOKEN,R,ROC_AUC
1,reward,0.13657352019804492,0.6121944602992577
1,anticipation,0.13374849117237378,0.6121944602992577
1,arousal,0.12213496148540125,0.6121944602992577
1,monitoring,0.11738881702781467,0.6121944602992577
1,decision_making,0.11046858016273238,0.6121944602992577
1,reward_processing,0.10420270529519493,0.6121944602992577
1,valence,0.10106055092063,0.6121944602992577
1,expectancy,0.0989374290390462,0.6121944602992577
1,salience,0.09626669208937193,0.6121944602992577
1,reaction_time,0.09562549444755768,0.6121944602992577
1,cognitive_control,0.09471358466359604,0.6121944602992577
1,reward_anticipation,0.09329779383408177,0.6121944602992577
1,error_detection,0.09184822159592064,0.6121944602992577
1,pain,0.08921194976632492,0.6121944602992577
1,context,0.08590059103707094,0.6121944602992577
1,strategy,0.08573172913200068,0.6121944602992577
1,decision,0.08229486026373564,0.6121944602992577
1,goal,0.08169379164541607,0.6121944602992577
1,response_selection,0.0808624740522357,0.6121944602992577
1,interoception,0.0778735540789492,0.6121944602992577
1,retrieval,0.07653180141652531,0.6121944602992577
1,cognitive_process,0.07569256650819609,0.6121944602992577
1,memory,0.07515013331020176,0.6121944602992577
1,performance_monitoring,0.07488982877233284,0.6121944602992577
1,painful_stimulation,0.07488427496254642,0.6121944602992577
2,face_perception,0.14674697717809004,0.634968213546782
2,recognition,0.14152466130563815,0.634968213546782
2,vision,0.1372274420057295,0.634968213546782
2,object_recognition,0.1314060369614841,0.634968213546782
2,familiarity,0.1299674863774396,0.634968213546782
2,retrieval,0.12321861709949335,0.634968213546782
2,visual_perception,0.12286075816625015,0.634968213546782
2,visual_attention,0.11605160618468426,0.634968213546782
2,visual_angle,0.11133076179494804,0.634968213546782
2,visual_object,0.11000131219114584,0.634968213546782
3,execution,0.1761929653165603,0.6226586043558604
3,working_memory,0.14204414563012152,0.6226586043558604
3,hand,0.14057409663298154,0.6226586043558604
3,manipulation,0.1385686939750358,0.6226586043558604
3,attention,0.1273724207756141,0.6226586043558604
3,movement,0.1262179179609554,0.6226586043558604
3,spatial_attention,0.1259022584402867,0.6226586043558604
3,rehearsal,0.12436261205318586,0.6226586043558604
3,action,0.12285734655327075,0.6226586043558604
3,reaction_time,0.121285952657536,0.6226586043558604
3,covert,0.11899484971226745,0.6226586043558604
3,strategy,0.11694482053213524,0.6226586043558604
3,grasping,0.1160026698102288,0.6226586043558604
3,monitoring,0.11521662876556615,0.6226586043558604
3,representation,0.11359614136716842,0.6226586043558604
3,response_selection,0.11011720513294587,0.6226586043558604
4,memory,0.18403463581897547,0.6449318646679549
4,declarative_memory,0.1657898984036621,0.6449318646679549
4,episodic_memory,0.16008567432671386,0.6449318646679549
4,recognition_memory,0.15425318074608846,0.6449318646679549
4,remembering,0.14429908682592776,0.6449318646679549
4,recognition,0.1340311538128353,0.6449318646679549
4,encoding,0.13115135048914367,0.6449318646679549
4,emotional_memory,0.1306136614043773,0.6449318646679549
