CLUSTER,TOKEN,R,ROC_AUC
1,hearing,0.2052096303601076,0.6522908405358547
1,listening,0.19079628993847386,0.6522908405358547
1,speech,0.18602576633304185,0.6522908405358547
1,speech_perception,0.1697781014582712,0.6522908405358547
1,speech_processing,0.16632903275758582,0.6522908405358547
1,tone,0.16388900465482284,0.6522908405358547
1,music,0.14676205071488668,0.6522908405358547
1,passive_listening,0.13914651864389374,0.6522908405358547
1,melody,0.1386318626809295,0.6522908405358547
1,auditory_perception,0.13205732335511886,0.6522908405358547
1,audition,0.12276819827833002,0.6522908405358547
1,speech_production,0.11693935836546035,0.6522908405358547
1,painful_stimulation,0.11201717738878132,0.6522908405358547
1,syllable,0.11130523010137708,0.6522908405358547
1,pain,0.10882700969802044,0.6522908405358547
1,heat,0.10676945804936,0.6522908405358547
1,intonation,0.10407892297420644,0.6522908405358547
2,memory,0.1263645892017854,0.5995422963366464
2,episodic_memory,0.12407337036211945,0.5995422963366464
2,remembering,0.1188796211498542,0.5995422963366464
2,memory_retrieval,0.1159416023959423,0.5995422963366464
2,retrieval,0.11557467951553076,0.5995422963366464
2,autobiographical_memory,0.09757007829390846,0.5995422963366464
2,recall,0.09456762657164808,0.5995422963366464
2,visual_imagery,0.09247456693361512,0.5995422963366464
2,prospection,0.0915954859962261,0.5995422963366464
2,encoding,0.09145724087145367,0.5995422963366464
2,source_memory,0.09107394066595546,0.5995422963366464
2,recognition_memory,0.08898268650470824,0.5995422963366464
2,episodic_simulation,0.08721594828485195,0.5995422963366464
2,navigation,0.08719333859621706,0.5995422963366464
2,spatial_memory,0.08201041571597137,0.5995422963366464
2,mental_imagery,0.07974546620386272,0.5995422963366464
2,visual_attention,0.07798176837698491,0.5995422963366464
2,familiarity,0.07605992825394017,0.5995422963366464
2,episodic_future_thinking,0.07406278113531797,0.5995422963366464
2,spatial_attention,0.07253304060235463,0.5995422963366464
2,theory_mind,0.07112662871325966,0.5995422963366464
3,face_perception,0.18215294932891,0.6505088439963714
3,recognition,0.16465544346536395,0.6505088439963714
3,object_recognition,0.15770829599544753,0.6505088439963714
3,vision,0.15048649395661756,0.6505088439963714
3,familiarity,0.15047016785825845,0.6505088439963714
3,face,0.1371068775584728,0.6505088439963714
3,visual_object,0.13240878364311326,0.6505088439963714
3,picture,0.1312529147439375,0.6505088439963714
3,visual_perception,0.13049473985126958,0.6505088439963714
3,word,0.1303758330457279,0.6505088439963714
3,reading,0.12898190732620984,0.6505088439963714
3,face_recognition,0.1260213615465397,0.6505088439963714
3,semantic_processing,0.1259047766585179,0.6505088439963714
3,retrieval,0.12575770783771398,0.6505088439963714
3,naming,0.12417305923118807,0.6505088439963714
3,visual_angle,0.12170939969349615,0.6505088439963714
4,retrieval,0.1476534748055753,0.6251560319581777
4,word,0.132696239260792,0.6251560319581777
4,working_memory,0.1286888111810386,0.6251560319581777
4,monitoring,0.1279022476779878,0.6251560319581777
4,cognitive_process,0.12683551170376756,0.6251560319581777
4,reaction_time,0.12004448205048625,0.6251560319581777
4,semantic_processing,0.11840980558048513,0.6251560319581777
4,manipulation,0.11724464055548565,0.6251560319581777
4,rehearsal,0.11525021599844368,0.6251560319581777
4,memory,0.11464870912333387,0.6251560319581777
4,remembering,0.1117935926338416,0.6251560319581777
4,memory_retrieval,0.10915418922405376,0.6251560319581777
4,judgment,0.10577316345005926,0.6251560319581777
4,language,0.10518245570683836,0.6251560319581777
4,cognitive_control,0.1045733860799758,0.6251560319581777
4,cognitive,0.10413532968548073,0.6251560319581777
4,goal,0.1029128468024564,0.6251560319581777
4,strategy,0.1015007017561562,0.6251560319581777
4,episodic_memory,0.10055469164741128,0.6251560319581777
4,meaning,0.0989107507193581,0.6251560319581777
4,language_processing,0.09861231489792964,0.6251560319581777
4,semantics,0.0981561775248314,0.6251560319581777
4,cognition,0.09744164124105448,0.6251560319581777
4,response_selection,0.0960254683230428,0.6251560319581777
4,semantic_information,0.0942270489337504,0.6251560319581777
5,reward,0.18861313257593768,0.625206745931942
5,reward_processing,0.15082657981725553,0.625206745931942
5,valence,0.12845610787599115,0.625206745931942
5,reward_anticipation,0.12408082484198575,0.625206745931942
5,decision_making,0.1236258367887819,0.625206745931942
5,autobiographical_memory,0.11168718526489517,0.625206745931942
5,arousal,0.10719915702315404,0.625206745931942
5,emotion,0.10658048380656372,0.625206745931942
5,anticipation,0.10170655797323414,0.625206745931942
5,social_cognition,0.09807467350130626,0.625206745931942
