,negative,positive,cognitive,social,arousal_regulatory
8673502,0.06741573033707865,0.14754098360655737,0.21951219512195122,0.18867924528301888,0.14285714285714285
8700204,0.02247191011235955,0.11475409836065574,0.08536585365853659,0.1320754716981132,0.10476190476190476
8730806,0.0449438202247191,0.11475409836065574,0.07317073170731707,0.09433962264150944,0.12380952380952381
8738230,0.011235955056179775,0.11475409836065574,0.0975609756097561,0.1320754716981132,0.0761904761904762
8772633,0.10112359550561797,0.21311475409836064,0.14634146341463414,0.11320754716981132,0.11428571428571428
8774879,0.033707865168539325,0.16393442622950818,0.0975609756097561,0.09433962264150944,0.14285714285714285
8784221,0.06741573033707865,0.18032786885245902,0.14634146341463414,0.09433962264150944,0.13333333333333333
8784224,0.056179775280898875,0.19672131147540983,0.13414634146341464,0.11320754716981132,0.10476190476190476
8786445,0.0,0.08196721311475409,0.06097560975609756,0.05660377358490566,0.047619047619047616
8790444,0.0898876404494382,0.13114754098360656,0.18292682926829268,0.16981132075471697,0.10476190476190476
8805334,0.07865168539325842,0.06557377049180328,0.12195121951219512,0.1509433962264151,0.047619047619047616
8805700,0.033707865168539325,0.06557377049180328,0.14634146341463414,0.18867924528301888,0.05714285714285714
8805836,0.056179775280898875,0.11475409836065574,0.1951219512195122,0.1509433962264151,0.10476190476190476
8813286,0.06741573033707865,0.13114754098360656,0.14634146341463414,0.11320754716981132,0.18095238095238095
8815903,0.056179775280898875,0.22950819672131148,0.2682926829268293,0.20754716981132076,0.13333333333333333
8822570,0.056179775280898875,0.26229508196721313,0.3048780487804878,0.1320754716981132,0.1523809523809524
8836245,0.07865168539325842,0.19672131147540983,0.1951219512195122,0.11320754716981132,0.18095238095238095
8855347,0.033707865168539325,0.09836065573770492,0.12195121951219512,0.09433962264150944,0.06666666666666667
8864300,0.056179775280898875,0.11475409836065574,0.18292682926829268,0.11320754716981132,0.09523809523809523
8889766,0.06741573033707865,0.18032786885245902,0.15853658536585366,0.09433962264150944,0.14285714285714285
8893004,0.10112359550561797,0.09836065573770492,0.14634146341463414,0.1509433962264151,0.11428571428571428
8896772,0.14606741573033707,0.18032786885245902,0.24390243902439024,0.1320754716981132,0.14285714285714285
8904757,0.1348314606741573,0.08196721311475409,0.23170731707317074,0.1320754716981132,0.14285714285714285
8929174,0.15730337078651685,0.16393442622950818,0.23170731707317074,0.16981132075471697,0.1619047619047619
8931582,0.033707865168539325,0.11475409836065574,0.24390243902439024,0.16981132075471697,0.13333333333333333
8931588,0.0898876404494382,0.08196721311475409,0.17073170731707318,0.09433962264150944,0.11428571428571428
8938120,0.0898876404494382,0.14754098360655737,0.08536585365853659,0.1509433962264151,0.08571428571428572
8951412,0.06741573033707865,0.14754098360655737,0.18292682926829268,0.1320754716981132,0.0761904761904762
8952093,0.056179775280898875,0.13114754098360656,0.21951219512195122,0.16981132075471697,0.09523809523809523
8957565,0.056179775280898875,0.14754098360655737,0.21951219512195122,0.05660377358490566,0.06666666666666667
8981399,0.033707865168539325,0.08196721311475409,0.18292682926829268,0.09433962264150944,0.08571428571428572
8981469,0.033707865168539325,0.08196721311475409,0.13414634146341464,0.11320754716981132,0.0761904761904762
8988793,0.056179775280898875,0.13114754098360656,0.2804878048780488,0.18867924528301888,0.11428571428571428
8989012,0.06741573033707865,0.16393442622950818,0.13414634146341464,0.09433962264150944,0.08571428571428572
9010014,0.06741573033707865,0.11475409836065574,0.2073170731707317,0.11320754716981132,0.1619047619047619
9023428,0.0449438202247191,0.16393442622950818,0.10975609756097561,0.09433962264150944,0.14285714285714285
9023435,0.07865168539325842,0.11475409836065574,0.13414634146341464,0.09433962264150944,0.11428571428571428
9025115,0.06741573033707865,0.09836065573770492,0.17073170731707318,0.09433962264150944,0.06666666666666667
9038283,0.02247191011235955,0.16393442622950818,0.12195121951219512,0.1509433962264151,0.11428571428571428
9038284,0.0898876404494382,0.19672131147540983,0.2804878048780488,0.16981132075471697,0.1523809523809524
9051780,0.02247191011235955,0.08196721311475409,0.1951219512195122,0.1320754716981132,0.0761904761904762
9054787,0.1348314606741573,0.13114754098360656,0.18292682926829268,0.1509433962264151,0.13333333333333333
9055802,0.11235955056179775,0.08196721311475409,0.14634146341463414,0.09433962264150944,0.10476190476190476
9065511,0.0449438202247191,0.09836065573770492,0.1951219512195122,0.1509433962264151,0.10476190476190476
9080447,0.10112359550561797,0.11475409836065574,0.13414634146341464,0.07547169811320754,0.10476190476190476
9084599,0.06741573033707865,0.16393442622950818,0.14634146341463414,0.1320754716981132,0.13333333333333333
9084621,0.06741573033707865,0.18032786885245902,0.1951219512195122,0.18867924528301888,0.13333333333333333
9108115,0.11235955056179775,0.11475409836065574,0.1951219512195122,0.11320754716981132,0.09523809523809523
9114262,0.0898876404494382,0.21311475409836064,0.2073170731707317,0.18867924528301888,0.1619047619047619
9114263,0.06741573033707865,0.14754098360655737,0.13414634146341464,0.07547169811320754,0.13333333333333333
9116229,0.033707865168539325,0.04918032786885246,0.04878048780487805,0.07547169811320754,0.05714285714285714
9121583,0.056179775280898875,0.14754098360655737,0.23170731707317074,0.16981132075471697,0.11428571428571428
9125463,0.06741573033707865,0.19672131147540983,0.18292682926829268,0.1320754716981132,0.14285714285714285
9126062,0.056179775280898875,0.16393442622950818,0.23170731707317074,0.18867924528301888,0.1523809523809524
9133394,0.06741573033707865,0.18032786885245902,0.15853658536585366,0.09433962264150944,0.11428571428571428
9141092,0.10112359550561797,0.16393442622950818,0.13414634146341464,0.09433962264150944,0.09523809523809523
9153035,0.033707865168539325,0.09836065573770492,0.13414634146341464,0.09433962264150944,0.10476190476190476
9153677,0.15730337078651685,0.19672131147540983,0.21951219512195122,0.20754716981132076,0.14285714285714285
9160646,0.12359550561797752,0.13114754098360656,0.2073170731707317,0.16981132075471697,0.09523809523809523
9175118,0.011235955056179775,0.14754098360655737,0.10975609756097561,0.1320754716981132,0.09523809523809523
9183247,0.056179775280898875,0.2786885245901639,0.3170731707317073,0.24528301886792453,0.1619047619047619
9183248,0.12359550561797752,0.26229508196721313,0.34146341463414637,0.24528301886792453,0.24761904761904763
9185551,0.07865168539325842,0.14754098360655737,0.15853658536585366,0.1320754716981132,0.11428571428571428
9187292,0.07865168539325842,0.08196721311475409,0.10975609756097561,0.03773584905660377,0.10476190476190476
9204934,0.056179775280898875,0.13114754098360656,0.10975609756097561,0.1320754716981132,0.12380952380952381
9210741,0.1348314606741573,0.19672131147540983,0.21951219512195122,0.20754716981132076,0.1619047619047619
9210742,0.1348314606741573,0.13114754098360656,0.21951219512195122,0.16981132075471697,0.08571428571428572
9217681,0.06741573033707865,0.19672131147540983,0.12195121951219512,0.09433962264150944,0.14285714285714285
9223090,0.06741573033707865,0.08196721311475409,0.18292682926829268,0.07547169811320754,0.11428571428571428
9223094,0.02247191011235955,0.08196721311475409,0.13414634146341464,0.11320754716981132,0.0761904761904762
9228523,0.011235955056179775,0.06557377049180328,0.23170731707317074,0.09433962264150944,0.047619047619047616
9238064,0.056179775280898875,0.18032786885245902,0.1951219512195122,0.09433962264150944,0.10476190476190476
9242293,0.06741573033707865,0.21311475409836064,0.1951219512195122,0.09433962264150944,0.13333333333333333
9256495,0.0449438202247191,0.09836065573770492,0.12195121951219512,0.09433962264150944,0.06666666666666667
9287369,0.14606741573033707,0.06557377049180328,0.15853658536585366,0.16981132075471697,0.11428571428571428
9295118,0.02247191011235955,0.04918032786885246,0.10975609756097561,0.07547169811320754,0.01904761904761905
9295122,0.056179775280898875,0.08196721311475409,0.12195121951219512,0.09433962264150944,0.0761904761904762
9299382,0.07865168539325842,0.16393442622950818,0.2682926829268293,0.20754716981132076,0.12380952380952381
9305814,0.033707865168539325,0.21311475409836064,0.2073170731707317,0.16981132075471697,0.14285714285714285
9309607,0.056179775280898875,0.11475409836065574,0.0975609756097561,0.09433962264150944,0.0761904761904762
9333238,0.0898876404494382,0.13114754098360656,0.12195121951219512,0.18867924528301888,0.10476190476190476
9343589,0.011235955056179775,0.06557377049180328,0.10975609756097561,0.03773584905660377,0.047619047619047616
9343594,0.06741573033707865,0.22950819672131148,0.2804878048780488,0.16981132075471697,0.18095238095238095
9343606,0.06741573033707865,0.18032786885245902,0.14634146341463414,0.11320754716981132,0.11428571428571428
9343610,0.02247191011235955,0.14754098360655737,0.18292682926829268,0.11320754716981132,0.08571428571428572
9343611,0.056179775280898875,0.13114754098360656,0.2073170731707317,0.11320754716981132,0.13333333333333333
9345474,0.02247191011235955,0.13114754098360656,0.18292682926829268,0.16981132075471697,0.10476190476190476
9345478,0.0449438202247191,0.14754098360655737,0.1951219512195122,0.1509433962264151,0.08571428571428572
9345483,0.06741573033707865,0.13114754098360656,0.17073170731707318,0.1320754716981132,0.13333333333333333
9345509,0.056179775280898875,0.08196721311475409,0.23170731707317074,0.1320754716981132,0.08571428571428572
9345552,0.07865168539325842,0.11475409836065574,0.21951219512195122,0.1509433962264151,0.10476190476190476
9347486,0.15730337078651685,0.19672131147540983,0.2682926829268293,0.18867924528301888,0.12380952380952381
9352521,0.21348314606741572,0.16393442622950818,0.23170731707317074,0.1509433962264151,0.12380952380952381
9354332,0.06741573033707865,0.13114754098360656,0.2682926829268293,0.1320754716981132,0.10476190476190476
9365370,0.056179775280898875,0.14754098360655737,0.17073170731707318,0.11320754716981132,0.0761904761904762
9389221,0.1348314606741573,0.19672131147540983,0.2073170731707317,0.1509433962264151,0.13333333333333333
9391021,0.02247191011235955,0.16393442622950818,0.1951219512195122,0.1509433962264151,0.08571428571428572
9397017,0.06741573033707865,0.22950819672131148,0.35365853658536583,0.37735849056603776,0.19047619047619047
9401596,0.11235955056179775,0.18032786885245902,0.21951219512195122,0.18867924528301888,0.13333333333333333
9405692,0.056179775280898875,0.11475409836065574,0.23170731707317074,0.16981132075471697,0.12380952380952381
9412517,0.16853932584269662,0.13114754098360656,0.21951219512195122,0.20754716981132076,0.19047619047619047
9414011,0.07865168539325842,0.09836065573770492,0.15853658536585366,0.09433962264150944,0.13333333333333333
9417966,0.056179775280898875,0.13114754098360656,0.14634146341463414,0.09433962264150944,0.08571428571428572
9427311,0.02247191011235955,0.08196721311475409,0.0975609756097561,0.05660377358490566,0.01904761904761905
9427367,0.011235955056179775,0.08196721311475409,0.10975609756097561,0.1320754716981132,0.06666666666666667
9430507,0.1797752808988764,0.2459016393442623,0.2073170731707317,0.18867924528301888,0.1523809523809524
9462476,0.056179775280898875,0.11475409836065574,0.17073170731707318,0.1509433962264151,0.09523809523809523
9462480,0.033707865168539325,0.06557377049180328,0.12195121951219512,0.07547169811320754,0.047619047619047616
9463462,0.0449438202247191,0.21311475409836064,0.2682926829268293,0.16981132075471697,0.14285714285714285
9465007,0.06741573033707865,0.16393442622950818,0.18292682926829268,0.1320754716981132,0.10476190476190476
9469535,0.15730337078651685,0.2459016393442623,0.3048780487804878,0.09433962264150944,0.2
9482951,0.0449438202247191,0.13114754098360656,0.18292682926829268,0.11320754716981132,0.08571428571428572
9491989,0.056179775280898875,0.13114754098360656,0.25609756097560976,0.18867924528301888,0.17142857142857143
9500831,0.06741573033707865,0.14754098360655737,0.23170731707317074,0.18867924528301888,0.12380952380952381
9501235,0.0449438202247191,0.08196721311475409,0.14634146341463414,0.1509433962264151,0.10476190476190476
9510380,0.06741573033707865,0.11475409836065574,0.18292682926829268,0.11320754716981132,0.1523809523809524
9510384,0.0898876404494382,0.18032786885245902,0.13414634146341464,0.11320754716981132,0.1523809523809524
9529825,0.0449438202247191,0.14754098360655737,0.1951219512195122,0.1509433962264151,0.10476190476190476
9529941,0.06741573033707865,0.18032786885245902,0.3048780487804878,0.1509433962264151,0.13333333333333333
9529944,0.0898876404494382,0.22950819672131148,0.24390243902439024,0.1509433962264151,0.1523809523809524
9539233,0.056179775280898875,0.16393442622950818,0.2073170731707317,0.1509433962264151,0.09523809523809523
9547077,0.0898876404494382,0.16393442622950818,0.18292682926829268,0.11320754716981132,0.10476190476190476
9549487,0.1797752808988764,0.16393442622950818,0.21951219512195122,0.16981132075471697,0.18095238095238095
9549504,0.0449438202247191,0.19672131147540983,0.2073170731707317,0.1320754716981132,0.13333333333333333
9549517,0.056179775280898875,0.13114754098360656,0.25609756097560976,0.1509433962264151,0.10476190476190476
9559951,0.0898876404494382,0.08196721311475409,0.13414634146341464,0.09433962264150944,0.09523809523809523
9571103,0.07865168539325842,0.14754098360655737,0.17073170731707318,0.18867924528301888,0.11428571428571428
9576541,0.033707865168539325,0.14754098360655737,0.15853658536585366,0.1509433962264151,0.06666666666666667
9597657,0.056179775280898875,0.13114754098360656,0.24390243902439024,0.18867924528301888,0.11428571428571428
9619195,0.06741573033707865,0.18032786885245902,0.2073170731707317,0.24528301886792453,0.1523809523809524
9620697,0.0449438202247191,0.14754098360655737,0.17073170731707318,0.11320754716981132,0.12380952380952381
9620698,0.21348314606741572,0.14754098360655737,0.23170731707317074,0.20754716981132076,0.2
9620699,0.10112359550561797,0.13114754098360656,0.23170731707317074,0.18867924528301888,0.12380952380952381
9626670,0.0449438202247191,0.18032786885245902,0.2682926829268293,0.1320754716981132,0.11428571428571428
9626672,0.07865168539325842,0.14754098360655737,0.18292682926829268,0.1509433962264151,0.10476190476190476
9626674,0.056179775280898875,0.18032786885245902,0.13414634146341464,0.1320754716981132,0.14285714285714285
9626713,0.1348314606741573,0.18032786885245902,0.21951219512195122,0.09433962264150944,0.09523809523809523
9632390,0.056179775280898875,0.19672131147540983,0.1951219512195122,0.16981132075471697,0.18095238095238095
9636217,0.06741573033707865,0.09836065573770492,0.1951219512195122,0.09433962264150944,0.0761904761904762
9648549,0.19101123595505617,0.19672131147540983,0.17073170731707318,0.09433962264150944,0.1619047619047619
9665617,0.02247191011235955,0.06557377049180328,0.21951219512195122,0.1320754716981132,0.09523809523809523
9673660,0.07865168539325842,0.14754098360655737,0.18292682926829268,0.1509433962264151,0.11428571428571428
9673996,0.033707865168539325,0.19672131147540983,0.21951219512195122,0.16981132075471697,0.1619047619047619
9674604,0.02247191011235955,0.08196721311475409,0.17073170731707318,0.1320754716981132,0.0761904761904762
9679774,0.0449438202247191,0.16393442622950818,0.1951219512195122,0.16981132075471697,0.1619047619047619
9685203,0.02247191011235955,0.06557377049180328,0.1951219512195122,0.16981132075471697,0.06666666666666667
9696465,0.06741573033707865,0.18032786885245902,0.14634146341463414,0.05660377358490566,0.11428571428571428
9698330,0.02247191011235955,0.13114754098360656,0.15853658536585366,0.11320754716981132,0.1619047619047619
9698571,0.1348314606741573,0.13114754098360656,0.25609756097560976,0.1509433962264151,0.1619047619047619
9698575,0.02247191011235955,0.13114754098360656,0.10975609756097561,0.05660377358490566,0.06666666666666667
9698579,0.0449438202247191,0.14754098360655737,0.2073170731707317,0.11320754716981132,0.11428571428571428
9699694,0.056179775280898875,0.16393442622950818,0.2682926829268293,0.18867924528301888,0.13333333333333333
9704265,0.14606741573033707,0.16393442622950818,0.2682926829268293,0.16981132075471697,0.24761904761904763
9704267,0.056179775280898875,0.14754098360655737,0.13414634146341464,0.11320754716981132,0.08571428571428572
9714705,0.06741573033707865,0.16393442622950818,0.2804878048780488,0.20754716981132076,0.14285714285714285
9740361,0.033707865168539325,0.14754098360655737,0.18292682926829268,0.11320754716981132,0.09523809523809523
9740761,0.0898876404494382,0.08196721311475409,0.17073170731707318,0.1509433962264151,0.12380952380952381
9749761,0.06741573033707865,0.19672131147540983,0.15853658536585366,0.16981132075471697,0.14285714285714285
9753190,0.056179775280898875,0.11475409836065574,0.07317073170731707,0.09433962264150944,0.0761904761904762
9754701,0.056179775280898875,0.18032786885245902,0.13414634146341464,0.09433962264150944,0.12380952380952381
9758739,0.033707865168539325,0.14754098360655737,0.14634146341463414,0.11320754716981132,0.09523809523809523
9758741,0.06741573033707865,0.16393442622950818,0.1951219512195122,0.18867924528301888,0.12380952380952381
9758742,0.02247191011235955,0.16393442622950818,0.17073170731707318,0.1320754716981132,0.11428571428571428
9770542,0.0449438202247191,0.08196721311475409,0.13414634146341464,0.1320754716981132,0.11428571428571428
9772106,0.0449438202247191,0.11475409836065574,0.0975609756097561,0.1320754716981132,0.10476190476190476
9772269,0.07865168539325842,0.21311475409836064,0.25609756097560976,0.1509433962264151,0.1619047619047619
9772270,0.0898876404494382,0.22950819672131148,0.21951219512195122,0.1509433962264151,0.14285714285714285
9787003,0.07865168539325842,0.21311475409836064,0.1951219512195122,0.1320754716981132,0.24761904761904763
9798741,0.0449438202247191,0.09836065573770492,0.2804878048780488,0.18867924528301888,0.13333333333333333
9799627,0.056179775280898875,0.11475409836065574,0.23170731707317074,0.1320754716981132,0.1523809523809524
9801380,0.0898876404494382,0.16393442622950818,0.23170731707317074,0.1509433962264151,0.12380952380952381
9801381,0.033707865168539325,0.11475409836065574,0.18292682926829268,0.1509433962264151,0.12380952380952381
9802236,0.11235955056179775,0.09836065573770492,0.2073170731707317,0.18867924528301888,0.09523809523809523
9808463,0.056179775280898875,0.18032786885245902,0.17073170731707318,0.1509433962264151,0.1619047619047619
9819069,0.06741573033707865,0.06557377049180328,0.2926829268292683,0.1509433962264151,0.10476190476190476
9819271,0.06741573033707865,0.21311475409836064,0.21951219512195122,0.1320754716981132,0.1523809523809524
9819274,0.07865168539325842,0.19672131147540983,0.2682926829268293,0.20754716981132076,0.14285714285714285
9821359,0.033707865168539325,0.16393442622950818,0.10975609756097561,0.09433962264150944,0.11428571428571428
9827764,0.0449438202247191,0.13114754098360656,0.0975609756097561,0.05660377358490566,0.11428571428571428
9827777,0.06741573033707865,0.19672131147540983,0.15853658536585366,0.1320754716981132,0.10476190476190476
9831457,0.12359550561797752,0.13114754098360656,0.12195121951219512,0.09433962264150944,0.10476190476190476
9831460,0.12359550561797752,0.13114754098360656,0.17073170731707318,0.11320754716981132,0.09523809523809523
9838166,0.0449438202247191,0.16393442622950818,0.25609756097560976,0.16981132075471697,0.13333333333333333
9849722,0.10112359550561797,0.08196721311475409,0.18292682926829268,0.11320754716981132,0.1523809523809524
9858371,0.02247191011235955,0.11475409836065574,0.0975609756097561,0.07547169811320754,0.05714285714285714
9858384,0.02247191011235955,0.04918032786885246,0.14634146341463414,0.11320754716981132,0.06666666666666667
9861465,0.25842696629213485,0.16393442622950818,0.25609756097560976,0.1509433962264151,0.13333333333333333
9862553,0.033707865168539325,0.13114754098360656,0.2073170731707317,0.1320754716981132,0.09523809523809523
9862924,0.0898876404494382,0.18032786885245902,0.15853658536585366,0.11320754716981132,0.1619047619047619
9863701,0.06741573033707865,0.14754098360655737,0.18292682926829268,0.1320754716981132,0.12380952380952381
9867232,0.056179775280898875,0.09836065573770492,0.25609756097560976,0.18867924528301888,0.11428571428571428
9882087,0.0449438202247191,0.11475409836065574,0.18292682926829268,0.1320754716981132,0.11428571428571428
9894875,0.07865168539325842,0.14754098360655737,0.18292682926829268,0.11320754716981132,0.13333333333333333
9918735,0.056179775280898875,0.11475409836065574,0.21951219512195122,0.1509433962264151,0.09523809523809523
9918737,0.033707865168539325,0.14754098360655737,0.15853658536585366,0.07547169811320754,0.11428571428571428
9927549,0.0449438202247191,0.08196721311475409,0.14634146341463414,0.11320754716981132,0.0761904761904762
9927550,0.07865168539325842,0.16393442622950818,0.24390243902439024,0.16981132075471697,0.12380952380952381
9927551,0.02247191011235955,0.09836065573770492,0.08536585365853659,0.07547169811320754,0.0761904761904762
9950067,0.056179775280898875,0.18032786885245902,0.25609756097560976,0.1509433962264151,0.18095238095238095
9950713,0.056179775280898875,0.13114754098360656,0.24390243902439024,0.16981132075471697,0.1523809523809524
9989556,0.0898876404494382,0.16393442622950818,0.18292682926829268,0.1320754716981132,0.10476190476190476
9990082,0.0449438202247191,0.11475409836065574,0.15853658536585366,0.1320754716981132,0.11428571428571428
9990104,0.056179775280898875,0.14754098360655737,0.15853658536585366,0.1509433962264151,0.10476190476190476
10022492,0.033707865168539325,0.16393442622950818,0.24390243902439024,0.11320754716981132,0.13333333333333333
10022494,0.0449438202247191,0.09836065573770492,0.13414634146341464,0.1509433962264151,0.12380952380952381
10022496,0.06741573033707865,0.13114754098360656,0.23170731707317074,0.16981132075471697,0.12380952380952381
10027301,0.033707865168539325,0.14754098360655737,0.1951219512195122,0.11320754716981132,0.0761904761904762
10051677,0.11235955056179775,0.19672131147540983,0.12195121951219512,0.11320754716981132,0.18095238095238095
10051756,0.0449438202247191,0.14754098360655737,0.21951219512195122,0.09433962264150944,0.12380952380952381
10071054,0.033707865168539325,0.09836065573770492,0.21951219512195122,0.1509433962264151,0.11428571428571428
10071093,0.056179775280898875,0.14754098360655737,0.1951219512195122,0.1509433962264151,0.08571428571428572
10075897,0.06741573033707865,0.11475409836065574,0.17073170731707318,0.20754716981132076,0.11428571428571428
10080553,0.0449438202247191,0.11475409836065574,0.2682926829268293,0.24528301886792453,0.14285714285714285
10094257,0.033707865168539325,0.19672131147540983,0.15853658536585366,0.1320754716981132,0.11428571428571428
10096413,0.06741573033707865,0.13114754098360656,0.1951219512195122,0.1509433962264151,0.14285714285714285
