,OBSERVED,P,FDR,STARS
DEVELOPMENTAL,1.2942544389538864,0.0,0.0,*
PSYCHOTIC,1.0540988228193076,0.0,0.0,*
BIPOLAR,1.011937790895052,0.0,0.0,*
DEPRESSIVE,1.1131912471898024,0.0,0.0,*
ANXIETY,1.0648186790136003,0.0,0.0,*
OBSESSIVE_COMPULSIVE,1.0468187644538607,0.0,0.0,*
TRAUMA_STRESSOR,1.0898273991115495,0.0,0.0,*
DISRUPTIVE,1.0976754961712187,0.0,0.0,*
SUBSTANCE,1.0673596099572646,0.0,0.0,*
